	text	mean
0	Aksakov_DetskieGodyBagrova	811.639
1	Aksakov_SemeynayaKhronika	630.267
2	Aksakov_ZapiskiObUzhenieRyby	807.667
3	Aksakov_ZapiskiRuzheynogoOkhotnika	750.929
4	Amfiteatrov_Knyazhna	521.0
5	Amfiteatrov_OtravlennayaSovest	660.833
6	Amfiteatrov_VStraneLyubvi	649.0
7	Amfiteatrov_ZharCvet	541.821
8	Apukhtin_NeokonchennayaPovest	748.9
9	Bestuzhev_FregatNadezhda	538.0
10	Bestuzhev_LeytenantBelozor	563.0
11	Boborykin_DolgoLi	821.333
12	Boborykin_KitayGorod	612.982
13	Boborykin_VasiliyTerkin	669.209
14	Boborykin_ZhervaVechernyaya	800.464
15	Bulgarin_DimitriySamozvanets	570.867
16	Bulgarin_IvanVyzhigin	631.964
17	Chehov_PovestiIRasskazy1888-1891	614.438
18	Chehov_PovestiIRasskazy1898-1903	735.238
19	Chernyshevskij_ChtoDelat	713.974
20	Chernyshevskij_Prolog	747.038
21	Dostojevskij_BednyjeLudi	883.0
22	Dostojevskij_Besy	690.716
23	Dostojevskij_BratijaKaramazovy	669.732
24	Dostojevskij_Idiot	769.179
25	Dostojevskij_Igrok	805.5
26	Dostojevskij_Podrostok	732.81
27	Dostojevskij_PrestuplenijeINakazanije	736.522
28	Dostojevskij_UnizhennyjeIOskorblennyje	863.418
29	Gogol_MertvyjeDushi1Tom	619.429
30	Gogol_MertvyjeDushi2TomRannijeRedakciji	624.667
31	Gogol_Mirgorod	564.333
32	Gogol_PeterburgskijePovesti	636.4
33	Gogol_VecheraNaChutore	618.8
34	Goncharov_FregatPallada	553.942
35	Goncharov_Oblomov	640.319
36	Goncharov_Obryv	664.307
37	Goncharov_ObyknovennajaIstorija	707.944
38	Herzen_KtoVinovat	634.4
39	Karamzin_IstorijaGosudagstvaRossijskogo	544.833
40	Karamzin_PismaRusskogoPuteshestvennika	586.686
41	Karamzin_Povesti	583.2
42	Kuprin_Junkera	522.333
43	Kuprin_Moloch	570.0
44	Kuprin_Olesia	745.0
45	Kuprin_Pojedinok	633.8
46	Kuprin_Vpotmach	752.0
47	Lermontov_GerojNashegoVremeni	736.0
48	Odojevskij_RusskijeNochi	436.571
49	Pushkin_Dubrovskij	649.0
50	Pushkin_IstorijaPugacheva	664.667
51	Pushkin_KapitanskajaDochka	809.333
52	Saltykov_GopodaGolovlevy	717.679
53	Saltykov_IctorijaOdnigoGoroda	591.7
54	Saltykov_PompaduryIPompadurshi	613.071
55	Saltykov_PoshechonskajaStarina	599.038
56	Saltykov_Povesti	758.444
57	Tolstoj_1VojnaIMir	632.222
58	Tolstoj_2VojnaIMir	718.6
59	Tolstoj_3VojnaIMir	626.485
60	Tolstoj_4VojnaIMir	633.711
61	Tolstoj_AnnaKarenina	789.535
62	Tolstoj_Detstvo	823.667
63	Tolstoj_Junost	830.5
64	Tolstoj_Otrochestvo	760.0
65	Tolstoj_SemejnojeStchastie	1053.0
66	Tolstoj_SevastopolskijeRasskazy	699.0
67	Tolstoj_Voskresenie	705.756
68	Turgenev_DvorianskojeGnezdo	748.0
69	Turgenev_Dym	757.333
70	Turgenev_Nakanune	819.0
71	Turgenev_Nov	727.762
72	Turgenev_OtsyIDeti	778.2
73	Turgenev_Rudin	848.0
74	Turgenev_ZapiskiOhotnika	595.4
75	UspenskijGleb_NravyRasteriajevojUlitsy	557.0
76	UspenskijNikolaj_PovestiIRasskazy	509.0
77	Zagoskin_AskoldovaMogila	761.321
78	Zagoskin_BrynskiyLes	806.857
79	Zagoskin_Roslavlev	746.389
80	Zagoskin_YuriMiloslavsky	804.619
