N	2gram	Bakhtin_Pr	Narrotol
1	не только	26	62
2	и не	55	50
3	при этом	8	47
4	но и	26	45
5	а не	29	38
6	может быть	43	30
7	и в	64	30
8	в том	12	29
9	том что	8	28
10	в этом	33	28
11	а в	10	27
12	только в	13	25
13	в данном	2	24
14	как и	25	24
15	не в	15	23
16	то что	21	23
17	то есть	3	22
18	не может	26	20
19	в рассказе	2	18
20	данном случае	2	17
21	в себе	11	17
22	так и	8	17
23	в его	30	16
24	но в	14	15
25	можно сказать	2	15
26	к тому	4	15
27	в жизни	5	14
28	и его	21	14
29	в своем	12	13
30	в своей	11	13
31	то же	18	13
32	времени и	2	13
33	у него	11	13
34	о том	5	13
35	уже не	15	13
36	перед нами	12	12
37	все же	11	12
38	прежде всего	16	12
39	как в	7	12
40	как бы	33	12
41	по отношению	12	11
42	к себе	6	11
43	героя в	7	11
44	отличие от	4	11
45	об этом	3	11
46	в нем	28	11
47	в этой	5	11
48	если бы	12	11
49	отношению к	12	11
50	в отличие	4	11
51	в мире	7	11
52	хотя и	5	11
53	никогда не	11	10
54	в то	15	10
55	ничего не	8	10
56	один из	3	10
57	точки зрения	31	10
58	того что	3	10
59	и все	6	10
60	но не	12	10
61	жизни и	3	10
62	тому же	2	10
63	между тем	7	10
64	с его	11	10
65	во времени	3	9
66	еще не	10	9
67	что он	15	9
68	что в	11	9
69	в рамках	2	9
70	тем не	2	9
71	для него	23	9
72	далеко не	7	9
73	я в	2	9
74	потому что	8	9
75	с ним	8	9
76	как раз	9	9
77	самом деле	10	8
78	но при	4	8
79	не менее	3	8
80	того чтобы	2	8
81	одна из	5	8
82	и он	5	8
83	мира в	5	8
84	этом отношении	3	8
85	у нас	3	8
86	в литературе	4	8
87	и для	7	8
88	в самом	17	8
89	и к	5	8
90	в той	5	8
91	же время	13	8
92	в таком	3	8
93	он не	14	8
94	это не	12	7
95	при всей	2	7
96	в конце	8	7
97	в ней	2	7
98	на себя	4	7
99	в целом	8	7
100	в ее	2	7
101	же в	2	7
102	в речи	3	7
103	также и	3	7
104	с другой	7	7
105	в котором	7	7
106	и на	16	7
107	или в	7	7
108	в форме	8	7
109	о нем	15	6
110	в сознании	3	6
111	они не	5	6
112	однако в	3	6
113	что и	7	6
114	например в	5	6
115	сказать что	4	6
116	никак не	4	6
117	то в	2	6
118	то и	3	6
119	из этих	3	6
120	здесь не	7	6
121	в результате	7	6
122	на него	6	6
123	героя и	14	6
124	что у	2	6
125	в нашем	2	6
126	на то	5	6
127	слова в	12	6
128	все что	4	6
129	таким образом	15	6
130	в слове	3	6
131	на самом	5	5
132	в другом	3	5
133	и у	3	5
134	не всегда	2	5
135	а именно	2	5
136	точку зрения	7	5
137	и о	7	5
138	к нему	11	5
139	может служить	3	5
140	точка зрения	13	5
141	мира и	7	5
142	между собой	2	5
143	было бы	8	5
144	мы не	4	5
145	я не	6	5
146	и здесь	6	5
147	себе самому	6	5
148	да и	2	5
149	и от	3	5
150	что это	2	5
151	с ними	2	5
152	так сказать	9	5
153	бы и	6	5
154	себя в	3	5
155	и даже	5	5
156	подобно тому	3	5
157	вследствие этого	2	5
158	в пределах	24	5
159	в какой	2	5
160	его жизни	2	5
161	за пределами	2	5
162	их в	8	5
163	именно в	5	5
164	в своих	4	5
165	но для	3	5
166	из них	3	5
167	тому как	3	5
168	в одном	20	5
169	не было	5	5
170	он сам	5	5
171	и уже	3	5
172	и сам	6	5
173	как будто	4	5
174	начала и	2	5
175	даже в	6	4
176	не о	3	4
177	бытия в	3	4
178	чужого слова	23	4
179	и ее	5	4
180	но именно	3	4
181	в произведениях	6	4
182	в виду	3	4
183	как он	3	4
184	только на	3	4
185	друг друга	4	4
186	в них	5	4
187	тому что	3	4
188	она не	10	4
189	на том	2	4
190	а то	3	4
191	все его	3	4
192	не на	7	4
193	в первом	2	4
194	как мы	13	4
195	в основе	4	4
196	быть и	2	4
197	но зато	2	4
198	хотя бы	4	4
199	и как	9	4
200	не имеет	2	4
201	человека в	8	4
202	со всеми	2	4
203	но они	2	4
204	не могло	2	4
205	он является	3	4
206	для себя	3	4
207	что я	7	4
208	оно не	3	4
209	и с	9	4
210	жизни а	3	4
211	для нас	2	4
212	по себе	16	4
213	несмотря на	7	4
214	всяком случае	4	4
215	во всяком	7	4
216	или даже	2	4
217	нового времени	3	4
218	в себя	6	4
219	до конца	10	3
220	и потому	7	3
221	идет о	5	3
222	так же	8	3
223	но как	4	3
224	и сама	2	3
225	как к	3	3
226	а лишь	3	3
227	с этой	2	3
228	для других	2	3
229	а как	11	3
230	на друга	2	3
231	то они	2	3
232	в романе	12	3
233	а его	2	3
234	не знает	6	3
235	а с	2	3
236	здесь мы	4	3
237	одно из	2	3
238	в него	6	3
239	и это	8	3
240	в точке	2	3
241	по природе	2	3
242	своей жизни	2	3
243	ни одного	3	3
244	между ними	6	3
245	же не	4	3
246	что не	3	3
247	же как	2	3
248	для автора	4	3
249	иметь в	2	3
250	все эти	13	3
251	той же	8	3
252	и самого	4	3
253	связи с	3	3
254	в пространстве	3	3
255	в едином	4	3
256	и т	14	3
257	особенно в	2	3
258	хоть и	4	3
259	в зависимости	5	3
