N	2gram	Tiupa_Teor	Problemy
1	и в	24	106
2	и не	17	90
3	как бы	8	70
4	может быть	22	66
5	в его	12	56
6	в этом	12	52
7	в нем	7	51
8	не может	8	49
9	что он	4	44
10	как и	6	44
11	но и	14	40
12	точки зрения	11	40
13	для него	5	39
14	и его	11	39
15	а не	14	38
16	о себе	2	37
17	не только	24	36
18	то же	12	36
19	в пределах	5	35
20	то что	6	33
21	но в	12	33
22	прежде всего	3	32
23	в то	9	29
24	все это	2	29
25	он не	5	29
26	не в	9	27
27	в одном	3	27
28	к другому	2	27
29	же время	8	26
30	к нему	2	25
31	с точки	3	25
32	в самом	7	25
33	самом деле	2	24
34	героя и	6	24
35	вовсе не	3	24
36	и на	2	23
37	таким образом	3	22
38	по себе	2	22
39	никогда не	4	20
40	потому что	3	20
41	только в	9	20
42	что в	10	19
43	с его	6	19
44	отношению к	10	19
45	слова в	4	19
46	в себе	14	18
47	по отношению	10	18
48	все эти	3	18
49	уже не	6	18
50	еще не	6	18
51	но не	13	18
52	это не	4	17
53	в том	20	17
54	так и	14	17
55	а в	15	17
56	самим собою	2	17
57	и к	3	17
58	так же	2	16
59	в другом	4	16
60	если бы	3	16
61	в своей	8	16
62	этом смысле	3	16
63	и для	3	15
64	у него	2	15
65	в отношении	4	14
66	в своем	7	14
67	в конце	2	14
68	я не	2	14
69	лишь в	10	14
70	и сам	4	14
71	он и	2	14
72	как раз	3	14
73	его в	4	13
74	перед нами	3	13
75	в романе	3	13
76	и это	2	13
77	в целом	4	13
78	себя и	2	13
79	с другими	6	13
80	в мире	26	13
81	в большинстве	2	13
82	том что	11	12
83	даже в	3	12
84	к тому	4	12
85	между тем	5	12
86	не знает	4	12
87	что и	2	12
88	при этом	20	12
89	одного сознания	3	12
90	за пределы	2	12
91	и даже	2	12
92	и как	3	12
93	как в	5	12
94	отношении к	4	12
95	к чужому	2	12
96	и что	4	12
97	не могут	2	11
98	в форме	4	11
99	этого слова	4	11
100	с другой	9	11
101	их в	3	11
102	входит в	4	11
103	как будто	2	11
104	к одному	2	10
105	в произведении	3	10
106	отношение к	7	10
107	для себя	3	10
108	далеко не	4	10
109	в самой	2	10
110	приводит к	6	10
111	в слове	4	10
112	и потому	3	9
113	или в	3	9
114	самим собой	4	9
115	могут быть	5	9
116	в них	2	9
117	хотя и	4	9
118	другой стороны	6	9
119	ни в	5	9
120	в той	2	9
121	но он	4	9
122	но как	2	8
123	как к	5	8
124	в произведениях	2	8
125	одним из	3	8
126	это и	2	8
127	и о	5	8
128	того что	5	8
129	здесь не	2	8
130	несмотря на	2	8
131	к герою	2	8
132	с ними	2	8
133	не на	4	8
134	с их	2	8
135	ни было	2	8
136	о том	2	8
137	в диалоге	2	8
138	в этих	4	7
139	в их	4	7
140	к своему	2	7
141	от себя	3	7
142	в виду	5	7
143	и др	3	7
144	только на	2	7
145	мира и	4	7
146	не входит	2	7
147	между ними	6	7
148	то ни	2	7
149	что они	2	7
150	и ее	4	7
151	например в	3	7
152	бы то	2	7
153	сказать что	4	7
154	в жизни	3	7
155	что она	2	7
156	отличается от	2	7
157	сама по	2	7
158	во всех	3	7
159	автора и	2	7
160	но на	2	7
161	на мир	2	7
162	в себя	5	7
163	идет о	2	6
164	на вопрос	2	6
165	отличие от	7	6
166	а с	3	6
167	не менее	6	6
168	в художественном	5	6
169	себя в	7	6
170	и здесь	2	6
171	ни был	2	6
172	внутренней речи	13	6
173	превращается в	2	6
174	и вот	3	6
175	художественного мира	4	6
176	в отличие	7	6
177	на меня	3	6
178	слова как	3	6
179	в этой	3	6
180	на почве	5	6
181	я в	18	6
182	на этом	2	6
183	в основе	6	6
184	на фоне	2	6
185	отношения к	4	6
186	и то	3	5
187	или иной	7	5
188	к которому	3	5
189	была бы	3	5
190	здесь мы	2	5
191	по своему	4	5
192	тому что	2	5
193	того же	4	5
194	на себя	2	5
195	в чем	2	5
196	однако в	7	5
197	один из	2	5
198	что может	2	5
199	той или	3	5
200	в ее	6	5
201	автора как	2	5
202	в глаза	2	5
203	то есть	22	5
204	мира в	3	5
205	зрения и	2	5
206	с человеком	2	5
207	человека с	3	5
208	подобно тому	3	5
209	именно в	3	5
210	тому как	3	5
211	я и	2	5
212	быть и	2	5
213	художественного творчества	5	5
214	вместе с	2	5
215	тем не	3	4
216	слова не	2	4
217	при всей	2	4
218	и прежде	2	4
219	он должен	3	4
220	в одно	2	4
221	из которых	2	4
222	в формах	2	4
223	или менее	6	4
224	для понимания	2	4
225	в точке	3	4
226	более или	6	4
227	в сторону	3	4
228	на котором	2	4
229	для автора	2	4
230	связи с	3	4
231	в первом	2	4
232	во всей	3	4
233	без исключения	4	4
234	я как	2	4
235	в первой	6	4
236	одно и	2	4
237	совпадает с	4	4
238	герой не	3	4
239	то в	2	4
240	в литературе	4	4
241	в которой	3	4
242	о своем	2	4
243	это было	2	4
244	с ее	4	4
245	об этом	2	4
246	с этой	3	4
247	времени и	2	4
248	вследствие этого	2	4
249	в рассказе	2	4
250	речи и	4	4
251	что такое	2	4
252	образом и	2	4
253	оно не	2	4
254	личности в	4	4
255	данном случае	5	3
256	чтобы не	2	3
257	или даже	4	3
258	во времени	4	3
259	вступает в	2	3
260	о чем	3	3
261	человека и	2	3
262	по своей	8	3
263	лишь один	2	3
264	к чему	2	3
265	жизни а	2	3
266	передо мной	2	3
267	внутренний голос	2	3
268	в структуре	2	3
269	своего рода	11	3
270	в повести	2	3
271	могли бы	2	3
272	может служить	2	3
273	героя как	2	3
274	так в	4	3
275	в узком	3	3
276	между собой	3	3
277	того чтобы	5	3
278	а затем	2	3
279	между двумя	3	3
280	и по	3	3
281	можно сказать	5	3
282	обращается к	2	3
283	ее в	2	3
284	одной из	2	3
285	того или	6	3
286	в данном	9	3
287	из этих	3	3
288	говорить о	4	3
289	дело в	2	3
290	мог бы	3	3
291	по преимуществу	5	3
292	и больше	2	3
293	в пространстве	2	3
294	не является	5	3
295	у нас	2	3
296	из тех	2	3
297	не с	3	3
298	есть в	3	3
299	если мы	2	3
300	и одновременно	5	3
301	порядка в	4	3
302	внешнего мира	2	3
303	только не	3	3
304	сводится к	12	3
305	высказывания и	2	3
306	и особенно	2	3
307	в таком	3	3
308	нового времени	3	3
309	тем же	2	3
310	в художественной	3	2
311	еще и	2	2
312	а и	5	2
313	одну из	2	2
314	ними и	2	2
315	этой точки	2	2
316	но она	2	2
317	одного и	4	2
318	к более	2	2
319	должен быть	2	2
320	не всегда	2	2
321	от своего	2	2
322	свою очередь	3	2
323	или напротив	2	2
324	мире и	2	2
325	своей жизни	2	2
326	может и	2	2
327	в душе	9	2
328	для такого	2	2
329	в поэзии	2	2
330	в контексте	3	2
331	из которого	3	2
332	повесть о	2	2
333	обращены к	2	2
334	которая в	2	2
335	в значительной	2	2
336	этих двух	2	2
337	отнюдь не	3	2
338	тем или	2	2
339	каждая из	2	2
340	в аспекте	2	2
341	слове о	2	2
342	делает его	2	2
343	известной степени	3	2
344	случае не	2	2
345	на языке	3	2
346	в противоположность	3	2
347	к его	3	2
348	в рамках	13	2
349	значительной степени	2	2
350	не все	3	2
351	во второй	7	2
352	художественного произведения	5	2
353	при условии	2	2
354	я с	5	2
355	в качестве	33	2
356	для того	5	2
357	и другие	2	2
358	а именно	3	2
359	не столько	7	2
360	не могло	2	2
361	с одной	3	2
362	в какой	2	2
363	и является	2	2
364	всей своей	2	2
365	не случайно	5	2
366	за пределами	5	2
367	всей его	2	2
368	от всех	2	2
369	в нашем	4	2
370	столь же	3	2
371	только и	2	2
372	литературных произведений	5	2
373	в свою	4	2
374	собою в	2	2
375	роль в	3	2
376	материала в	2	2
377	в литературной	2	2
378	перед ним	2	2
379	и того	4	2
380	могут оказаться	2	2
381	иного рода	3	2
382	что каждый	2	2
383	не следует	4	2
384	совершенно иной	2	2
385	во втором	3	2
