N	2gram	Vygotskiy_	Problema
1	и в	47	182
2	и не	27	152
3	вовсе не	3	145
4	то что	40	144
5	не есть	4	113
6	не только	36	104
7	потому что	26	89
8	в этом	47	88
9	может быть	20	82
10	том что	28	81
11	в том	38	81
12	только в	24	73
13	сказать что	18	72
14	но и	19	70
15	в виде	2	69
16	у нас	3	68
17	также и	2	68
18	и даже	3	66
19	по себе	5	64
20	не менее	6	58
21	о том	5	57
22	так и	8	56
23	тем не	4	56
24	а не	7	56
25	но в	9	55
26	так что	8	52
27	ни в	3	51
28	для нас	4	50
29	и вообще	3	48
30	отнюдь не	2	48
31	в себе	14	48
32	было бы	12	46
33	в своей	4	45
34	прежде всего	9	45
35	что в	23	44
36	в его	7	44
37	все эти	7	43
38	не в	7	43
39	таким образом	38	42
40	как раз	6	42
41	то же	16	42
42	если мы	6	42
43	так как	25	40
44	что мы	14	40
45	и то	10	40
46	что он	13	40
47	и что	14	40
48	не может	23	39
49	в этой	7	39
50	и тем	10	39
51	во всяком	2	39
52	как бы	13	39
53	той или	2	38
54	в данном	7	38
55	никак не	5	37
56	того что	27	37
57	в нем	6	37
58	еще не	5	36
59	точки зрения	39	36
60	и все	5	36
61	когда мы	2	35
62	в виду	5	34
63	и с	5	34
64	как и	19	34
65	не является	4	33
66	или иной	2	33
67	в таком	2	33
68	же самое	12	33
69	в то	10	32
70	едва ли	5	32
71	но не	13	32
72	в своем	3	31
73	в конце	5	31
74	связи с	4	31
75	все это	5	31
76	что такое	2	31
77	так же	26	31
78	но это	4	31
79	ясно что	4	30
80	с другой	7	30
81	и для	5	30
82	подобного рода	2	30
83	как мы	24	29
84	перед нами	3	29
85	все же	7	29
86	об этом	4	29
87	можно сказать	9	29
88	данном случае	5	28
89	и о	4	28
90	что же	3	28
91	есть только	3	28
92	мы не	10	28
93	а в	3	28
94	и как	7	27
95	ничего не	2	27
96	и это	2	27
97	хотя и	4	27
98	в результате	3	26
99	вместе с	19	26
100	это не	6	26
101	другой стороны	3	26
102	и его	14	26
103	тем самым	14	25
104	с точки	31	25
105	и на	4	25
106	мы можем	7	25
107	на самом	3	24
108	не имеет	6	24
109	с тем	8	24
110	в нашем	6	24
111	и притом	4	23
112	а только	2	23
113	только и	5	23
114	мы находим	3	23
115	на то	5	23
116	содержит в	4	23
117	есть не	3	23
118	при этом	4	23
119	в качестве	9	23
120	по своему	11	23
121	то и	5	23
122	никогда не	7	22
123	и является	5	22
124	сам по	2	22
125	его в	7	22
126	и есть	4	22
127	только на	5	22
128	вещи и	2	22
129	что и	4	22
130	можно ли	2	22
131	и от	6	22
132	есть в	5	22
133	и к	11	22
134	мы должны	7	21
135	и ее	3	21
136	и без	2	21
137	для себя	24	21
138	в самом	15	21
139	и только	7	21
140	и потому	3	20
141	но как	3	20
142	для того	24	20
143	именно в	9	20
144	о чем	8	20
145	можно было	7	20
146	несмотря на	2	20
147	или в	2	20
148	тем что	14	20
149	в отношении	9	19
150	в каком	2	19
151	но если	5	19
152	то в	4	19
153	если бы	8	19
154	но только	5	19
155	он не	5	19
156	с ним	5	19
157	уже в	3	19
158	самом деле	6	19
159	в них	3	19
160	это есть	6	19
161	как в	7	19
162	этом смысле	2	19
163	того же	7	18
164	того чтобы	26	18
165	в ее	7	18
166	в этих	2	18
167	мы и	5	18
168	в ней	5	18
169	что здесь	2	17
170	мы уже	5	17
171	гораздо более	4	17
172	значение и	2	17
173	и здесь	5	17
174	без всякого	2	17
175	это и	7	17
176	совсем не	2	17
177	что они	11	17
178	совершенно не	2	17
179	во всех	9	17
180	но даже	2	16
181	к тому	13	16
182	но все	2	16
183	для этого	4	16
184	как это	7	16
185	точно так	3	16
186	случае не	2	16
187	что она	8	16
188	в чем	5	15
189	здесь в	2	15
190	и более	2	15
191	казалось бы	4	15
192	в частности	4	15
193	у него	2	15
194	что не	2	15
195	с этим	5	15
196	в той	7	15
197	что все	6	14
198	за пределы	2	14
199	все равно	2	14
200	сих пор	6	14
201	нас в	4	14
202	этом случае	15	14
203	в котором	6	14
204	а это	2	14
205	этого термина	2	14
206	с другими	5	14
207	только о	3	14
208	до сих	6	14
209	в других	2	13
210	из этого	4	13
211	в их	4	13
212	тому что	14	13
213	мы имеем	3	13
214	в области	5	13
215	мы в	3	13
216	из них	2	13
217	учение о	3	13
218	но именно	3	12
219	что этот	6	12
220	в которой	16	12
221	в другом	3	12
222	с одной	7	12
223	в самой	3	12
224	значения и	3	12
225	в целом	7	12
226	что это	7	12
227	в начале	6	12
228	время как	7	12
229	в смысле	9	12
230	он сам	2	12
231	то время	8	12
232	и следовательно	8	11
233	оказывается что	2	11
234	могли бы	10	11
235	и во	5	11
236	в нашей	4	11
237	вообще не	6	11
238	мы говорим	2	11
239	только не	14	11
240	о которых	3	11
241	не могут	9	11
242	одной стороны	7	11
243	по этому	4	11
244	и тогда	3	11
245	по поводу	3	11
246	и другое	4	11
247	и их	7	11
248	к нему	5	11
249	что его	2	11
250	заключается в	14	11
251	в заключение	2	10
252	один из	3	10
253	в математике	2	10
254	все время	3	10
255	отличается от	6	10
256	слова и	10	10
257	что у	4	10
258	что для	3	10
259	в одном	4	10
260	общего и	3	10
261	которые мы	4	10
262	что оно	9	10
263	внимание на	4	10
264	представление о	8	10
265	относится к	5	10
266	и которые	3	10
267	со всеми	2	10
268	действительности но	2	10
269	на том	2	10
270	есть то	4	10
271	даже если	2	10
272	из которых	3	10
273	но он	3	10
274	находим в	2	9
275	вопрос о	9	9
276	само собой	2	9
277	тогда когда	12	9
278	здесь как	2	9
279	здесь мы	2	9
280	которые в	5	9
281	она не	7	9
282	этому поводу	3	9
283	представить себе	5	9
284	языка и	6	9
285	и до	3	9
286	идет речь	2	9
287	и наконец	4	9
288	в своих	2	9
289	с собой	3	9
290	их в	2	9
291	мы говорили	3	9
292	но эта	2	9
293	однако не	2	9
294	нет и	4	9
295	в которых	3	9
296	того как	6	9
297	что если	2	9
298	бы в	7	9
299	это было	2	9
300	с ней	3	9
301	были бы	5	8
302	между собой	15	8
303	от этого	3	8
304	на его	3	8
305	и по	6	8
306	никто не	2	8
307	для него	6	8
308	если в	6	8
309	значение в	3	8
310	только что	7	8
311	с этой	5	8
312	в силу	21	8
313	себе и	2	8
314	входит в	3	8
315	еще в	3	8
316	и особенно	2	8
317	является не	4	8
318	в период	2	8
319	если же	2	8
320	тем же	8	8
321	к его	3	8
322	для всех	2	8
323	том как	2	8
324	нас и	2	8
325	является в	7	8
326	в сознании	11	8
327	только с	2	8
328	из этих	6	8
329	и больше	2	8
330	почти всегда	3	8
331	во всей	3	8
332	с самого	13	8
333	и он	4	8
334	мере не	2	8
335	только потому	3	8
336	с ее	2	8
337	которое мы	4	8
338	как они	2	8
339	и при	2	8
340	но для	2	8
341	во всем	4	8
342	конечно не	2	8
343	и весь	3	8
344	что при	4	8
345	находятся в	2	7
346	что на	5	7
347	в понятии	5	7
348	друг друга	9	7
349	самого начала	13	7
350	и значение	5	7
351	а с	3	7
352	одной из	4	7
353	на этой	7	7
354	она есть	2	7
355	значительной мере	2	7
356	в основе	5	7
357	в значительной	3	7
358	что понятие	2	7
359	нашего исследования	10	7
360	учения о	4	7
361	в какой	6	7
362	в такой	6	7
363	оно не	3	7
364	не чем	2	7
365	чем иным	2	7
366	в случае	5	7
367	даже в	2	7
368	что их	2	7
369	не раз	2	7
370	иным как	2	7
371	но что	2	7
372	была бы	3	7
373	мере в	2	7
374	его от	2	7
375	себе в	5	7
376	к другому	5	7
377	не прямо	2	7
378	же как	14	7
379	которая является	3	7
380	о своем	2	7
381	этой области	2	7
382	это в	2	7
383	на этот	2	7
384	ее в	11	7
385	перейти к	6	7
386	мы ни	2	7
387	не можем	4	7
388	и значения	3	7
389	тому же	2	7
390	мы могли	15	7
391	функции в	2	6
392	с той	3	6
393	просто как	2	6
394	в известном	2	6
395	нельзя сказать	2	6
396	она является	2	6
397	в зависимости	6	6
398	только к	4	6
399	и ничего	2	6
400	по своей	12	6
401	этого слова	5	6
402	предмета и	3	6
403	когда он	2	6
404	этот вопрос	2	6
405	том смысле	2	6
406	в порядке	3	6
407	и того	3	6
408	и делает	2	6
409	факт что	2	6
410	не знает	3	6
411	но с	4	6
412	одним и	2	6
413	до конца	8	6
414	в действительности	3	6
415	понятия и	5	6
416	гораздо больше	3	6
417	только как	2	6
418	по существу	2	6
419	который мы	6	6
420	стороны и	6	6
421	на первом	2	6
422	могут быть	7	6
423	из тех	2	6
424	содержится в	5	6
425	и может	2	6
426	от всякой	2	6
427	во время	2	6
428	что слово	2	6
429	с которыми	3	6
430	мышления и	16	6
431	и той	5	6
432	одновременно и	3	6
433	как оно	2	6
434	необходимо чтобы	2	6
435	к другой	6	6
436	к ней	2	6
437	зависимости от	6	6
438	прежде чем	3	6
439	этом отношении	7	6
440	это совершенно	2	6
441	действительность в	2	6
442	как на	8	6
443	не мог	2	6
444	отношения к	5	6
445	и речи	19	6
446	в слове	11	6
447	в первую	3	5
448	этой последней	2	5
449	слова но	3	5
450	если оно	2	5
451	внешняя сторона	2	5
452	одна из	2	5
453	отношение к	8	5
454	нами в	6	5
455	из всех	5	5
456	нам в	2	5
457	с большим	2	5
458	к самому	2	5
459	своей собственной	2	5
460	до того	2	5
461	одно и	3	5
462	как такового	2	5
463	лишь в	3	5
464	в наших	8	5
465	себе что	3	5
466	от его	2	5
467	систему отношений	2	5
468	все что	7	5
469	какой мере	2	5
470	тому как	2	5
471	которой он	2	5
472	я не	3	5
473	что эта	7	5
474	для его	2	5
475	в собственном	4	5
476	между тем	2	5
477	от того	6	5
478	ведь это	2	5
479	к понятию	4	5
480	для всего	2	5
481	мы видели	10	5
482	говорили выше	3	5
483	том числе	2	5
484	с теми	2	5
485	там где	7	5
486	о его	3	5
487	что с	7	5
488	чем мы	3	5
489	первую очередь	3	5
490	только по	5	5
491	к этому	2	5
492	это же	2	5
493	должно быть	3	5
