N	2gram	Vygotskiy_	VelikijI
1	и не	15	20
2	и в	37	16
3	так как	11	9
4	то что	32	9
5	в истории	7	8
6	и потому	3	7
7	что они	5	7
8	а не	5	7
9	человека и	6	6
10	как бы	16	5
11	но и	23	5
12	все это	9	5
13	по пути	2	5
14	хотя и	2	5
15	того что	28	5
16	что все	8	4
17	к личности	2	4
18	и все	7	4
19	как и	20	4
20	в котором	6	4
21	потому что	11	4
22	все что	4	4
23	в нем	2	4
24	в ней	2	4
25	что не	2	4
26	мы хотим	2	4
27	что мы	9	4
28	и я	2	4
29	в его	16	4
30	говорить о	4	4
31	в этом	32	4
32	что он	16	4
33	и есть	2	4
34	так и	12	4
35	никогда не	8	3
36	превращается в	3	3
37	в жизни	2	3
38	что в	25	3
39	в том	47	3
40	и для	3	3
41	от этого	4	3
42	не имеет	5	3
43	тому что	6	3
44	за то	2	3
45	но в	9	3
46	к тому	10	3
47	ни в	6	3
48	их в	6	3
49	то это	2	3
50	бы и	4	3
51	должно быть	4	3
52	хотя бы	7	3
53	в своей	7	3
54	во всех	4	3
55	в конце	2	3
56	по этому	4	3
57	в них	5	3
58	жизни и	2	3
59	что и	3	3
60	и мы	3	3
61	лишь в	9	3
62	если не	3	3
63	и что	11	3
64	не в	9	3
65	все эти	6	3
66	в этих	3	3
67	в чем	5	3
68	тот же	7	3
69	с его	7	3
70	когда в	2	2
71	под этим	2	2
72	и то	3	2
73	с тем	8	2
74	но не	6	2
75	не могли	2	2
76	и это	3	2
77	это не	5	2
78	ее в	3	2
79	не только	29	2
80	а в	4	2
81	том что	42	2
82	на том	2	2
83	его к	3	2
84	но мы	4	2
85	а к	2	2
86	во всяком	6	2
87	вслед за	3	2
88	уже не	2	2
89	могут быть	5	2
90	не к	3	2
91	которые не	4	2
92	значения и	2	2
93	один из	3	2
94	того чтобы	23	2
95	и теперь	2	2
96	тем что	7	2
97	вот почему	5	2
98	мы не	13	2
99	можно было	6	2
100	только в	8	2
101	и сам	2	2
102	это дело	2	2
103	для нас	4	2
104	в себя	2	2
105	прежде всего	12	2
106	вместо того	3	2
107	с ним	3	2
108	его не	3	2
109	всего в	3	2
110	между тем	10	2
111	мы и	3	2
112	а с	8	2
113	этому пути	2	2
114	для него	5	2
115	не с	2	2
