N	2gram	Bakhtin_Pr	VrazhdaK
1	в году	2	18
2	в бесах	3	10
3	не только	14	9
4	достоевского с	4	9
5	достоевский в	3	8
6	и что	3	8
7	в этом	24	8
8	и в	83	8
9	что в	5	7
10	но и	16	7
11	и все	14	7
12	достоевского в	12	7
13	достоевского и	8	7
14	то что	14	7
15	но в	12	6
16	как и	13	6
17	в котором	8	6
18	в начале	2	6
19	в нем	21	6
20	к достоевскому	4	6
21	и с	10	6
22	о нем	2	6
23	все же	3	6
24	в романе	9	6
25	и даже	5	6
26	и не	41	5
27	не было	5	5
28	об этом	3	5
29	то же	10	5
30	в то	8	5
31	же время	8	5
32	у него	5	5
33	между тем	2	5
34	что достоевский	2	4
35	уже в	3	4
36	несмотря на	3	4
37	у достоевского	30	4
38	во многом	3	4
39	в своих	4	4
40	это не	10	4
41	в виду	3	4
42	все это	11	4
43	при этом	6	4
44	о том	3	4
45	в ней	8	4
46	как бы	27	4
47	так же	4	4
48	что он	6	4
49	достоевского не	3	4
50	в истории	4	4
51	с ним	3	4
52	может быть	23	4
53	к творчеству	2	3
54	человека в	6	3
55	и у	8	3
56	в том	22	3
57	одним из	6	3
58	его в	4	3
59	далеко не	4	3
60	и уже	2	3
61	и во	6	3
62	в своем	2	3
63	том что	9	3
64	в его	15	3
65	в связи	2	3
66	и о	3	3
67	раз в	2	3
68	и его	13	3
69	он не	5	3
70	достоевского на	2	3
71	о себе	2	3
72	к этому	5	3
73	из подполья	6	3
74	но он	3	3
75	на то	2	3
76	я не	6	3
77	наряду с	6	3
78	в конце	5	3
79	с его	4	3
80	тем что	2	3
81	никогда не	10	2
82	же не	2	2
83	и то	2	2
84	в них	4	2
85	уже не	5	2
86	в мире	8	2
87	одна из	9	2
88	к ним	5	2
89	писателей в	2	2
90	и т.п	42	2
91	начиная с	4	2
92	место в	3	2
93	в него	4	2
94	записки из	2	2
95	в той	2	2
96	и это	3	2
97	с точки	13	2
98	роман достоевского	2	2
99	а в	4	2
100	человека с	3	2
101	а также	4	2
102	он сам	5	2
103	в этой	3	2
104	и наказания	3	2
105	его с	2	2
106	в своей	5	2
107	как раз	6	2
108	но как	2	2
109	и он	5	2
110	в себе	10	2
111	еще не	10	2
112	точки зрения	17	2
113	в повести	3	2
114	о чем	2	2
115	тем более	2	2
116	таким образом	9	2
117	и ее	8	2
118	что я	2	2
119	время и	3	2
120	их в	3	2
121	достоевский был	5	2
122	рядом с	2	2
123	в эту	3	2
124	не может	18	2
125	очень хорошо	3	2
126	в роман	2	2
127	из них	7	2
128	не менее	4	2
129	и стал	2	2
130	но это	7	2
131	к себе	8	2
132	этот рассказ	2	2
133	на основе	4	2
134	о влиянии	2	2
135	могли быть	2	2
136	вместе с	5	2
137	отношение к	14	2
