N	3gram	Vygotskiy_	FransuaR
1	в то же	2	55
2	то же время	2	55
3	мы уже говорили	3	43
4	как мы уже	4	28
5	до сих пор	4	27
6	в том числе	3	27
7	в том что	30	27
8	в этом отношении	6	20
9	с точки зрения	34	20
10	для того чтобы	19	17
11	о том что	10	17
12	том числе и	3	17
13	в связи с	3	16
14	на самом деле	3	13
15	не может быть	8	13
16	дело в том	2	13
17	с одной стороны	14	13
18	в другом месте	6	12
19	с другой стороны	10	12
20	как и все	2	11
21	можно сказать что	5	11
22	в отличие от	3	11
23	той или иной	2	10
24	таким образом и	3	10
25	в данном случае	5	10
26	как и в	2	10
27	в значительной степени	2	10
28	по отношению к	11	9
29	мы видели что	4	8
30	на протяжении всего	2	8
31	в своей книге	2	7
32	на первый план	3	7
33	можно было бы	6	7
34	прежде всего в	2	7
35	в самом деле	5	7
36	подобно тому как	2	7
37	в то время	5	7
38	с самого начала	9	6
39	в свою очередь	3	6
40	во всяком случае	5	5
41	то же самое	4	5
42	вместо того чтобы	3	5
43	в том же	3	5
44	как раз в	3	5
45	друг с другом	6	5
46	и в частности	3	5
47	одной стороны и	3	5
48	по сравнению с	9	5
49	только то что	2	5
50	потому что он	3	5
51	в сущности это	2	4
52	одной и той	2	4
53	и в самом	2	4
54	в собственном смысле	8	4
55	то что в	2	4
56	в одном из	2	4
57	по ту сторону	2	4
58	так же как	6	4
59	на этот вопрос	5	4
60	и той же	2	4
61	том что в	3	4
62	в этом смысле	3	3
63	не только не	2	3
64	заключается в том	10	3
65	о которой мы	2	3
66	вместе с тем	5	3
67	с таким же	2	3
68	и в отношении	3	3
69	мы видим таким	4	3
70	в предисловии к	4	3
71	а с другой	6	3
72	видим таким образом	4	3
73	смысле этого слова	6	3
74	друг от друга	4	3
75	сам по себе	3	2
76	таким образом что	3	2
77	по своей природе	3	2
78	или во всяком	2	2
79	именно в этом	3	2
80	только тогда когда	4	2
81	мысль и слово	2	2
82	с помощью которых	2	2
83	не потому что	2	2
84	так как он	3	2
85	как именно в	2	2
86	в конечном счете	4	2
87	на две части	2	2
88	все более и	3	2
89	из того что	7	2
90	мы не можем	3	2
91	же как и	4	2
92	том что он	2	2
93	друг к другу	2	2
94	то что он	2	2
95	между этими двумя	2	2
96	только для того	2	2
97	заметить что в	2	2
98	более и более	3	2
99	между словом и	2	2
100	мы уже видели	2	2
101	в известном смысле	3	2
102	в том чтобы	6	2
