N	2gram	Bakhtin_Fr	Myslijsy
1	потому что	6	182
2	то есть	71	142
3	и в	105	121
4	может быть	11	107
5	в том	17	103
6	то что	7	83
7	для нас	5	75
8	что в	4	73
9	и не	34	73
10	только в	16	72
11	не только	24	67
12	таким образом	5	64
13	том что	9	59
14	так как	11	59
15	в этом	22	59
16	но и	20	59
17	то же	6	56
18	не в	4	54
19	в себе	7	53
20	не может	9	52
21	того что	3	47
22	в нем	16	45
23	было бы	4	45
24	как и	15	42
25	что и	2	38
26	так и	16	37
27	при этом	10	37
28	как в	6	37
29	что мы	2	36
30	тем что	5	33
31	по отношению	2	30
32	а в	4	30
33	но не	7	29
34	что не	3	29
35	между тем	5	29
36	вовсе не	25	28
37	есть только	3	28
38	мы можем	2	28
39	для него	12	28
40	могут быть	4	27
41	не было	3	26
42	отношению к	2	26
43	в то	5	24
44	от того	2	23
45	как бы	33	23
46	но в	16	22
47	с другой	3	22
48	что слово	3	22
49	и потому	14	21
50	не менее	2	21
51	в ней	7	20
52	в одном	8	20
53	это не	4	20
54	мысли и	4	19
55	и как	2	19
56	с ним	6	19
57	сказать что	12	19
58	из этих	7	19
59	но это	5	19
60	о том	5	19
61	для того	2	18
62	еще не	8	18
63	не могут	4	18
64	там же	2	18
65	по поводу	2	18
66	в самом	7	18
67	в таком	2	18
68	в его	24	17
69	точки зрения	10	17
70	во всяком	2	17
71	уже в	5	17
72	в своем	11	16
73	к тому	3	16
74	так же	2	16
75	в них	13	16
76	же с	2	16
77	на то	2	16
78	и на	25	16
79	и по	3	15
80	в этих	6	15
81	с одной	2	15
82	думать что	2	15
83	тому как	2	15
84	в ряду	3	15
85	что он	5	15
86	прежде всего	26	15
87	уже не	3	15
88	мы должны	2	14
89	и без	4	14
90	связи с	5	14
91	в истории	5	14
92	там где	3	14
93	так сказать	5	14
94	все же	10	14
95	во всех	13	14
96	бы ни	2	14
97	же время	5	14
98	и все	7	13
99	образом в	3	13
100	например в	3	13
101	в смысле	2	13
102	из них	7	13
103	и его	24	13
104	есть для	2	13
105	как на	4	13
106	никогда не	11	12
107	от него	2	12
108	человека и	4	12
109	друг друга	3	12
110	одно из	7	12
111	все это	16	12
112	под влиянием	3	12
113	как мы	12	12
114	есть в	6	12
115	сих пор	7	12
116	быть только	3	12
117	оно не	2	12
118	в чем	2	12
119	хотя и	4	12
120	относится к	4	12
121	всяком случае	2	12
122	до сих	7	12
123	другими словами	2	11
124	того чтобы	3	11
125	и вообще	5	11
126	только на	3	11
127	в состоянии	3	11
128	что для	3	11
129	все что	2	11
130	и их	3	11
131	его в	7	11
132	мы видели	3	11
133	к нему	5	11
134	речи и	2	11
135	с нею	2	11
136	же в	4	11
137	к ней	2	11
138	подобно тому	2	11
139	и это	3	11
140	и следовательно	3	10
141	а и	2	10
142	одной стороны	2	10
143	между прочим	2	10
144	бы быть	2	10
145	что только	2	10
146	и для	3	10
147	хотя бы	2	10
148	в других	3	10
149	духа и	3	10
150	так в	4	10
151	мы видим	2	10
152	и от	3	10
153	бы в	2	10
154	он не	3	10
155	и с	8	10
156	и других	6	9
157	нам кажется	2	9
158	во многих	2	9
159	это было	2	9
160	и даже	10	9
161	на него	2	9
162	и о	4	9
163	далеко не	6	9
164	с точки	6	9
165	самом деле	3	9
166	один из	5	9
167	в целом	3	9
168	во время	14	9
169	можно сказать	4	9
170	на язык	2	9
171	на самом	6	8
172	так например	3	8
173	в более	4	8
174	нельзя сказать	2	8
175	тот же	4	8
176	что они	2	8
177	и более	4	8
178	но все	5	8
179	в самой	5	8
180	их в	3	8
181	именно в	6	8
182	во всем	5	8
183	говоря о	2	8
184	влияние на	8	8
185	между ними	4	8
186	на все	5	8
187	с ними	2	8
188	по его	3	8
189	что по	2	8
190	перестает быть	3	8
191	или в	2	8
192	в искусстве	3	7
193	в эту	6	7
194	она не	2	7
195	связь с	8	7
196	и та	2	7
197	и во	6	7
198	себя и	2	7
199	значение и	3	7
200	место в	4	7
201	развития и	2	7
202	все эти	15	7
203	в собственном	4	7
204	за пределы	10	7
205	за ним	2	7
206	превращается в	6	7
207	касается до	2	7
208	в своих	8	7
209	в таких	2	7
210	его к	2	7
211	но как	3	7
212	в разных	2	7
213	на котором	3	7
214	даже и	5	7
215	не были	4	7
216	могла бы	2	7
217	на это	2	7
218	к этому	2	7
219	в животном	2	7
220	в жизни	7	7
221	несмотря на	5	7
222	его на	2	6
223	связанное с	2	6
224	в виду	5	6
225	на его	4	6
226	в ее	5	6
227	в своей	8	6
228	в этой	11	6
229	при таком	2	6
230	главным образом	6	6
231	и к	7	6
232	к которому	2	6
233	в их	6	6
234	себе в	2	6
235	и до	6	6
236	в сущности	20	6
237	да и	5	6
238	как например	2	6
239	об этом	2	6
240	но на	3	6
241	жизни и	14	6
242	у него	2	6
243	лишь в	4	6
244	мы уже	18	6
245	но он	5	6
246	о человеке	2	5
247	в процессе	2	5
248	но даже	2	5
249	от своего	2	5
250	можно было	4	5
251	рядом с	9	5
252	это можно	2	5
253	одна из	5	5
254	можно только	5	5
255	нет ничего	3	5
256	отношение к	9	5
257	здесь только	2	5
258	входит в	4	5
259	этот вопрос	2	5
260	о которых	2	5
261	этих последних	3	5
262	которое в	2	5
263	в нашем	3	5
