N	2gram	Vygotskiy_	Formalny
1	и в	65	95
2	и не	20	78
3	может быть	33	66
4	в этом	37	61
5	не может	17	57
6	вовсе не	11	53
7	таким образом	21	52
8	и его	8	51
9	так и	3	50
10	точки зрения	19	47
11	в нем	8	42
12	в его	11	42
13	прежде всего	2	41
14	с точки	11	40
15	как и	12	39
16	и т	19	37
17	художественного произведения	2	36
18	не в	12	35
19	в самом	41	35
20	а не	11	34
21	но и	6	33
22	то же	17	32
23	самом деле	33	32
24	не только	16	30
25	в том	46	26
26	отнюдь не	2	26
27	если бы	22	26
28	то что	61	25
29	на самом	3	24
30	при этом	10	24
31	в своей	6	24
32	в ней	23	23
33	связи с	2	23
34	было бы	22	23
35	в то	5	22
36	и ее	4	22
37	в истории	3	21
38	как бы	29	21
39	что в	36	21
40	и с	4	21
41	в их	3	20
42	с тем	14	20
43	как мы	12	20
44	место в	6	20
45	не могут	2	19
46	все это	12	19
47	хотя бы	3	19
48	т д	6	19
49	художественное произведение	2	19
50	по себе	5	19
51	т п	7	18
52	все же	10	18
53	и все	14	18
54	все эти	7	18
55	должна быть	5	18
56	с его	2	18
57	и их	2	18
58	только в	9	18
59	именно как	3	17
60	как в	8	17
61	как раз	14	17
62	так же	12	16
63	в искусстве	2	16
64	во всяком	6	16
65	совершенно не	8	16
66	с другой	8	16
67	потому что	26	16
68	всяком случае	6	16
69	его в	5	15
70	все время	36	15
71	но в	5	15
72	бы в	3	15
73	так как	13	15
74	во всех	4	15
75	именно в	3	15
76	и на	7	15
77	что он	23	14
78	только на	3	14
79	в целом	8	14
80	в ее	9	14
81	в своем	8	14
82	еще не	3	14
83	в жизни	6	14
84	в этой	20	14
85	если мы	19	14
86	жизни и	6	14
87	вместе с	10	14
88	до конца	5	13
89	со стороны	4	13
90	того что	9	13
91	говорит он	3	13
92	а в	9	13
93	что же	3	13
94	что и	7	13
95	независимо от	2	13
96	в результате	3	13
97	она не	10	13
98	тем что	7	13
99	ни в	6	13
100	в действительности	3	12
101	как это	13	12
102	того чтобы	21	12
103	там где	7	12
104	и здесь	9	12
105	к тому	18	12
106	и для	4	12
107	поэтического произведения	2	12
108	уже не	2	12
109	никогда не	9	11
110	это и	4	11
111	они не	2	11
112	в общем	4	11
113	в основе	5	11
114	так сказать	6	11
115	но не	3	11
116	слова и	3	11
117	что они	9	11
118	для него	4	11
119	между тем	10	11
120	дело идет	2	10
121	мы не	7	10
122	не было	4	10
123	по существу	4	10
124	мы видели	7	10
125	другой стороны	5	10
126	с ее	5	10
127	не является	2	10
128	в первом	3	10
129	материала и	2	10
130	и как	10	10
131	в своих	6	10
132	главным образом	6	10
133	материала в	3	10
134	конечно не	6	10
135	он не	11	10
136	если же	3	10
137	одним словом	2	9
138	ничего не	4	9
139	совсем не	3	9
140	здесь не	3	9
141	но это	6	9
142	и до	4	9
143	и может	5	9
144	или иного	2	9
145	и даже	4	9
146	у нас	4	9
147	еще более	2	9
148	в свою	6	9
149	говорить о	3	9
150	мы знаем	3	9
151	отношения к	3	9
152	это не	7	8
153	была бы	5	8
154	между собой	2	8
155	до сих	7	8
156	одной стороны	6	8
157	и те	2	8
158	в них	4	8
159	с одной	7	8
160	же как	3	8
161	для этого	9	8
162	что это	19	8
163	не должна	2	8
164	с этим	11	8
165	в данном	5	8
166	всех этих	2	8
167	сих пор	6	8
168	следует что	2	8
169	из этого	10	8
170	всего этого	3	8
171	должен быть	4	8
172	и к	5	8
173	роль в	2	8
174	в сторону	2	8
175	для того	18	8
176	не следует	3	8
177	ясно что	11	8
178	вот как	2	7
179	том что	28	7
180	в себе	9	7
181	в одной	2	7
182	свою очередь	3	7
183	смысла и	3	7
184	как к	6	7
185	что именно	3	7
186	а вовсе	2	7
187	в сущности	16	7
188	бы быть	2	7
189	сказать что	14	7
190	к этому	5	7
191	того или	2	7
192	время в	5	7
193	в первый	2	7
194	и наконец	2	7
195	и только	8	7
196	смысл и	8	7
197	в какой	8	7
198	и более	4	7
199	но все	2	7
200	сами по	3	7
201	столь же	5	7
202	ничем не	3	7
203	из них	10	7
204	в той	8	7
205	мы увидим	14	7
206	от этого	4	7
207	данном случае	5	6
208	тем самым	4	6
209	в которой	8	6
210	материал и	2	6
211	в конце	5	6
212	отношение к	2	6
213	на этом	6	6
214	и тем	4	6
215	и других	5	6
216	у них	2	6
217	в частности	3	6
218	и это	13	6
219	тому что	10	6
220	в этих	3	6
221	те же	2	6
222	к действительности	3	6
223	на ее	2	6
224	один из	7	6
225	смысле этого	5	6
226	нисколько не	3	6
227	он был	3	6
228	этого слова	5	6
229	ее в	7	6
230	к его	2	6
231	из этих	6	6
232	при таком	4	6
233	отличается от	2	6
234	кроме того	2	6
235	такой же	2	6
236	не по	3	6
237	жизнь и	2	6
238	например в	5	6
239	о том	17	6
240	по преимуществу	2	6
241	их в	4	6
242	если он	5	6
243	только не	3	6
244	как она	8	6
245	сам по	2	6
246	именно на	3	6
247	с ним	6	6
248	той же	6	6
249	даже в	2	5
250	она должна	3	5
251	должен был	4	5
252	мы должны	3	5
253	тому чтобы	4	5
254	могло бы	4	5
255	все более	4	5
256	не можем	4	5
257	и формы	2	5
258	что оно	5	5
259	или же	2	5
260	к которому	3	5
261	в виду	6	5
262	на все	2	5
263	мы уже	12	5
264	показать что	13	5
265	и между	4	5
266	так например	5	5
267	не так	4	5
268	без всякой	2	5
269	одного из	2	5
270	не могла	2	5
271	то это	5	5
272	в такой	5	5
273	что не	5	5
274	и самый	2	5
275	и по	2	5
276	можно сказать	2	5
277	слов и	2	5
278	бы и	2	5
279	и то	10	5
280	если в	2	5
281	не от	2	5
282	то и	3	5
283	в мире	3	5
284	по аналогии	2	5
285	и эта	3	5
286	совершенно справедливо	2	5
287	мы можем	12	5
288	в эту	2	5
289	как они	2	5
290	с этой	5	5
291	для нас	14	5
