N	2gram	Propp_Isto	formyVre
1	и в	44	148
2	в этом	20	73
3	в нем	10	51
4	прежде всего	7	46
5	и т	39	40
6	и не	19	37
7	в его	16	36
8	и его	15	36
9	вовсе не	6	35
10	но и	16	33
11	то же	9	32
12	не только	17	32
13	но в	7	31
14	жизни и	4	31
15	так и	9	29
16	может быть	31	27
17	не в	11	26
18	как мы	9	26
19	как и	12	25
20	как бы	4	25
21	мы уже	6	24
22	точки зрения	3	24
23	в то	5	23
24	человека в	5	23
25	только в	8	23
26	то что	16	22
27	в том	13	22
28	все эти	11	21
29	связи с	10	21
30	во всех	3	21
31	в основном	5	19
32	в своем	3	19
33	и др	6	19
34	и для	3	19
35	и на	11	19
36	у него	7	18
37	и все	4	18
38	по существу	2	18
39	еще не	16	18
40	таким образом	21	18
41	человека и	2	17
42	с этим	7	17
43	при этом	4	17
44	так как	19	17
45	в особенности	6	17
46	в пределах	5	17
47	все же	17	16
48	того же	3	16
49	в связи	6	16
50	в основе	3	16
51	не может	10	16
52	никогда не	5	15
53	в них	3	15
54	лишь в	2	15
55	в дальнейшем	6	15
56	в одном	2	15
57	с его	3	15
58	вместе с	26	15
59	так же	14	14
60	все это	4	14
61	всех этих	2	14
62	и как	5	14
63	и с	8	14
64	а не	5	14
65	роль в	3	13
66	в частности	9	13
67	а в	9	13
68	с другом	2	13
69	того чтобы	3	13
70	же в	3	13
71	во время	12	13
72	друг с	2	13
73	для того	3	13
74	как в	11	13
75	в котором	2	13
76	с ним	9	13
77	ничего не	4	12
78	в истории	7	12
79	не было	2	12
80	время в	2	12
81	и наконец	2	12
82	но не	8	12
83	потому что	18	12
84	это время	2	12
85	он не	5	12
86	что в	18	12
87	его в	17	11
88	и у	3	11
89	между ними	2	11
90	в образе	16	11
91	в ней	8	11
92	смерти в	2	11
93	ни в	2	11
94	из них	4	11
95	уже в	4	11
96	мира и	2	11
97	смерть и	2	11
98	здесь не	3	10
99	в ее	4	10
100	и другие	5	10
101	сих пор	7	10
102	также и	2	10
103	входит в	5	10
104	уже не	14	10
105	до сих	7	10
106	могут быть	9	9
107	к себе	3	9
108	и других	5	9
109	на этой	5	9
110	в других	4	9
111	наряду с	7	9
112	том что	12	9
113	и даже	4	9
114	та же	2	9
115	и это	5	9
116	с другой	11	9
117	для него	2	9
118	но все	8	9
119	есть в	2	9
120	их в	7	9
121	здесь нет	3	9
122	это не	8	8
123	и смерть	2	8
124	и потому	2	8
125	отношение к	3	8
126	все его	2	8
127	том числе	3	8
128	в целом	4	8
129	один из	6	8
130	что и	11	8
131	здесь и	2	8
132	здесь мы	7	8
133	и то	5	8
134	а также	5	8
135	время как	3	8
136	но эти	4	8
137	в этот	2	8
138	и по	3	8
139	если бы	5	8
140	мы еще	2	8
141	героя и	3	8
142	в этих	7	8
143	отношению к	2	8
144	с одной	7	8
145	связанные с	5	8
146	и к	3	8
147	в некоторых	6	8
148	не как	5	7
149	у них	2	7
150	того что	3	7
151	было бы	2	7
152	например в	11	7
153	к этому	5	7
154	из этих	5	7
155	и он	9	7
156	в которой	4	7
157	т д	36	7
158	не могло	2	7
159	ее в	8	7
160	здесь еще	5	7
161	к ним	2	7
162	то время	3	7
163	в форме	5	7
164	в себя	3	7
165	но он	2	7
166	не могут	2	6
167	смерти и	3	6
168	есть и	3	6
169	есть не	2	6
170	но эта	2	6
171	а как	3	6
172	здесь как	3	6
173	одной из	3	6
174	с тем	9	6
175	ту же	2	6
176	одной стороны	7	6
177	между двумя	7	6
178	мы видим	12	6
179	характерно что	2	6
180	в качестве	13	6
181	сказать что	2	6
182	тех же	2	6
183	особенно в	2	6
184	мы не	6	6
185	мы можем	6	6
186	о том	11	6
187	все что	5	6
188	имеем в	2	6
189	в которых	4	6
190	в таком	2	6
191	в различных	3	6
192	как человек	3	5
193	не имеют	2	5
194	о чем	6	5
195	и вообще	3	5
196	он должен	2	5
197	только на	2	5
198	так что	2	5
199	например у	2	5
200	одно из	3	5
201	от этого	6	5
202	в него	5	5
203	они не	5	5
204	с другими	4	5
205	тела и	2	5
206	что все	4	5
207	здесь же	2	5
208	там где	11	5
