N	2gram	Tiupa_Lite	KulturaY
1	и т	2	143
2	т п	2	93
3	и в	26	84
4	в том	22	74
5	потому что	5	68
6	не только	29	60
7	точки зрения	8	59
8	в этом	19	57
9	было бы	4	53
10	и не	19	52
11	может быть	24	47
12	том что	19	44
13	что в	7	44
14	для того	2	41
15	в самом	4	41
16	у нас	5	38
17	самом деле	2	37
18	хотя бы	3	37
19	так как	2	36
20	с точки	4	36
21	в области	5	34
22	таким образом	4	33
23	а не	28	33
24	можно было	3	32
25	не в	11	30
26	прежде всего	14	30
27	в его	9	30
28	все же	6	29
29	того что	7	28
30	не менее	11	28
31	все эти	2	28
32	в силу	4	26
33	уже не	9	26
34	не может	10	25
35	то что	14	25
36	вовсе не	3	25
37	еще не	4	24
38	с другой	11	24
39	так и	7	23
40	то же	13	23
41	только в	8	23
42	тем не	4	21
43	во всяком	3	20
44	но и	25	20
45	и что	2	20
46	что он	8	19
47	но в	5	19
48	тем что	6	19
49	о том	3	19
50	всяком случае	2	19
51	между тем	2	18
52	связи с	7	18
53	в качестве	21	18
54	к тому	3	18
55	с тем	2	18
56	в сущности	5	18
57	как бы	8	18
58	и с	4	18
59	вместе с	5	18
60	это не	4	17
61	как раз	6	17
62	как это	9	17
63	другой стороны	5	17
64	слова и	6	17
65	в виду	4	16
66	ничего не	3	16
67	что не	3	16
68	что и	3	16
69	но не	8	16
70	по отношению	6	15
71	и тем	4	15
72	один из	7	15
73	а в	5	15
74	при этом	23	15
75	в данном	7	15
76	лишь в	4	15
77	не было	5	15
78	как на	3	15
79	в нашем	2	15
80	в связи	4	14
81	я не	8	14
82	как мы	2	14
83	мы имеем	2	14
84	отношению к	4	14
85	также и	3	14
86	что такое	2	14
87	и на	5	14
88	в ней	4	14
89	по существу	4	13
90	крайней мере	2	13
91	по крайней	2	13
92	в пределах	4	13
93	не случайно	5	13
94	в этой	7	13
95	для нас	3	13
96	и его	7	13
97	той же	5	13
98	для этого	5	12
99	с этой	6	12
100	как в	5	12
101	а только	2	12
102	того же	5	12
103	могут быть	4	12
104	в рамках	9	12
105	в результате	2	12
106	речь в	2	12
107	однако не	2	12
108	еще и	3	11
109	или иной	3	11
110	должен быть	2	11
111	в их	3	11
112	в своем	12	11
113	из этих	2	11
114	должна быть	3	11
115	в нем	4	11
116	этом отношении	5	11
117	и то	3	11
118	слова в	2	11
119	в какой	2	11
120	уже в	7	11
121	он не	4	11
122	тем самым	8	10
123	в то	12	10
124	к этому	2	10
125	со стороны	6	10
126	как и	13	10
127	ту же	4	10
128	речь идет	3	10
129	тех же	3	10
130	в нашей	2	10
131	тем более	2	10
132	несмотря на	3	10
133	в особенности	2	10
134	на фоне	5	10
135	не просто	2	10
136	очевидно что	2	9
137	этого рода	2	9
138	ли не	7	9
139	в целом	10	9
140	xix века	6	9
141	в своей	5	9
142	а также	5	9
143	но это	2	9
144	но уже	2	9
145	и вот	2	9
146	не имеет	2	9
147	на то	2	9
148	и есть	3	9
149	в частности	18	8
150	в своих	5	8
151	тех пор	2	8
152	состоит в	18	8
153	а потому	4	8
154	в чем	2	8
155	не говоря	3	8
156	с одной	9	8
157	этом случае	2	8
158	с его	5	8
159	своего рода	22	8
160	да и	3	8
161	то и	5	8
162	по преимуществу	6	8
163	и как	2	8
164	в статье	2	8
165	в этих	2	8
166	далеко не	4	8
167	что я	4	8
168	не есть	2	8
169	отнюдь не	4	8
170	тому же	2	8
171	же в	6	8
172	до конца	3	7
173	в свою	2	7
174	идет о	4	7
175	в поэзии	4	7
176	казалось бы	6	7
177	как он	2	7
178	свою очередь	2	7
179	не знает	3	7
180	а с	2	7
181	на том	3	7
182	одной стороны	8	7
183	например в	3	7
184	никак не	2	7
185	до тех	2	7
186	же и	3	7
187	чуть ли	2	7
188	есть лишь	2	7
189	столь же	5	7
190	с ним	2	7
191	в одном	2	7
192	сводится к	4	7
193	пор пока	2	7
194	в слове	3	7
195	даже в	6	6
196	данном случае	6	6
197	в себе	8	6
198	нуждается в	3	6
199	как к	4	6
200	роль в	2	6
201	на этом	3	6
202	говоря уже	3	6
203	этого не	2	6
204	отличие от	6	6
205	а если	2	6
206	уже о	2	6
207	на себя	4	6
208	этой точки	3	6
209	в отличие	6	6
210	не столько	8	6
211	в соответствии	2	6
212	разумеется не	2	6
213	не на	2	6
214	как будто	2	6
215	по поводу	2	6
216	только то	3	6
217	то это	2	6
218	же это	3	6
219	за пределы	3	6
220	дело не	2	6
221	мы не	5	6
222	пушкина в	2	6
223	же время	12	6
224	но только	3	6
225	не с	2	6
226	я в	12	6
227	соответствии с	3	6
228	приводит к	4	6
229	чтобы не	2	6
230	в сфере	7	6
231	на основе	2	6
232	тем же	5	6
233	никогда не	5	5
234	в конечном	9	5
235	в отношении	2	5
236	относится к	3	5
237	к себе	3	5
238	в другом	3	5
239	в конце	6	5
240	в разговоре	2	5
241	здесь как	2	5
242	не надо	2	5
243	так что	4	5
244	бы на	2	5
245	даже и	2	5
246	так в	6	5
247	всего лишь	7	5
248	но как	3	5
249	из того	3	5
250	и он	3	5
251	не как	4	5
252	и даже	9	5
253	я и	10	5
254	превращается в	2	5
255	у него	5	5
256	русской культуры	3	5
257	то он	3	5
258	и является	2	5
259	или иначе	9	5
260	есть не	2	5
