N	3gram	Vygotskiy_	Analitik
1	в том что	30	25
2	не может быть	8	19
3	по отношению к	11	18
4	в то же	2	16
5	о том что	10	15
6	той или иной	2	14
7	в данном случае	5	14
8	то же время	2	14
9	в отличие от	3	14
10	в конечном счете	4	11
11	подобно тому как	2	9
12	с одной стороны	14	9
13	с другой стороны	10	9
14	в свою очередь	3	9
15	в том чтобы	6	9
16	в этом отношении	6	8
17	как и в	2	8
18	с точки зрения	34	8
19	состоит в том	4	8
20	во всяком случае	5	7
21	не только не	2	5
22	в самом деле	5	4
23	том что он	2	4
24	для того чтобы	19	4
25	из того что	7	4
26	и тем самым	4	4
27	в известном смысле	3	4
28	в значительной степени	2	4
29	в этом смысле	3	4
30	сама по себе	3	4
31	то же самое	4	3
32	речь идет о	4	3
33	сам по себе	3	3
34	именно в этом	3	3
35	в том числе	3	3
36	в связи с	3	3
37	одной и той	2	3
38	можно сказать что	5	3
39	и той же	2	3
40	и в самом	2	3
41	дело в том	2	3
42	в зависимости от	8	3
43	может быть сведено	2	3
44	одно и то	2	2
45	по этому пути	2	2
46	что он не	2	2
47	как если бы	3	2
48	в такой же	3	2
49	и то же	2	2
50	на этот вопрос	5	2
51	а с другой	6	2
52	того что в	3	2
53	в единое целое	2	2
54	в равной мере	2	2
55	по своей природе	3	2
56	прежде всего в	2	2
57	на всем протяжении	3	2
58	можно было бы	6	2
59	не в состоянии	2	2
60	к тому что	3	2
61	не остается ничего	3	2
62	друг с другом	6	2
63	быть сведено к	2	2
64	заключается в том	10	2
65	этой точки зрения	2	2
66	вместе с ним	3	2
67	такой же мере	3	2
68	если бы он	3	2
69	до сих пор	4	2
70	смысле этого слова	6	2
71	на то что	9	2
72	в сущности говоря	3	2
