N	2gram	Trubetskoy	Vvedenie
1	и т	3	45
2	в том	17	38
3	в этом	17	35
4	и в	14	35
5	том что	9	30
6	может быть	9	30
7	не только	9	26
8	для того	6	23
9	того чтобы	8	22
10	таким образом	11	21
11	не может	22	19
12	то что	13	19
13	потому что	5	18
14	со стороны	4	16
15	о том	7	16
16	только в	5	16
17	так как	4	15
18	и не	19	13
19	что в	4	13
20	в самом	3	13
21	в нем	5	13
22	в их	4	12
23	того что	3	12
24	что такое	2	12
25	точки зрения	11	12
26	в его	4	12
27	как на	8	12
28	в данном	7	11
29	то же	11	11
30	по себе	2	11
31	ясно что	2	11
32	вопрос о	5	10
33	не в	4	10
34	прежде всего	8	10
35	но в	2	10
36	между тем	5	10
37	из этих	3	9
38	и как	3	9
39	все же	4	9
40	но не	4	9
41	можно было	4	8
42	о котором	3	8
43	именно в	3	8
44	в качестве	3	8
45	и то	4	7
46	самом деле	7	7
47	сих пор	5	7
48	как и	4	7
49	как бы	4	7
50	этот вопрос	2	7
51	представить себе	2	7
52	но и	10	7
53	было бы	5	7
54	до сих	5	7
55	его в	4	6
56	не могут	4	6
57	том чтобы	3	6
58	хотя бы	5	6
59	и даже	2	6
60	но если	3	6
61	тем что	3	6
62	с тем	6	6
63	а в	5	6
64	уже не	2	6
65	в то	10	6
66	и что	2	6
67	все это	6	6
68	же время	10	6
69	этом случае	3	6
70	вместе с	4	6
71	данном случае	3	5
72	есть и	2	5
73	и т.д	4	5
74	и тем	2	5
75	что он	6	5
76	так что	2	5
77	на основании	2	5
78	в течение	2	5
79	смотреть на	4	5
80	культуры в	3	5
81	на почве	2	5
82	а потому	5	5
83	не есть	3	5
84	при том	4	5
85	всяком случае	6	5
86	что и	3	5
87	говорить о	3	5
88	не просто	2	5
89	а не	2	5
90	во всяком	9	5
91	да и	3	4
92	любовь к	2	4
93	в результате	2	4
94	в области	2	4
95	по отношению	2	4
96	это только	2	4
97	еще не	3	4
98	к тому	7	4
99	национальной культуры	13	4
100	одной из	3	4
101	чтобы понять	2	4
102	и для	6	4
103	только с	2	4
104	в котором	2	4
105	в виде	3	4
106	даже и	2	4
107	тогда когда	4	4
108	из них	3	4
109	в себе	9	4
110	с точки	9	4
111	в своей	5	4
112	никогда не	5	3
113	одна из	3	3
114	что это	3	3
115	или иной	5	3
116	в своем	6	3
117	с этим	2	3
118	так же	2	3
119	нисколько не	2	3
120	в начале	2	3
121	для этого	3	3
122	в другом	3	3
123	в значительной	3	3
124	в конце	3	3
125	от того	4	3
126	сама по	2	3
127	если бы	6	3
128	и вот	2	3
129	в этих	2	3
130	в силу	2	3
131	только на	2	3
132	в частности	2	3
133	что может	3	3
134	данного народа	5	3
135	идет речь	4	3
136	понять что	2	3
137	к нему	2	3
138	на этой	2	3
139	на том	3	3
140	и на	5	3
141	взгляде на	2	3
142	зависит от	2	3
143	в ней	2	3
144	и к	6	3
145	из которых	5	3
146	то это	3	3
147	по этому	2	3
148	что же	4	3
149	так чтобы	3	3
150	вряд ли	3	3
151	при этом	5	3
152	он сам	3	3
153	что с	2	3
154	все эти	2	3
155	той или	3	3
156	связи с	3	3
157	и тогда	2	3
158	и есть	2	3
159	как будто	2	3
160	в этой	4	3
161	в таких	2	2
162	следовательно и	2	2
163	о которых	3	2
164	и потому	3	2
165	мы должны	7	2
166	во всех	5	2
167	время в	2	2
168	котором идет	2	2
169	для нее	2	2
170	это в	2	2
171	могут не	2	2
172	должно быть	3	2
173	деятельности и	2	2
174	а во-вторых	2	2
175	что оно	3	2
176	к культуре	2	2
177	конце концов	3	2
178	и те	2	2
179	будет в	2	2
180	том же	2	2
181	а с	2	2
182	и при	6	2
183	этого не	2	2
184	ни к	7	2
185	отношении к	2	2
186	и должно	2	2
187	вопросу о	3	2
188	тому что	2	2
189	на то	5	2
190	и сейчас	3	2
191	состоит в	2	2
192	в своих	6	2
193	ни одна	3	2
194	себе и	4	2
195	и с	7	2
196	но это	2	2
197	а между	5	2
198	мы можем	2	2
199	точно так	2	2
200	речь идет	2	2
201	себя в	4	2
202	несмотря на	3	2
203	для них	3	2
204	жизни и	4	2
205	не было	3	2
206	тогда как	2	2
207	значительной мере	2	2
208	факт что	2	2
209	что они	3	2
210	культурной жизни	2	2
211	народов и	2	2
212	это есть	2	2
213	именно на	2	2
214	должна быть	2	2
215	во всем	4	2
216	если же	2	2
217	не к	2	2
218	по существу	5	2
219	мы уже	2	2
220	быть и	2	2
