N	2gram	Bakhtin_Pr	Myshleni
1	в том	12	195
2	в этом	33	167
3	то что	21	166
4	и в	64	162
5	том что	8	161
6	таким образом	15	147
7	точки зрения	31	143
8	с помощью	2	131
9	что в	11	119
10	не только	26	116
11	того что	3	109
12	в процессе	6	101
13	так же	8	100
14	речи и	4	99
15	потому что	8	95
16	того чтобы	2	91
17	может быть	43	89
18	с точки	21	89
19	что он	15	86
20	не может	26	81
21	как и	25	79
22	так как	9	78
23	и не	55	78
24	только в	13	75
25	в целом	8	74
26	как мы	13	72
27	но и	26	70
28	в его	30	67
29	сказать что	4	65
30	как бы	33	64
31	и что	5	60
32	было бы	8	60
33	устной речи	3	58
34	то же	18	58
35	в основе	4	58
36	в отношении	5	55
37	могли бы	2	54
38	между собой	2	53
39	в самом	17	52
40	в сущности	10	51
41	мы должны	3	50
42	к тому	4	49
43	тем что	6	48
44	мы не	4	47
45	если бы	12	46
46	но не	12	45
47	с другой	7	45
48	по отношению	12	45
49	же как	2	43
50	тому что	3	42
51	отношению к	12	42
52	о том	5	40
53	так и	8	39
54	говорит он	6	39
55	никогда не	11	39
56	вопрос о	3	37
57	не в	15	37
58	если мы	3	37
59	в этой	5	37
60	и к	5	37
61	мы видим	3	37
62	речи как	3	36
63	в своем	12	36
64	все эти	13	36
65	и его	21	36
66	самого начала	2	36
67	как в	7	36
68	а не	29	36
69	того же	3	35
70	друг с	4	35
71	с другом	3	35
72	можно было	3	35
73	он не	14	35
74	в которой	2	35
75	в себе	11	35
76	для себя	3	35
77	и как	9	34
78	связи с	3	34
79	приводит к	8	34
80	при этом	8	33
81	прежде всего	16	33
82	по себе	16	33
83	что и	7	32
84	именно в	5	32
85	но в	14	32
86	слова и	8	32
87	той же	8	32
88	что оно	2	32
89	и на	16	32
90	все же	11	31
91	мысли и	6	30
92	этом отношении	3	30
93	на то	5	30
94	между тем	7	29
95	могут быть	9	29
96	этого слова	3	29
97	от того	4	29
98	к слову	2	28
99	с этим	3	28
100	самом деле	10	28
101	что все	2	27
102	в своей	11	27
103	с этой	2	27
104	в результате	7	27
105	в то	15	27
106	перед нами	12	27
107	другой стороны	6	27
108	и с	9	27
109	мысли в	2	26
110	в их	6	26
111	что это	2	26
112	для него	23	26
113	все это	9	25
114	по мере	4	25
115	еще не	10	25
116	уже в	5	25
117	что она	7	25
118	это не	12	25
119	только не	2	25
120	можно сказать	2	25
121	мы уже	4	25
122	так что	6	24
123	тот же	2	24
124	целый ряд	2	24
125	в какой	2	24
126	в нем	28	24
127	того как	3	24
128	зависимости от	5	24
129	на этот	4	24
130	в слове	3	24
131	в смысле	3	24
132	как он	3	23
133	друг друга	4	23
134	бы в	7	23
135	слова в	12	23
136	ни в	5	23
137	этот вопрос	4	23
138	отношение между	2	23
139	связи между	3	23
140	во всяком	7	22
141	в зависимости	5	22
142	не могут	10	22
143	то время	2	22
144	отношение к	4	21
145	в истории	2	21
146	все время	3	21
147	в нашем	2	21
148	его в	8	21
149	там где	12	21
150	и все	6	21
151	ее в	3	21
152	между ними	6	21
153	и следовательно	7	21
154	и ее	5	21
155	не имеет	2	21
156	в сознании	3	21
157	в свете	4	21
158	к внутренней	2	20
159	в котором	7	20
160	в виду	3	20
161	речь и	2	20
162	по существу	6	20
163	а в	10	20
164	должно быть	8	20
165	время как	2	20
166	к которому	2	20
167	из них	3	20
168	как раз	9	20
169	в другом	3	20
170	и их	3	20
171	на вопрос	2	20
172	на этом	2	20
173	не менее	3	20
174	из этих	3	20
175	речь в	2	19
176	для других	2	19
177	в данном	2	19
178	словом и	3	19
179	в себя	6	19
180	с ним	8	19
181	из которых	3	19
182	в той	5	19
183	как на	4	19
184	а с	2	19
185	в речи	3	19
186	во всех	4	19
187	мы и	2	19
188	один из	3	19
189	отличие от	4	18
190	во всей	3	18
191	слов и	2	18
192	чем в	3	18
193	всяком случае	4	18
194	но это	6	18
195	в отличие	4	18
196	этом смысле	12	18
197	и речь	2	17
198	для этого	3	17
199	сих пор	9	17
200	и для	7	17
201	все что	4	17
202	в своих	4	17
203	в одном	20	17
204	и от	3	17
205	мысль не	4	17
206	этой точки	2	17
207	совпадает с	2	17
208	то и	3	17
209	и есть	3	17
210	и только	3	17
211	ту же	2	17
212	не есть	4	17
213	в этих	5	17
214	их в	8	17
215	тем же	3	17
216	до конца	10	17
217	я не	6	17
218	нами в	3	17
219	у него	11	17
220	до сих	9	17
221	вовсе не	12	16
222	значение в	2	16
223	тому как	3	16
224	бы сказать	2	16
225	между отдельными	2	16
226	для нас	2	16
227	к одному	7	16
228	такой же	4	16
229	слово и	9	16
230	то в	2	16
231	и даже	5	16
232	в которых	4	16
233	таким же	3	16
234	данном случае	2	15
235	когда он	2	15
236	те же	3	15
237	но как	4	15
238	том же	4	15
239	является в	2	15
240	что если	3	15
241	от этого	2	15
