N	2gram	Bakhtin_Pr	Tragedij
1	и в	64	18
2	в романе	12	10
3	в этом	33	9
4	не только	26	8
5	и не	55	7
6	достоевский в	10	7
7	он сам	5	7
8	и на	16	7
9	как бы	33	7
10	и с	9	7
11	может быть	43	7
12	же время	13	6
13	что он	15	6
14	но в	14	6
15	и его	21	6
16	в образе	2	6
17	у него	11	6
18	это очень	2	5
19	несмотря на	7	5
20	у достоевского	29	5
21	что это	2	5
22	все же	11	5
23	это не	12	5
24	то же	18	5
25	как и	25	5
26	так и	8	5
27	не может	26	5
28	в то	15	5
29	что в	11	4
30	еще не	10	4
31	в целом	8	4
32	но и	26	4
33	прежде всего	16	4
34	об этом	3	4
35	том что	8	4
36	в этой	5	4
37	и что	5	4
38	так же	8	4
39	и все	6	4
40	все это	9	4
41	в нем	28	4
42	что я	7	4
43	то что	21	4
44	достоевский не	5	4
45	но это	6	4
46	я не	6	4
47	и даже	5	4
48	в себе	11	4
49	один из	3	3
50	и как	9	3
51	в мире	7	3
52	уже в	5	3
53	к нему	11	3
54	в своем	12	3
55	при этом	8	3
56	в его	30	3
57	все эти	13	3
58	достоевского в	15	3
59	и он	5	3
60	в основном	2	3
61	и сам	6	3
62	как будто	4	3
63	должно быть	8	3
64	как в	7	3
65	для него	23	3
66	то есть	3	3
67	романа и	3	3
68	в конце	8	3
69	с ним	8	3
70	никогда не	11	2
71	в рассказе	2	2
72	в самом	17	2
73	ивана карамазова	5	2
74	но все	6	2
75	данном случае	2	2
76	до конца	10	2
77	одна из	5	2
78	друг друга	4	2
79	тем что	6	2
80	перед нами	12	2
81	вопрос о	3	2
82	в одном	20	2
83	его в	8	2
84	не имеет	2	2
85	раз и	6	2
86	ничего не	8	2
87	то и	3	2
88	замыслу достоевского	2	2
89	в данном	2	2
90	не могут	10	2
91	как же	6	2
92	в ее	2	2
93	но эта	5	2
94	автора но	3	2
95	что все	2	2
96	к тому	4	2
97	а как	11	2
98	о том	5	2
99	роман достоевского	12	2
100	что и	7	2
101	ни в	5	2
102	не в	15	2
103	для достоевского	8	2
104	и здесь	6	2
105	а что	5	2
106	потому что	8	2
107	одном из	2	2
108	что этот	2	2
109	в таком	3	2
110	так что	6	2
111	он не	14	2
112	и ее	5	2
113	в первом	2	2
114	бы и	6	2
115	уже не	15	2
116	что она	7	2
117	и это	8	2
118	если б	2	2
119	но этого	2	2
120	знает что	2	2
121	но они	2	2
122	отличие от	4	2
123	по замыслу	2	2
124	в том	12	2
125	и до	6	2
126	романах достоевского	6	2
127	не за	3	2
128	романа достоевского	13	2
129	я ведь	4	2
130	но при	4	2
131	в отличие	4	2
132	не был	2	2
133	он и	8	2
134	с его	11	2
135	он был	2	2
136	что говорит	2	2
137	отношение к	4	2
