N	2gram	Tiupa_Hudo	Problema
1	и в	34	182
2	и не	15	152
3	вовсе не	2	145
4	то что	13	144
5	не только	22	104
6	потому что	7	89
7	в этом	22	88
8	может быть	12	82
9	том что	31	81
10	в том	24	81
11	только в	8	73
12	сказать что	3	72
13	но и	13	70
14	в виде	2	69
15	и даже	4	66
16	по себе	3	64
17	не менее	9	58
18	о том	21	57
19	так и	19	56
20	тем не	7	56
21	а не	23	56
22	но в	6	55
23	так что	3	52
24	ни в	5	51
25	для нас	4	50
26	отнюдь не	4	48
27	в себе	19	48
28	было бы	8	46
29	в своей	15	45
30	прежде всего	12	45
31	что в	8	44
32	в его	17	44
33	все эти	4	43
34	не в	16	43
35	как раз	7	42
36	то же	14	42
37	так как	2	40
38	и то	2	40
39	что он	14	40
40	и что	3	40
41	не может	10	39
42	в этой	11	39
43	такого рода	4	39
44	и тем	2	39
45	как бы	11	39
46	в данном	3	38
47	никак не	3	37
48	хотя бы	2	37
49	того что	5	37
50	в нем	5	37
51	еще не	10	36
52	точки зрения	7	36
53	и все	10	36
54	и т	15	35
55	когда мы	2	35
56	и с	10	34
57	как и	16	34
58	уже не	12	34
59	или иной	2	33
60	в таком	3	33
61	т д	5	33
62	же самое	4	33
63	в то	12	32
64	здесь не	2	32
65	едва ли	6	32
66	но не	7	32
67	в своем	9	31
68	в конце	5	31
69	связи с	4	31
70	все это	2	31
71	так же	3	31
72	но это	2	31
73	ясно что	2	30
74	с другой	4	30
75	и для	5	30
76	как мы	5	29
77	перед нами	13	29
78	все же	5	29
79	об этом	8	29
80	в связи	3	29
81	можно сказать	9	29
82	данном случае	3	28
83	и о	8	28
84	что же	4	28
85	мы не	2	28
86	а в	11	28
87	ничего не	11	27
88	и это	7	27
89	хотя и	3	27
90	еще и	2	26
91	в результате	2	26
92	как будто	7	26
93	вместе с	2	26
94	это не	12	26
95	да и	5	26
96	и его	8	26
97	тем самым	2	25
98	с точки	5	25
99	и на	6	25
100	на самом	2	24
101	не имеет	2	24
102	в нашем	2	24
103	а только	4	23
104	на то	4	23
105	содержит в	2	23
106	при этом	21	23
107	в качестве	13	23
108	по своему	3	23
109	то и	5	23
110	никогда не	8	22
111	его в	5	22
112	только на	6	22
113	нет ничего	4	22
114	что и	3	22
115	и от	6	22
116	раз и	2	22
117	тоже не	2	22
118	и к	6	22
119	и ее	3	21
120	а также	4	21
121	для себя	9	21
122	в самом	7	21
123	говорить о	4	21
124	и только	2	21
125	и потому	3	20
126	как о	3	20
127	но как	3	20
128	для того	3	20
129	именно в	9	20
130	о чем	9	20
131	можно было	6	20
132	несмотря на	7	20
133	или в	3	20
134	тем что	6	20
135	того или	4	19
136	то в	6	19
137	если бы	7	19
138	он не	8	19
139	с ним	6	19
140	уже в	2	19
141	самом деле	6	19
142	в них	3	19
143	как в	11	19
144	жизни и	10	19
145	того чтобы	6	18
146	в ее	16	18
147	в этих	7	18
148	не было	8	18
149	в ней	6	18
150	ни о	3	17
151	мы уже	7	17
152	пока еще	3	17
153	это и	2	17
154	что они	4	17
155	во всех	2	17
156	к тому	11	16
157	но все	2	16
158	же в	3	16
159	как это	8	16
160	что она	10	16
161	будто бы	6	16
162	он и	2	16
163	и более	2	15
164	казалось бы	12	15
165	в частности	10	15
166	у него	13	15
167	что не	4	15
168	с этим	3	15
169	и сам	3	15
170	что все	3	14
171	говорит о	4	14
172	в дальнейшем	2	14
173	все равно	2	14
174	сих пор	3	14
175	нас в	2	14
176	в котором	5	14
177	с другими	2	14
178	то ни	2	14
179	только о	2	14
180	до сих	3	14
181	который в	2	13
182	дело в	2	13
183	в других	4	13
184	или даже	2	13
185	в их	2	13
186	бы и	2	13
187	тому что	8	13
188	или иного	4	13
189	же и	3	13
190	ни на	2	13
191	из них	5	13
192	но именно	3	12
193	так или	3	12
194	в которой	2	12
195	в другом	3	12
196	с одной	4	12
197	в самой	2	12
198	в целом	2	12
199	что это	2	12
200	в начале	3	12
201	в литературе	3	12
202	на земле	2	12
203	или иначе	3	12
204	он сам	3	12
205	не о	3	11
206	только не	3	11
207	о которых	2	11
208	одной стороны	4	11
209	и у	3	11
210	и тогда	2	11
211	по поводу	3	11
212	и другое	2	11
213	жизни в	12	11
214	к нему	2	11
215	и сама	3	10
216	не имеют	3	10
217	все еще	3	10
218	один из	6	10
219	однако в	4	10
220	все время	2	10
221	быть только	2	10
222	ни с	2	10
223	что у	4	10
224	в одном	3	10
225	он в	2	10
226	внимание на	3	10
227	мы читаем	2	10
228	бы не	3	10
229	на том	3	10
230	но он	3	10
231	вопрос о	2	9
232	человеческой жизни	9	9
233	а его	3	9
234	она не	6	9
235	в художественном	6	9
236	же касается	2	9
237	только для	4	9
238	чем же	2	9
239	в своих	4	9
240	с собой	2	9
241	их в	2	9
242	на себе	3	9
243	нет и	2	9
244	что даже	2	9
245	бы в	2	9
246	это было	2	9
247	о котором	2	9
248	не нужно	3	9
249	поэтому и	2	9
250	и другие	5	9
251	жизнь и	2	9
252	в жизни	9	9
253	и уж	2	9
254	как он	4	8
255	от этого	2	8
256	в г	3	8
257	на его	2	8
258	и по	3	8
259	для него	15	8
260	если в	4	8
261	не все	2	8
262	только что	4	8
263	с этой	3	8
264	в силу	2	8
265	себе и	3	8
266	еще в	4	8
267	поскольку в	2	8
268	том как	5	8
269	а то	2	8
270	из этих	3	8
271	и он	6	8
272	только потому	2	8
273	с ее	7	8
274	но ведь	2	8
275	это уже	2	8
276	говорится о	2	8
277	как только	3	8
278	что при	3	8
279	что на	4	7
280	и поэтому	2	7
281	друг друга	5	7
282	времени и	2	7
283	а с	5	7
284	одной из	5	7
285	а а	2	7
286	в основе	3	7
287	же не	3	7
288	однако и	5	7
289	с самим	2	7
290	в значительной	3	7
291	и так	3	7
292	все они	2	7
293	чем не	2	7
294	в такой	2	7
295	все в	2	7
296	даже в	4	7
297	в это	4	7
298	не раз	2	7
299	и а	7	7
300	была бы	3	7
301	себе в	2	7
302	к другому	5	7
303	же как	4	7
304	же это	2	7
305	о своем	2	7
306	по преимуществу	6	7
307	это в	4	7
308	этого произведения	2	6
309	не как	3	6
310	с той	2	6
311	ли в	2	6
312	или не	3	6
313	на него	3	6
314	по своей	5	6
315	ни к	2	6
316	нечто иное	2	6
317	когда он	2	6
318	та или	4	6
319	именно на	2	6
320	дело здесь	2	6
321	не знает	2	6
322	но с	3	6
323	до конца	3	6
324	чтобы не	3	6
325	в действительности	5	6
326	и об	3	6
327	есть и	3	6
328	нам представляется	3	6
329	видно что	3	6
330	но когда	2	6
331	с его	9	6
332	мышления и	3	6
333	и уже	3	6
334	одновременно и	5	6
335	дело не	2	6
336	особенно в	3	6
337	на свете	2	6
338	к ней	2	6
339	в него	2	6
340	прежде чем	2	6
341	этом отношении	4	6
342	к своему	2	6
343	жизнь в	3	6
344	как на	2	6
345	в первую	2	5
346	человека и	4	5
347	однако здесь	2	5
348	одна из	4	5
349	отношение к	3	5
350	своей собственной	2	5
351	ту или	2	5
352	о себе	3	5
353	и тот	2	5
354	то чтобы	2	5
355	лишь в	5	5
356	о самом	2	5
357	к людям	2	5
358	том чтобы	2	5
359	все что	4	5
360	тому как	4	5
361	не знаем	2	5
362	которой он	2	5
363	я не	8	5
364	в символ	2	5
365	сводится к	7	5
366	но еще	3	5
367	между тем	14	5
368	же о	2	5
369	ничем не	3	5
370	для всего	3	5
371	в настоящем	2	5
372	о нем	4	5
373	говорить об	2	5
374	на себя	3	5
375	у чехова	20	5
376	или иная	4	5
377	там где	2	5
378	когда в	4	5
379	и когда	4	5
380	о его	2	5
381	первую очередь	2	5
382	должно быть	2	5
383	по мнению	6	5
384	себя в	11	5
385	человека в	10	5
386	слова как	2	5
387	в пределах	4	5
388	они не	2	5
389	подобно тому	4	5
390	раз в	5	5
391	которая не	3	5
392	по его	4	5
393	как его	3	5
394	от него	3	4
395	для нее	6	4
396	именно так	2	4
397	в духе	6	4
398	наряду с	4	4
399	что бы	2	4
400	а как	2	4
401	нас к	2	4
402	друг от	2	4
403	одно из	4	4
404	для своего	2	4
405	во втором	2	4
406	только тем	2	4
407	и она	2	4
408	с такой	3	4
409	себя и	4	4
410	человеческого я	7	4
411	человека а	2	4
412	теории литературы	2	4
413	однако для	2	4
414	нам о	2	4
415	за ним	3	4
416	вместе со	2	4
417	со своим	5	4
418	ни одна	2	4
419	тот момент	3	4
420	xix в	5	4
421	или иную	2	4
422	о них	4	4
423	он будет	3	4
424	я в	2	4
425	от друга	2	4
426	от нее	2	4
427	она в	5	4
428	той же	3	4
429	несет на	2	4
430	сразу же	2	4
431	и каждый	2	4
432	как нам	3	4
433	тем как	2	4
434	бы на	2	4
435	в контексте	2	4
436	дело с	2	4
437	к этой	4	4
438	но мы	2	4
439	с нею	2	4
440	можно назвать	2	4
441	в сущности	2	4
442	например в	3	4
443	нельзя было	2	4
444	на одном	2	4
445	любви к	2	4
446	на это	2	4
447	любви и	3	4
448	перед собой	2	4
449	они все	2	4
450	у которого	2	4
451	в русской	4	4
452	это время	2	4
453	представляется нам	3	4
454	ему в	3	4
455	человеческих отношений	7	4
456	он все	2	3
457	ее и	2	3
458	еще раз	2	3
459	мысли в	2	3
460	всего мира	2	3
461	от своего	2	3
462	в каждой	2	3
463	может и	3	3
464	в душе	6	3
465	на месте	2	3
466	в свои	2	3
467	видит в	3	3
468	нуждается в	2	3
469	то чего	2	3
470	не стал	2	3
471	в первом	2	3
472	вишневого сада	2	3
473	мысль о	2	3
474	превращается в	6	3
475	и хорошо	2	3
476	остановимся на	3	3
477	но тем	2	3
478	столь же	6	3
479	зрения на	2	3
480	это так	3	3
481	заметить что	2	3
482	в определении	2	3
483	как она	3	3
484	о которой	3	3
485	от другой	2	3
486	в москве	2	3
487	в одной	3	3
488	не во	3	3
489	со стороны	6	3
490	оно было	2	3
491	характерное для	2	3
492	из нас	5	3
493	со всей	2	3
494	и м	2	3
495	в голову	3	3
496	на ее	3	3
497	не столько	4	3
498	которая была	2	3
499	к той	3	3
500	с ними	3	3
501	и смерти	4	3
502	эти слова	3	3
503	жизни то	3	3
504	в первой	6	3
505	и состоит	4	3
506	т е	6	3
507	но при	3	3
508	с такими	2	3
509	однако если	2	3
510	мысли и	2	3
511	русской литературе	3	3
512	самим собою	2	3
513	всей своей	2	3
514	один и	2	3
515	речь идет	3	3
516	знаем что	2	3
517	там же	2	3
518	на этом	5	3
519	я и	7	3
520	что было	3	3
521	представляется в	3	3
522	место в	3	3
523	этих двух	2	3
524	в системе	2	3
525	я с	2	2
526	о природе	3	2
527	а и	2	2
528	этой жизни	2	2
529	она может	2	2
530	о своей	3	2
531	приходит к	3	2
532	в состоянии	3	2
533	с другим	2	2
534	в следующем	3	2
535	тех кто	2	2
536	людей а	2	2
537	от себя	3	2
538	такой же	3	2
539	тот и	2	2
540	но у	2	2
541	они были	2	2
542	мысли о	3	2
543	с и	2	2
544	и говорит	2	2
545	к своим	2	2
546	своего рода	19	2
547	в глазах	11	2
548	сам он	3	2
549	этот момент	3	2
550	них это	2	2
551	и эта	3	2
552	внешним и	2	2
553	другого и	2	2
554	тем в	2	2
555	разговоре с	2	2
556	он уже	4	2
557	одно это	2	2
558	и личной	2	2
559	как у	2	2
560	в рассказе	23	2
561	с с	4	2
562	его жизни	6	2
563	за него	2	2
564	отношения между	2	2
565	вступает в	2	2
566	жизни как	7	2
567	а по	2	2
568	со своей	3	2
569	роль в	2	2
570	ближе к	2	2
571	между внешним	2	2
572	на фоне	5	2
573	и остается	2	2
574	который был	2	2
575	личности которая	2	2
576	его же	2	2
577	когда же	3	2
578	да не	2	2
579	вслед за	3	2
580	наше внимание	3	2
581	по отношению	15	2
582	на свои	2	2
583	жизни так	4	2
584	в произведениях	2	2
585	говоря о	2	2
586	у вас	3	2
587	героя в	2	2
588	не зная	2	2
589	т п	10	2
590	этой книги	2	2
591	уже одно	2	2
592	как например	2	2
593	они и	2	2
594	все его	3	2
595	о двух	4	2
596	ее на	3	2
597	на них	2	2
598	в черном	2	2
599	в предыдущей	3	2
600	признать что	2	2
601	в литературном	2	2
602	под ред	2	2
603	том случае	2	2
604	случае если	2	2
605	также в	2	2
606	из жизни	2	2
607	в данной	2	2
608	по адресу	2	2
609	в изображении	2	2
610	действующих лиц	3	2
611	по причине	2	2
612	не означает	2	2
613	отношению к	15	2
614	хоть на	2	2
615	н а	2	2
616	участие в	3	2
617	не с	2	2
618	говорили о	2	2
619	не случайно	14	2
620	не должно	2	2
621	в роли	3	2
622	они в	2	2
623	человек в	3	2
624	слова в	2	2
625	что я	4	2
626	жизни не	2	2
627	жизнь которая	2	2
628	благодаря которым	2	2
629	и стал	2	2
630	произведения и	2	2
631	жизни с	3	2
632	при встрече	2	2
633	него и	2	2
634	своих героев	2	2
635	на основе	2	2
