N	2gram	Vygotskiy_	FransuaR
1	и в	65	367
2	то есть	30	209
3	в этом	37	112
4	и не	20	101
5	таким образом	21	100
6	и его	8	99
7	в его	11	98
8	прежде всего	2	92
9	не только	16	87
10	мы уже	12	85
11	но и	6	84
12	как бы	29	82
13	все эти	7	79
14	вовсе не	11	77
15	в романе	2	77
16	как и	12	76
17	в нем	8	75
18	но в	5	75
19	и на	7	72
20	в том	46	71
21	как мы	12	71
22	то же	17	66
23	и все	14	66
24	так и	3	65
25	в этой	20	65
26	в них	4	65
27	в сущности	16	64
28	и с	4	64
29	во время	4	63
30	в то	5	63
31	все это	12	62
32	во всех	4	62
33	что в	36	52
34	в своем	8	51
35	только в	9	48
36	так как	13	46
37	и до	4	46
38	том что	28	45
39	уже говорили	4	44
40	здесь в	4	41
41	то что	61	41
42	жизни и	6	40
43	у него	6	40
44	в самом	41	38
45	точки зрения	19	37
46	в ней	23	37
47	с его	2	36
48	может быть	33	35
49	мы видим	15	35
50	он был	3	35
51	о том	17	35
52	сказать что	14	34
53	и даже	4	34
54	в себе	9	34
55	в конце	5	32
56	он не	11	32
57	мы видели	7	32
58	для него	4	32
59	в своей	6	31
60	до конца	5	31
61	так же	12	30
62	никогда не	9	30
63	той же	6	30
64	один из	7	30
65	потому что	26	30
66	но он	5	30
67	в этих	3	29
68	не может	17	29
69	еще не	3	29
70	его в	5	29
71	не в	12	29
72	при этом	10	29
73	в одном	9	29
74	связи с	2	29
75	что он	23	29
76	из них	10	28
77	в основе	5	28
78	всех этих	2	28
79	в той	8	28
80	и к	5	28
81	роль в	2	27
82	сих пор	6	27
83	по своему	6	27
84	и другие	3	27
85	до сих	7	27
86	и их	2	27
87	все же	10	27
88	кроме того	2	26
89	все они	3	26
90	на самом	3	25
91	но это	6	25
92	отношение к	2	24
93	того чтобы	21	24
94	в ее	9	24
95	в частности	3	24
96	например в	5	24
97	но не	3	24
98	как в	8	24
99	так сказать	6	23
100	и для	4	23
101	это не	7	23
102	в их	3	23
103	с ним	6	23
104	еще и	2	23
105	и здесь	9	23
106	к нему	2	23
107	и о	6	22
108	связь с	5	22
109	и во	3	22
110	даже в	2	22
111	а в	9	22
112	что и	7	22
113	там где	7	22
114	и других	5	22
115	тем что	7	22
116	вместе с	10	22
117	не было	4	22
118	именно в	3	21
119	в своих	6	21
120	в качестве	2	21
121	что это	19	21
122	и наконец	2	21
123	ни в	6	21
124	одним из	2	21
125	есть в	3	21
126	и как	10	21
127	как раз	14	20
128	в виду	6	20
129	с точки	11	20
130	самом деле	33	20
131	и это	13	20
132	того же	4	19
133	их в	4	19
134	во всем	2	19
135	к этому	5	19
136	в эту	2	19
137	было бы	22	19
138	далеко не	3	19
139	с другой	8	19
140	с ее	5	19
141	эпизод с	2	19
142	это в	3	18
143	со всеми	2	18
144	на этом	6	18
145	здесь не	3	18
146	но они	2	18
147	это и	4	18
148	перед нами	12	18
149	одна из	6	18
150	в плане	4	17
151	для того	18	17
152	но все	2	17
153	того что	9	17
154	можно было	7	17
155	в результате	3	17
156	и смерти	3	17
157	на его	2	17
158	и вот	6	17
159	еще более	2	17
160	такой же	2	17
161	конечно не	6	17
162	а не	11	17
163	между тем	10	16
164	тот же	5	16
165	ничего не	4	16
166	в другом	6	16
167	начала и	2	16
168	они не	2	16
169	с одной	7	16
170	и одновременно	2	16
171	одно из	4	15
172	в истории	3	15
173	мысли и	2	15
174	и прежде	2	15
175	как на	9	15
176	в первой	2	15
177	в которой	8	15
178	в самой	9	15
179	не мог	4	15
180	из этих	6	15
181	мы не	7	14
182	все что	2	14
183	по существу	4	14
184	слов и	2	14
185	в данном	5	14
186	и он	5	14
