N	3gram	Vygotskiy_	Marksizm
1	с точки зрения	11	46
2	не может быть	5	25
3	в самом деле	4	19
4	по отношению к	3	15
5	в связи с	8	14
6	в том что	41	14
7	в высшей степени	11	12
8	для того чтобы	14	11
9	до сих пор	3	11
10	с самого начала	6	10
11	в отличие от	8	10
12	одного и того	5	9
13	как если бы	2	9
14	и того же	5	9
15	то же самое	9	8
16	смысле этого слова	10	7
17	с другой стороны	5	7
18	в свою очередь	3	7
19	во всяком случае	10	6
20	на то что	5	6
21	с одной стороны	8	6
22	как мы уже	3	6
23	той или иной	2	5
24	как мы видели	4	5
25	и как бы	2	5
26	одни и те	3	5
27	в этом отношении	9	5
28	в этом случае	4	5
29	внутренней речи и	2	5
30	и те же	3	5
31	о том что	3	4
32	нашей точки зрения	2	4
33	в зависимости от	6	4
34	и то же	6	3
35	тем не менее	6	3
36	более или менее	3	3
37	на первый план	5	3
38	и тот же	6	3
39	лежит в основе	3	3
40	друг с другом	10	3
41	в том числе	3	3
42	одной и той	5	3
43	одним и тем	4	3
44	можно было бы	8	3
45	одно и то	6	3
46	и той же	5	3
47	на этот вопрос	2	3
48	ни в какой	5	3
49	и тем же	4	3
50	хотя бы и	2	3
51	один и тот	6	3
52	том числе и	3	3
53	и в этом	2	3
54	связи с этим	2	3
55	само по себе	3	2
56	же как и	6	2
57	то же слово	3	2
58	мы никогда не	3	2
59	так и в	2	2
60	собственном смысле слова	3	2
61	так же как	9	2
62	ничего общего с	2	2
63	что он не	2	2
64	в этом и	2	2
65	в какой степени	2	2
66	как и в	3	2
67	между тем как	4	2
68	сами по себе	4	2
69	как мы увидим	2	2
70	мы видели что	4	2
71	с нашей точки	2	2
72	друг от друга	2	2
73	прав в том	2	2
74	в последнее время	4	2
75	с тем что	4	2
76	в собственном смысле	12	2
77	и в результате	3	2
78	в этом смысле	7	2
79	независимо от того	3	2
80	того или иного	2	2
