N	2gram	Losev_Prob	PoTuStor
1	может быть	11	17
2	и в	48	16
3	мы можем	5	9
4	в этом	31	9
5	и только	4	9
6	таким образом	20	9
7	прежде всего	15	9
8	и с	10	8
9	точки зрения	17	8
10	не может	6	8
11	и его	11	8
12	сказать что	13	7
13	не только	28	7
14	с его	3	7
15	и это	3	6
16	с точки	13	6
17	конечно не	2	6
18	самом деле	3	6
19	и к	9	6
20	для него	2	6
21	при этом	6	6
22	ни в	17	5
23	все эти	12	5
24	как бы	10	5
25	только для	5	5
26	нуждается в	2	5
27	еще не	4	5
28	в чем	3	5
29	отношение к	3	5
30	как мы	5	4
31	и на	9	4
32	все это	8	4
33	на самом	2	4
34	его в	9	4
35	в его	19	4
36	и ее	2	4
37	но и	21	4
38	и не	29	4
39	и все	12	4
40	но в	17	4
41	с самого	3	4
42	в этой	14	4
43	и наконец	4	4
44	так как	10	4
45	и их	7	4
46	все что	2	4
47	только в	21	4
48	в нем	8	4
49	хотя бы	11	4
50	можно сказать	10	4
51	так и	15	4
52	для всех	2	4
53	самого начала	3	4
54	отнюдь не	14	4
55	и даже	24	4
56	художественного творчества	10	4
57	едва ли	13	3
58	что в	12	3
59	и притом	8	3
60	жизни и	7	3
61	и как	10	3
62	и потому	4	3
63	на этой	2	3
64	а в	8	3
65	в том	25	3
66	в области	3	3
67	до сих	3	3
68	только на	2	3
69	крайней мере	8	3
70	и есть	4	3
71	большинстве случаев	2	3
72	в этих	3	3
73	чем не	2	3
74	как это	5	3
75	то что	26	3
76	во всех	2	3
77	по крайней	8	3
78	мира и	5	3
79	могут быть	2	3
80	сих пор	3	3
81	всяком случае	6	3
82	вместе с	15	3
83	учение о	4	3
84	в одном	6	3
85	этом смысле	4	3
86	во всяком	7	3
87	том что	29	3
88	один из	2	2
89	никогда не	7	2
90	для нас	14	2
91	что мы	4	2
92	по своему	3	2
93	в них	5	2
94	в жизни	4	2
95	понятия и	2	2
96	к ним	3	2
97	в мир	3	2
98	в одно	6	2
99	для этого	2	2
100	и вообще	11	2
101	и для	11	2
102	совсем не	4	2
103	и всех	2	2
104	что не	3	2
105	что это	4	2
106	другими словами	3	2
107	и по	2	2
108	что и	8	2
109	не менее	8	2
110	ее в	2	2
111	было бы	12	2
112	не могут	3	2
113	от матери	2	2
114	о том	17	2
115	можно назвать	2	2
116	то же	6	2
117	они не	3	2
118	с этим	3	2
119	как и	10	2
120	что он	12	2
121	так же	7	2
122	того же	7	2
123	в науке	2	2
124	в своей	29	2
125	мы не	7	2
126	ни было	2	2
127	из этих	2	2
128	но как	3	2
129	в самом	7	2
130	в начале	6	2
131	с этой	4	2
132	а может	3	2
133	в частности	5	2
134	он не	4	2
135	у него	13	2
136	между собою	2	2
137	если мы	2	2
138	со всеми	5	2
139	как с	2	2
140	и о	9	2
141	не есть	3	2
142	к этому	2	2
143	из тех	3	2
144	нет и	3	2
145	по всему	2	2
146	только и	9	2
147	поэтому и	4	2
148	меньше всего	2	2
149	с помощью	2	2
150	и чувств	2	2
151	что оно	2	2
152	является по	2	2
153	и так	3	2
154	есть в	6	2
155	в этот	4	2
156	мы уже	2	2
157	не будет	4	2
158	с ним	4	2
159	об его	3	2
160	но это	7	2
