N	2gram	Losev_Dial	Myshleni
1	в том	17	195
2	в этом	14	167
3	то что	25	166
4	и в	34	162
5	том что	18	161
6	таким образом	14	147
7	точки зрения	43	143
8	что в	12	119
9	не только	35	116
10	того что	22	109
11	в процессе	2	101
12	так же	7	100
13	потому что	21	95
14	может быть	30	89
15	с точки	25	89
16	что он	18	86
17	не может	29	81
18	как и	14	79
19	так как	12	78
20	для того	4	78
21	и не	50	78
22	только в	10	75
23	как мы	4	72
24	но и	14	70
25	заключается в	3	67
26	в его	6	67
27	сказать что	7	65
28	как бы	19	64
29	вместе с	3	62
30	и что	21	60
31	было бы	13	60
32	то же	9	58
33	в основе	6	58
34	что мы	10	53
35	в силу	5	53
36	в самом	9	52
37	в сущности	10	51
38	к тому	4	49
39	что они	2	48
40	мы можем	3	48
41	тем что	5	48
42	мы не	11	47
43	тогда когда	9	47
44	если бы	10	46
45	но не	3	45
46	с другой	5	45
47	тем самым	3	43
48	с тем	4	43
49	же как	4	43
50	как это	8	42
51	тому что	5	42
52	одной стороны	3	40
53	о том	11	40
54	так и	11	39
55	никогда не	9	39
56	с одной	4	39
57	вопрос о	9	37
58	не в	11	37
59	если мы	5	37
60	в этой	3	37
61	и к	5	37
62	мы видим	4	37
63	в своем	7	36
64	все эти	4	36
65	и его	8	36
66	как в	2	36
67	а не	39	36
68	он не	8	35
69	в себе	8	35
70	для себя	2	35
71	и как	13	34
72	связи с	3	34
73	при этом	7	33
74	прежде всего	20	33
75	по себе	31	33
76	нас к	2	32
77	что и	8	32
78	именно в	5	32
79	по своему	2	32
80	но в	3	32
81	той же	6	32
82	и тем	3	32
83	что оно	9	32
84	и на	6	32
85	и то	7	31
86	из того	2	31
87	все же	4	31
88	этом отношении	2	30
89	на то	5	30
90	могут быть	5	29
91	показывает что	4	29
92	от того	9	29
93	с этим	4	28
94	самом деле	7	28
95	что с	2	28
96	что все	16	27
97	в своей	4	27
98	только что	7	27
99	с этой	7	27
100	в результате	7	27
101	в то	9	27
102	перед нами	5	27
103	другой стороны	4	27
104	и с	10	27
105	в их	2	26
106	в частности	3	26
107	что это	20	26
108	для него	4	26
109	в собственном	3	26
110	все это	13	25
111	еще не	7	25
112	что она	13	25
113	это не	13	25
114	только не	10	25
115	в чем	11	25
116	можно сказать	5	25
117	мы уже	6	25
118	так что	11	24
119	мы знаем	3	24
120	целый ряд	3	24
121	что эта	2	24
122	понятия и	2	24
123	в нем	7	24
124	того как	2	24
125	зависимости от	4	24
126	в слове	3	24
127	в смысле	4	24
128	в сфере	3	24
129	как он	4	23
130	друг друга	3	23
131	бы в	5	23
132	ни в	20	23
133	во всяком	5	22
134	в зависимости	3	22
135	не могут	6	22
136	то время	6	22
137	на основании	3	21
138	в истории	7	21
139	все время	4	21
140	его в	2	21
141	представление о	3	21
142	к этому	3	21
143	и все	17	21
