N	3gram	Losev_Prob	Marksizm
1	с точки зрения	13	46
2	не может быть	2	25
3	в то же	2	15
4	по отношению к	2	15
5	в связи с	11	14
6	в том что	13	14
7	бы то ни	4	12
8	то ни было	2	12
9	для того чтобы	3	11
10	до сих пор	3	11
11	с самого начала	3	10
12	но в то	2	9
13	то же самое	2	8
14	в настоящее время	7	8
15	с другой стороны	7	7
16	в свою очередь	2	7
17	во всяком случае	6	6
18	на самом деле	2	6
19	на то что	2	6
20	с одной стороны	5	6
21	той или иной	4	5
22	и как бы	2	5
23	в таком случае	2	5
24	в этом отношении	4	5
25	и прежде всего	2	4
26	том что он	3	4
27	можно сказать что	4	4
28	о том что	14	4
29	но все же	2	4
30	тем не менее	8	3
31	и не в	2	3
32	в конце концов	7	3
33	в том числе	2	3
34	мы не будем	3	3
35	можно было бы	2	3
36	не только в	5	3
37	ни в какой	4	3
38	но и в	2	3
39	в той или	2	3
40	по крайней мере	8	2
41	в коем случае	3	2
42	ни в коем	3	2
43	ничего общего с	2	2
44	в данном случае	5	2
45	в том или	3	2
46	является для него	2	2
47	к тому же	5	2
48	сама по себе	2	2
49	в нем и	2	2
50	так или иначе	3	2
51	в этом смысле	4	2
52	того или иного	2	2
53	это и есть	2	2
