N	2gram	Vygotskiy_	Morfolog
1	может быть	25	61
2	таким образом	36	26
3	могут быть	9	21
4	так как	19	20
5	мы имеем	6	19
6	не может	11	19
7	в этом	35	18
8	в этих	4	17
9	представляет собой	6	17
10	и в	38	17
11	и не	16	16
12	мы видим	13	15
13	перед нами	15	14
14	с этим	6	14
15	эта форма	3	14
16	прежде всего	6	14
17	по существу	4	13
18	при помощи	3	12
19	связи с	14	12
20	видим что	2	12
21	а не	7	11
22	вопрос о	2	10
23	но если	2	10
24	составные части	3	10
25	мы увидим	4	10
26	то же	18	10
27	в том	59	10
28	то что	27	10
29	так и	11	10
30	что в	31	10
31	что и	14	10
32	а затем	4	10
33	в связи	9	10
34	этом случае	4	10
35	все же	11	9
36	но и	9	9
37	с другой	11	9
38	не только	16	8
39	в тех	2	8
40	в результате	6	8
41	но не	7	8
42	а в	7	8
43	мы не	14	8
44	в качестве	25	8
45	как мы	14	8
46	не могут	5	7
47	том что	44	7
48	если в	3	7
49	по отношению	4	7
50	тем не	6	7
51	наряду с	3	7
52	не менее	8	7
53	отношению к	3	7
54	как это	16	7
55	а также	6	7
56	и здесь	5	7
57	точки зрения	27	7
58	один из	8	7
59	потому что	14	7
60	очень часто	4	6
61	это не	5	6
62	но это	7	6
63	во всех	3	6
64	и как	11	6
65	или в	4	6
66	во время	3	6
67	также и	3	6
68	в нашем	2	6
69	о том	6	6
70	если мы	12	6
71	с точки	11	6
72	в форме	2	6
73	как бы	17	6
74	вовсе не	5	6
75	одна из	2	5
76	вслед за	4	5
77	хотя бы	2	5
78	мы можем	13	5
79	это явление	2	5
80	было бы	15	5
81	об этом	2	5
82	то мы	2	5
83	что он	13	5
84	как в	14	5
85	далеко не	2	5
86	тому что	3	5
87	к тому	8	5
88	из которых	6	5
89	между тем	10	5
90	в целом	22	5
91	главным образом	3	5
92	другой стороны	5	5
93	между собой	15	5
94	на его	5	5
95	тому как	2	5
96	там где	4	5
97	в других	2	5
98	все эти	9	5
99	что они	23	5
100	он не	6	5
101	раньше чем	3	5
102	хотя и	2	5
103	этот момент	4	5
104	ясно что	4	5
105	сказать что	10	4
106	его в	8	4
107	тех же	2	4
108	независимо от	5	4
109	так же	26	4
110	в то	5	4
111	значит что	6	4
112	можно было	10	4
113	к этому	5	4
114	нами в	4	4
115	на него	2	4
116	есть и	2	4
117	тем что	12	4
118	не является	13	4
119	еще не	6	4
120	встречается в	5	4
121	самом деле	4	4
122	из них	5	4
123	но в	4	4
124	на котором	3	4
125	но все	4	4
126	и для	4	4
127	следующим образом	4	4
128	эта функция	2	4
129	как и	20	4
130	оно может	2	4
131	входит в	7	4
132	уже не	3	4
133	этот вопрос	5	4
134	и к	9	4
135	на этом	3	4
136	смысле слова	5	4
137	того чтобы	15	4
138	с теми	2	4
139	на пути	2	4
140	от того	8	4
141	мы уже	8	4
142	этого момента	2	3
143	то в	3	3
144	время как	5	3
145	означает что	2	3
146	мы должны	15	3
147	но как	4	3
148	здесь не	2	3
149	в которой	4	3
150	в собственном	12	3
151	том случае	2	3
152	что это	8	3
153	от другого	2	3
154	и их	4	3
155	и у	7	3
156	целый ряд	4	3
157	друг друга	7	3
158	только что	5	3
159	если бы	12	3
160	в виде	4	3
161	на первый	5	3
162	связана с	3	3
163	и тем	8	3
164	та же	3	3
165	не в	10	3
166	для того	14	3
167	и при	3	3
168	с этой	6	3
169	собственном смысле	12	3
170	в один	4	3
171	к ней	2	3
172	в какой	5	3
173	того что	17	3
174	из ряда	3	3
175	приводит к	5	3
176	здесь мы	4	3
177	как уже	8	3
178	рассматриваться как	4	3
179	ее в	2	3
180	они не	4	3
181	на то	7	3
182	ни в	12	3
183	если это	2	3
184	иное чем	2	3
185	состоит в	4	3
186	вступают в	2	3
187	не происходит	2	3
188	что при	3	3
189	благодаря этому	7	3
190	но для	2	3
191	а по	3	3
192	в ход	5	3
193	должны рассматриваться	2	3
194	в начале	5	3
195	и что	15	3
196	то время	5	3
197	и тогда	2	3
198	животных и	5	3
199	и по	5	3
200	же в	3	3
201	и его	5	3
202	только в	16	3
203	в сущности	3	3
204	и только	4	3
205	что эти	4	3
206	все еще	2	3
207	в этой	7	3
208	и другим	2	3
209	приходим к	2	3
210	мы будем	4	3
211	с его	3	3
212	на новые	2	2
213	и когда	3	2
214	самого себя	2	2
215	в каком	3	2
216	идет по	2	2
217	путь к	3	2
218	как например	2	2
219	в наши	2	2
220	действия и	2	2
221	из этих	5	2
222	одной стороны	8	2
223	или нет	2	2
224	бы в	5	2
225	а потом	2	2
226	в обоих	2	2
227	в глаза	2	2
228	иное как	2	2
229	не что	2	2
230	в другом	3	2
231	также в	2	2
232	и даже	4	2
233	и тот	6	2
234	или менее	5	2
235	случае если	2	2
236	является в	4	2
237	что она	7	2
238	и задачи	2	2
239	лишь на	2	2
240	роль в	5	2
241	что именно	3	2
242	этом отношении	9	2
243	не на	2	2
244	самых различных	3	2
245	в частности	4	2
246	ни было	2	2
247	одним из	6	2
248	на друга	3	2
249	он получает	2	2
250	ничем не	2	2
251	вывод что	2	2
252	с логической	4	2
253	относятся к	4	2
254	это положение	6	2
255	не означает	2	2
256	огромное значение	3	2
257	что иное	2	2
258	в чем	2	2
259	с одной	8	2
260	в свое	2	2
261	друг на	3	2
262	а другой	3	2
263	а с	4	2
264	эти функции	2	2
265	и более	4	2
266	увидим что	5	2
267	обоих случаях	2	2
268	не по	2	2
269	на этот	5	2
270	с тем	18	2
271	вытекает из	2	2
272	при определении	4	2
273	как их	2	2
