N	2gram	Losev_Prob	Dialekti
1	не есть	3	181
2	и не	29	120
3	и т	2	82
4	по себе	5	79
5	а не	7	78
6	и в	48	77
7	точки зрения	17	72
8	может быть	11	71
9	не только	28	66
10	значит что	3	61
11	то что	26	59
12	и есть	4	55
13	ничего не	3	54
14	это значит	3	54
15	не может	6	53
16	и даже	24	47
17	так как	10	46
18	с точки	13	46
19	что это	4	46
20	потому что	21	45
21	не просто	12	44
22	как бы	10	43
23	ни в	17	42
24	и что	9	42
25	не имеет	3	41
26	вовсе не	18	41
27	в том	25	40
28	в этом	31	39
29	то же	6	39
30	в себе	7	38
31	это есть	2	38
32	что она	2	38
33	том что	29	37
34	что он	12	37
35	прежде всего	15	37
36	это не	8	36
37	так что	18	36
38	что в	12	34
39	в нем	8	34
40	и все	12	33
41	того что	8	33
42	но и	21	32
43	все это	8	31
44	ясно что	11	31
45	и как	10	30
46	отнюдь не	14	30
47	сказать что	13	30
48	так и	15	29
49	было бы	12	29
50	как и	10	28
51	никогда не	7	27
52	крайней мере	8	26
53	по крайней	8	26
54	в виду	3	26
55	не в	16	26
56	сама по	2	26
57	есть только	4	25
58	и то	6	25
59	учение о	4	25
60	если бы	2	24
61	мифологии и	2	24
62	но это	7	24
63	в то	6	23
64	это и	4	23
65	что оно	2	23
66	таким образом	20	23
67	я не	3	22
68	что не	3	21
69	в чем	3	21
70	только тогда	3	20
71	только в	21	20
72	как раз	7	20
73	и вообще	11	20
74	что и	8	20
75	о том	17	20
76	уже не	12	20
77	и с	10	20
78	в таком	4	20
79	и притом	8	19
80	в своем	16	19
81	что мы	4	19
82	как это	5	19
83	не менее	8	19
84	и это	3	19
85	тогда когда	4	19
86	в самом	7	19
87	и его	11	19
88	иное как	3	18
89	не что	3	18
90	что иное	3	18
91	с другой	8	18
92	хотя бы	11	18
93	мифа и	3	18
94	ни на	2	18
95	жизни и	7	18
96	той или	5	17
97	можно сказать	10	17
98	другими словами	3	16
99	в своей	29	16
100	мы не	7	16
101	нет ничего	3	16
102	кроме того	5	16
103	сам по	3	16
104	к нему	3	16
105	да и	5	16
106	об этом	11	16
107	тем не	8	16
108	конечно не	2	16
109	и о	9	15
110	не мешает	2	15
111	то в	4	15
112	только что	2	15
113	также и	21	15
114	но только	5	15
115	все же	12	15
116	так же	7	15
117	в виде	25	15
118	самом деле	3	15
119	хотя и	10	15
120	же и	2	15
121	на то	2	15
122	несмотря на	7	15
123	мы уже	2	15
124	и потому	4	14
125	жизнь и	6	14
126	и ее	2	14
127	ни с	4	14
128	таком случае	2	14
129	с ним	4	14
130	даже и	11	14
131	а именно	12	14
132	не было	4	14
133	и только	4	14
134	в силу	6	13
135	не то	4	13
136	но в	17	13
137	в ней	4	13
138	время как	4	13
139	говорит о	9	13
140	он не	4	13
141	что именно	2	13
142	мы находим	9	13
143	что они	4	13
144	другой стороны	8	13
145	в смысле	8	13
146	и к	9	13
147	вопрос о	2	12
148	могут быть	2	12
149	еще не	4	12
150	и тут	4	12
151	все эти	12	12
152	никак не	10	12
153	иной раз	4	12
154	именно в	11	12
155	и если	2	12
156	и жизни	2	12
157	перед нами	14	12
158	не могут	3	12
159	но как	3	12
160	и ни	4	12
161	а в	8	12
162	тем более	2	12
163	нет никакого	6	12
164	и нет	4	12
165	с этим	3	12
166	и тогда	4	12
167	но не	12	12
168	не о	2	11
169	нисколько не	7	11
170	и тем	4	11
171	только на	2	11
172	его не	3	11
173	в них	5	11
174	тех или	2	11
175	в данном	6	11
176	мы имеем	3	11
177	есть в	6	11
178	из них	4	11
179	или в	7	11
180	нет никакой	6	10
181	а потом	4	10
182	одно из	2	10
183	от этого	4	10
184	к тому	7	10
185	в ее	6	10
186	как мы	5	10
187	в его	19	10
188	это было	2	10
189	нет ни	4	10
190	для того	4	10
191	с этой	4	10
192	и для	11	10
193	что для	2	10
194	и можно	6	10
195	в их	4	10
196	в частности	5	10
197	не больше	2	10
198	можно ли	2	10
199	во всяком	7	10
200	и уже	2	10
201	то и	7	10
202	в результате	11	10
203	как будто	9	10
204	в жизни	4	10
205	во всем	5	10
206	если мы	2	10
207	только о	3	10
208	как он	2	9
209	общего с	2	9
210	а если	4	9
211	и по	2	9
212	не как	3	9
213	в этих	3	9
214	между собою	2	9
215	и более	3	9
216	в котором	5	9
217	в одном	6	9
218	или иной	4	9
219	и от	7	9
220	была бы	3	9
221	тому что	2	9
222	при этом	6	9
223	случае не	2	9
224	и он	5	9
225	в противоположность	3	9
226	то время	4	9
227	всех этих	3	9
228	бы в	2	9
229	мы можем	5	9
230	как о	6	9
231	мир и	2	9
232	и на	9	9
233	на самом	2	8
234	в отношении	8	8
235	науки и	2	8
236	и без	5	8
237	не будет	4	8
238	в дальнейшем	7	8
239	в этой	14	8
240	уже и	4	8
241	только и	9	8
242	все время	5	8
243	по одному	2	8
244	того или	3	8
245	у нас	17	8
246	с одной	5	8
