N	2gram	Bakhtin_Pr	Freidism
1	и не	55	34
2	таким образом	15	34
3	точки зрения	31	31
4	не может	26	30
5	и пр	5	29
6	может быть	43	28
7	и в	64	28
8	в этом	33	28
9	прежде всего	16	26
10	в его	30	25
11	и его	21	22
12	с помощью	2	20
13	как бы	33	19
14	как мы	13	18
15	то что	21	17
16	вовсе не	12	16
17	так как	9	15
18	точка зрения	13	15
19	с точки	21	15
20	все эти	13	15
21	самом деле	10	14
22	так и	8	14
23	в своей	11	14
24	с ним	8	14
25	во всех	4	13
26	и все	6	13
27	но в	14	13
28	как и	25	13
29	по отношению	12	13
30	точку зрения	7	12
31	и потому	7	12
32	том что	8	12
33	то же	18	12
34	что он	15	12
35	ни в	5	12
36	в самом	17	12
37	и наконец	7	12
38	для него	23	12
39	все это	9	12
40	сказать что	4	11
41	его в	8	11
42	отношению к	12	11
43	только в	13	11
44	никогда не	11	10
45	и с	9	10
46	все те	3	10
47	за пределы	7	10
48	не только	26	10
49	но и	26	10
50	не в	15	10
51	он не	14	10
52	в том	12	10
53	мы уже	4	10
54	все что	4	10
55	один из	3	10
56	что же	9	10
57	тот же	2	10
58	конечно не	4	10
59	мы должны	3	9
60	могут быть	9	9
61	те же	3	9
62	совершенно не	5	9
63	и др	7	9
64	к нему	11	9
65	уже не	15	9
66	и на	16	9
67	мы не	4	9
68	а не	29	9
69	во всяком	7	9
70	с его	11	9
71	все же	11	8
72	с этим	3	8
73	было бы	8	8
74	оно и	2	8
75	еще не	10	8
76	с другими	8	8
77	а в	10	8
78	в ней	2	8
79	на этом	2	8
80	всяком случае	4	8
81	при этом	8	8
82	так сказать	9	7
83	не могут	10	7
84	до конца	10	7
85	в жизни	5	7
86	в то	15	7
87	в себе	11	7
88	что в	11	7
89	и ее	5	7
90	хотя бы	4	7
91	и для	7	7
92	отношение к	4	7
93	быть и	2	7
94	я и	2	7
95	того что	3	7
96	и у	3	7
97	его жизни	2	7
98	но не	12	7
99	что все	2	7
100	более того	8	7
101	об этом	3	7
102	в нем	28	7
103	если мы	3	7
104	и к	5	7
105	из них	3	7
106	сознания с	3	7
107	жизни и	3	7
108	в этой	5	7
109	одно из	2	6
110	на самом	5	6
111	для этого	3	6
112	из этих	3	6
113	в человеке	6	6
114	человека и	2	6
115	всех этих	2	6
116	сознания и	8	6
117	не менее	3	6
118	в таком	3	6
119	и только	3	6
120	и о	7	6
121	в пределах	24	6
122	она не	10	6
123	к тому	4	6
124	что такое	2	6
125	можно сказать	2	6
126	зрения на	8	6
127	большинстве случаев	10	6
128	здесь в	2	6
129	как раз	9	6
130	и что	5	6
131	же время	13	6
132	в основе	4	6
133	что это	2	5
134	ничего не	8	5
135	что она	7	5
136	с их	7	5
137	в которой	2	5
138	от того	4	5
139	во второй	2	5
140	со всеми	2	5
141	между ними	6	5
142	в этих	5	5
143	что может	4	5
144	не знает	6	5
145	самого начала	2	5
146	конечно и	3	5
147	что и	7	5
148	ее в	3	5
149	тому что	3	5
150	далеко не	7	5
151	в своих	4	5
152	в большинстве	11	5
153	сознание и	6	5
154	только то	3	5
155	это не	12	5
156	той же	8	5
157	в процессе	6	5
158	того чтобы	2	5
159	не было	5	5
160	в ее	2	5
161	с ними	2	5
162	он сам	5	5
