N	2gram	Voloshinov	Literetu
1	а не	9	50
2	и не	34	47
3	не только	10	46
4	и в	28	44
5	может быть	28	43
6	при этом	8	41
7	но и	10	41
8	в том	10	39
9	в этом	28	38
10	том что	12	32
11	хх века	2	32
12	такого рода	2	30
13	то что	17	29
14	в мире	2	28
15	в качестве	2	27
16	то же	12	26
17	как и	13	23
18	в то	7	23
19	не в	10	22
20	так и	14	22
21	того что	7	22
22	себя в	3	22
23	не может	30	22
24	я и	7	21
25	же время	6	21
26	в себе	7	20
27	и т.п	4	20
28	прежде всего	26	19
29	как бы	19	18
30	точки зрения	31	17
31	в его	25	17
32	с другой	2	17
33	сознания в	3	16
34	в этой	7	16
35	в жизни	7	16
36	со стороны	5	15
37	не менее	6	15
38	произведение искусства	2	15
39	в целом	4	15
40	я не	4	15
41	только в	11	15
42	по отношению	13	14
43	что он	12	14
44	и даже	3	14
45	в своем	4	13
46	как это	5	13
47	с одной	2	13
48	но не	7	13
49	уже не	9	13
50	и его	22	13
51	к себе	3	12
52	в данном	4	12
53	в своей	14	12
54	а также	2	12
55	еще не	8	12
56	одним из	3	12
57	отношению к	11	12
58	о том	3	12
59	одной стороны	2	12
60	никогда не	10	11
61	данном случае	4	11
62	это не	5	11
63	в другом	4	11
64	отличие от	2	11
65	с его	9	11
66	и сам	3	11
67	как в	4	11
68	в отличие	2	11
69	а в	8	11
70	в конечном	3	11
71	в основе	6	11
72	вместе с	5	11
73	этом отношении	4	10
74	для себя	2	10
75	в области	4	10
76	что в	7	10
77	отнюдь не	5	10
78	в ее	5	10
79	конечном счете	3	10
80	жизни в	3	10
81	из них	7	10
82	и на	9	10
83	потому что	4	10
84	жизни и	7	10
85	одно из	6	9
86	к тому	6	9
87	один из	10	9
88	представляет собой	2	9
89	одна из	4	8
90	в конце	2	8
91	едва ли	4	8
92	все же	8	8
93	в искусстве	3	8
94	но в	13	8
95	того же	3	8
96	уже в	3	8
97	на себя	3	8
98	для него	12	8
99	особого рода	2	8
100	и как	3	8
101	слова и	4	8
102	мира в	2	8
103	а именно	2	8
104	в своих	5	8
105	той же	5	8
106	с точки	15	8
107	о себе	4	8
108	как раз	6	8
109	до конца	7	7
110	из того	2	7
111	для всех	3	7
112	в их	2	7
113	не как	2	7
114	друг друга	2	7
115	и тем	2	7
116	это как	4	7
117	для этого	6	7
118	и для	7	7
119	по преимуществу	2	7
120	человека в	4	7
121	у нас	3	7
122	именно в	4	7
123	в самом	12	7
124	и с	10	7
125	в одном	3	7
126	он и	2	7
127	в нем	7	7
128	он не	10	7
129	его в	11	6
130	в виду	4	6
131	самом деле	14	6
132	и др	9	6
133	было бы	8	6
134	не было	5	6
135	и то	3	6
136	то в	2	6
137	во всех	13	6
138	с ее	4	6
