N	2gram	Losev_Prob	Marksizm
1	точки зрения	17	69
2	может быть	11	64
3	и в	48	63
4	и не	29	55
5	как бы	10	53
6	не может	6	47
7	с точки	13	46
8	и его	11	41
9	в этом	31	39
10	таким образом	20	38
11	как мы	5	32
12	не только	28	29
13	в нем	8	28
14	то же	6	28
15	но и	21	27
16	самом деле	3	25
17	связи с	11	25
18	прежде всего	15	24
19	как и	10	24
20	в самом	7	24
21	так и	15	23
22	только в	21	23
23	в том	25	22
24	то что	26	22
25	а не	7	22
26	при этом	6	20
27	для него	2	20
28	если мы	2	20
29	том что	29	19
30	не в	16	19
31	в его	19	19
32	если бы	2	19
33	но в	17	18
34	в ее	6	18
35	и для	11	18
36	вовсе не	18	18
37	все же	12	17
38	в то	6	16
39	по отношению	2	16
40	и как	10	16
41	ни было	2	16
42	что он	12	15
43	в связи	11	15
44	во всех	2	15
45	отношению к	2	15
46	отнюдь не	14	15
47	с помощью	2	15
48	в данном	6	14
49	хотя бы	11	14
50	в смысле	8	14
51	ничего не	3	13
52	так же	7	13
53	мы не	7	13
54	того чтобы	3	13
55	было бы	12	13
56	в своей	29	13
57	не является	2	13
58	то ни	4	13
59	что в	12	13
60	в результате	11	12
61	а в	8	12
62	того же	7	12
63	бы то	4	12
64	для того	4	12
65	является не	2	12
66	он не	4	12
67	между тем	2	12
68	на самом	2	11
69	как в	3	11
70	и все	12	11
71	к нему	3	11
72	и на	9	11
73	в ней	4	11
74	сих пор	3	11
75	все эти	12	11
76	и от	7	11
77	так как	10	11
78	еще не	4	11
79	и что	9	11
80	мы уже	2	11
81	до сих	3	11
82	никогда не	7	10
83	его в	9	10
84	и потому	4	10
85	в каждом	2	10
86	самого начала	3	10
87	здесь мы	2	10
88	с самого	3	10
89	здесь в	7	10
90	во всяком	7	10
91	с его	3	10
92	сказать что	13	10
93	к этому	2	10
94	в своем	16	10
95	с другой	8	10
96	именно в	11	10
97	конечно не	2	10
98	в таком	4	10
99	в себе	7	9
100	а как	2	9
101	это не	8	9
102	только на	2	9
103	мы видели	2	9
104	одной из	5	9
105	и это	3	9
106	к тому	7	9
107	большинстве случаев	2	9
108	в нашем	5	9
109	что это	4	9
110	не имеет	3	9
111	и более	3	9
112	ни в	17	9
113	же самое	2	9
114	в отношении	8	8
115	перед нами	14	8
116	или иной	4	8
117	и ее	2	8
118	в науке	2	8
119	не как	3	8
120	или же	2	8
121	в их	4	8
122	с этим	3	8
123	тому что	2	8
124	на этой	2	8
125	настоящее время	7	8
126	что не	3	8
127	не будет	4	8
128	что и	8	8
129	в настоящее	7	8
130	другой стороны	8	8
131	и даже	24	8
132	мы можем	5	8
133	кроме того	5	8
134	и их	7	8
135	у нас	17	8
136	на то	2	8
137	в свою	4	8
138	и с	10	8
139	не было	4	8
140	к другому	5	8
141	у него	13	8
142	ясно что	11	8
143	до конца	4	7
144	свою очередь	2	7
145	того что	8	7
146	по себе	5	7
147	могут быть	2	7
148	в качестве	9	7
149	в этой	14	7
150	в начале	6	7
151	бы в	2	7
152	в этих	3	7
153	далеко не	6	7
154	о том	17	7
155	в котором	5	7
156	он сам	3	7
157	как раз	7	7
158	не есть	3	6
159	вопрос о	2	6
160	для всего	2	6
161	то есть	38	6
162	в другом	6	6
163	он и	5	6
164	одной стороны	5	6
165	в какой	5	6
166	все это	8	6
167	тот же	6	6
168	из этих	2	6
169	же в	4	6
170	от одного	4	6
171	с одной	5	6
172	смысле слова	12	6
173	уже не	12	6
174	в корне	2	6
175	всяком случае	6	6
176	в той	5	6
177	ничего общего	6	6
178	не к	3	6
179	тем же	4	6
180	этом отношении	4	5
181	но как	3	5
182	о чем	2	5
183	в конце	10	5
184	и у	8	5
185	в виду	3	5
186	и тем	4	5
187	так называемая	2	5
188	то в	4	5
189	от этого	4	5
190	не менее	8	5
191	или в	7	5
192	той или	5	5
193	был бы	2	5
194	хотя и	10	5
195	да и	5	5
196	все время	5	5
197	тем более	2	5
198	ее в	2	5
199	по преимуществу	2	5
200	жизни в	7	5
201	в целях	3	5
202	но не	12	5
203	и является	6	5
204	для себя	6	5
205	еще более	4	5
206	таком случае	2	5
207	в одном	6	5
208	вместе с	15	5
209	в каких	3	4
210	другими словами	3	4
211	слова но	2	4
212	не могут	3	4
213	его к	2	4
214	или даже	4	4
215	нуждается в	2	4
216	в одной	2	4
217	как он	2	4
218	в тех	2	4
219	что здесь	8	4
220	едва ли	13	4
221	но именно	2	4
222	и прежде	2	4
223	в области	3	4
224	к своему	3	4
225	так что	18	4
226	нас не	3	4
227	и к	9	4
228	можно сказать	10	4
229	эта последняя	2	4
230	и он	5	4
231	в них	5	4
232	можно назвать	2	4
233	и до	2	4
234	и самого	3	4
235	он был	5	4
236	что они	4	4
237	нет и	3	4
238	не будем	3	4
239	и то	6	4
240	к его	5	4
241	именно для	4	4
242	нет ничего	3	4
243	к другой	2	4
244	в которой	7	4
245	что она	2	4
246	только что	2	4
247	же и	2	4
248	со всеми	5	4
249	она и	2	4
250	но все	6	4
251	но к	2	4
252	но для	2	4
253	точке зрения	2	4
254	из них	4	4
255	мог бы	2	4
256	уже в	4	4
257	несмотря на	7	4
258	жизни и	7	4
259	в других	5	4
260	от нее	2	4
261	из этого	6	4
262	это и	4	4
263	именно на	2	4
264	и речи	2	4
265	тем что	2	4
266	даже в	2	3
267	не о	2	3
268	еще и	6	3
269	и сама	4	3
270	само собой	3	3
271	только и	9	3
272	не все	3	3
273	по своей	3	3
274	должен быть	2	3
275	в значительной	3	3
276	конце концов	7	3
277	в году	9	3
278	тогда когда	4	3
279	и при	2	3
280	в виде	25	3
281	этот последний	2	3
282	он хочет	2	3
283	с тем	7	3
284	они и	2	3
285	не так	4	3
286	бы на	3	3
287	действительности и	4	3
288	как это	5	3
289	общего с	2	3
290	они не	3	3
291	потому что	21	3
292	каждый раз	2	3
293	том числе	2	3
294	даже и	11	3
295	во втором	2	3
296	что оно	2	3
297	всегда и	2	3
298	или вернее	4	3
299	речи о	2	3
300	и по	2	3
301	и тогда	4	3
302	есть только	4	3
303	значение и	2	3
304	и они	3	3
305	в мир	3	3
306	и вообще	11	3
307	того или	3	3
308	мысли в	2	3
309	в нашей	3	3
310	здесь не	12	3
311	но это	7	3
312	что во	2	3
313	можно было	4	3
314	поэтому и	4	3
315	в этот	4	3
316	тем не	8	3
317	себя самого	3	3
318	человека в	3	3
319	должен был	2	3
320	нет никакой	6	3
321	и о	9	3
322	ни к	2	3
323	то он	2	3
324	в дальнейшем	7	3
325	также и	21	3
326	прежде чем	2	3
327	является для	3	3
328	в своих	3	3
329	в русской	4	3
330	когда он	3	3
331	или иначе	3	3
332	из которых	2	3
333	еще в	6	3
334	здесь нет	4	3
335	если он	4	3
336	однако не	2	3
337	учение о	4	3
338	свидетельствует о	4	3
339	форму и	2	3
340	что эта	3	3
341	и есть	4	3
342	и только	4	3
343	с ним	4	3
344	того как	5	3
345	он должен	2	2
346	тем самым	2	2
347	во все	3	2
348	из всех	2	2
349	указывает на	4	2
350	или к	4	2
351	его на	3	2
352	крайней мере	8	2
353	и поэтому	2	2
354	в духе	4	2
355	и притом	8	2
356	иное как	3	2
357	ли не	2	2
358	здесь как	5	2
359	мы здесь	2	2
360	в частности	5	2
361	и за	2	2
362	тем как	2	2
363	но по	3	2
364	в атмосфере	2	2
365	была бы	3	2
366	а с	4	2
367	не столь	3	2
368	от них	2	2
369	к ним	3	2
370	не находит	2	2
371	находит в	4	2
372	же не	4	2
