N	2gram	Bakhtin_Pr	slovoVRo
1	и в	64	92
2	в романе	12	89
3	и т	14	82
4	т п	10	72
5	то есть	3	64
6	в нем	28	59
7	может быть	43	59
8	и его	21	59
9	и не	55	51
10	чужого слова	23	46
11	не только	26	44
12	не может	26	41
13	но и	26	39
14	до конца	10	37
15	в этом	33	36
16	а не	29	34
17	во всех	4	32
18	так и	8	30
19	точки зрения	31	30
20	могут быть	9	29
21	и др	7	29
22	в пределах	24	29
23	в его	30	27
24	слова в	12	26
25	все это	9	25
26	слово в	10	24
27	слова и	8	24
28	как бы	33	24
29	чужим словом	14	23
30	чужой речи	3	23
31	то же	18	23
32	и на	16	22
33	не в	15	21
34	в сущности	10	21
35	как в	7	21
36	вовсе не	12	21
37	в то	15	20
38	в процессе	6	20
39	прежде всего	16	19
40	с чужим	8	19
41	как мы	13	19
42	его слово	2	19
43	как и	25	18
44	себя в	3	18
45	же время	13	18
46	с ним	8	18
47	все же	11	17
48	оно не	3	17
49	все эти	13	17
50	в истории	2	17
51	в основе	4	17
52	и даже	5	17
53	в большинстве	11	17
54	таким образом	15	17
55	к своему	2	16
56	отличие от	4	16
57	при этом	8	16
58	в них	5	16
59	но в	14	16
60	там где	12	15
61	и с	9	15
62	со своим	2	15
63	в той	5	15
64	с точки	21	15
65	человек и	2	15
66	в отличие	4	14
67	романа и	3	14
68	узком смысле	2	14
69	в узком	2	14
70	так сказать	9	14
71	авторских интенций	4	14
72	только в	13	14
73	это не	12	13
74	и следовательно	7	13
75	точка зрения	13	13
76	рядом с	19	13
77	с его	11	13
78	европейского романа	4	13
79	чужих слов	6	13
80	отношении к	5	13
81	и для	7	13
82	с другой	7	13
83	авторской речи	3	13
84	на фоне	5	13
85	в слове	3	13
86	никогда не	11	12
87	в отношении	5	12
88	и потому	7	12
89	отношение к	4	12
90	художественного изображения	2	12
91	а в	10	12
92	или в	7	12
93	во всяком	7	12
94	словом и	3	12
95	и наконец	7	12
96	еще не	10	12
97	слово как	5	12
98	точек зрения	7	12
99	и к	5	12
100	в плане	6	11
101	чужое слово	43	11
102	один из	3	11
103	большинстве случаев	10	11
104	на его	2	11
105	с ними	2	11
106	слова как	3	11
107	в этих	5	11
108	для него	23	11
109	все они	2	10
110	в своем	12	10
111	и их	3	10
112	в том	12	10
113	и все	6	10
114	она не	10	10
115	в себе	11	10
116	с другими	8	10
117	всех этих	2	10
118	в него	6	10
119	т д	4	10
120	лишь в	4	10
121	далеко не	7	10
122	его слова	3	10
123	уже не	15	10
124	зрения на	8	10
125	его в	8	9
126	и от	3	9
127	у толстого	3	9
128	одним из	7	9
129	пределах одного	6	9
130	в основном	2	9
131	или менее	4	9
132	более того	8	9
133	к нему	11	9
134	более или	4	9
135	здесь в	2	9
136	в их	6	9
137	в своей	11	9
138	сказать что	4	9
139	одна из	5	9
140	так как	9	9
141	поэтому и	4	9
142	героя и	14	9
143	но не	12	9
144	к чужому	8	9
145	романа в	4	9
146	в смысле	3	9
147	авторские интенции	4	9
148	на почве	5	9
149	конечно не	4	9
150	он не	14	9
151	быть и	2	9
152	не могут	10	8
153	в одной	8	8
154	человека и	2	8
155	может стать	5	8
156	для понимания	4	8
157	установка на	4	8
158	авторское слово	10	8
159	в зависимости	5	8
160	в ней	2	8
161	не на	7	8
162	все время	3	8
163	с этим	3	8
164	они могут	4	8
165	своему предмету	4	8
166	зависимости от	5	8
167	человека в	8	8
168	в самом	17	8
169	входит в	9	8
170	словом в	4	8
171	для нас	2	8
172	всяком случае	4	8
173	на мир	6	8
174	стиля и	5	7
175	перед нами	12	7
176	том что	8	7
177	о слове	2	7
178	друг друга	4	7
179	но именно	3	7
180	по преимуществу	2	7
181	о нем	15	7
182	в кавычки	2	7
183	того же	3	7
184	ту же	2	7
185	сливается с	6	7
186	но здесь	4	7
187	в целом	8	7
188	у тургенева	6	7
189	связи с	3	7
190	известной степени	2	7
191	например в	5	7
192	у него	11	7
193	слово и	9	7
194	здесь не	7	7
195	за пределы	7	7
196	но все	6	7
197	также и	3	7
198	автора и	7	7
199	еще более	2	7
200	в романах	8	7
201	жизни и	3	7
202	не было	5	7
203	в таком	3	7
204	кроме того	5	7
205	же и	5	7
206	мы уже	4	7
207	даже в	6	6
208	ничего не	8	6
209	свои интенции	2	6
210	слово не	8	6
211	и слова	2	6
212	наконец в	4	6
213	как к	3	6
214	на этом	2	6
215	точку зрения	7	6
216	чужому слову	11	6
217	бы и	6	6
218	например у	3	6
219	чужие слова	2	6
220	что в	11	6
221	ни в	5	6
222	в контексте	2	6
223	в чисто	3	6
