N	2gram	Vygotskiy_	NovoeSre
1	а не	5	17
2	и в	37	16
3	не может	16	16
4	и не	15	11
5	и есть	2	10
6	что в	25	9
7	жизни и	2	8
8	в том	47	8
9	он не	11	8
10	может быть	19	7
11	как и	20	7
12	в этом	32	7
13	это есть	2	7
14	никогда не	8	6
15	в высшей	7	6
16	лишь в	9	6
17	ни в	6	6
18	не в	9	6
19	высшей степени	7	6
20	общественной жизни	3	6
21	с его	7	6
22	не только	29	5
23	в жизни	2	5
24	должен быть	6	5
25	все это	9	5
26	в нем	2	5
27	с ее	3	5
28	в ней	2	5
29	и к	9	5
30	должно быть	4	4
31	в них	5	4
32	и для	3	4
33	не имеет	5	4
34	прежде всего	12	4
35	и потому	3	4
36	и мы	3	4
37	то что	32	4
38	о том	14	4
39	это не	5	4
40	потому что	11	4
41	и все	7	4
42	смысле слова	6	3
43	тому как	3	3
44	перейти от	2	3
45	но и	23	3
46	подобно тому	2	3
47	с другой	16	3
48	в ее	3	3
49	она не	3	3
50	к тому	10	3
51	к ее	2	3
52	и пр	2	3
53	в своей	7	3
54	к ним	2	3
55	в истории	7	3
56	человека и	6	3
57	как в	7	3
58	за пределы	4	3
59	сказать что	16	3
60	во всех	4	3
61	в наши	2	3
62	вопрос о	11	3
63	не существует	4	3
64	наряду с	3	3
65	в основе	9	3
66	с тем	8	3
67	время как	4	2
68	зависит от	2	2
69	в себе	8	2
70	что она	6	2
71	и с	10	2
72	том чтобы	6	2
73	для этого	7	2
74	но не	6	2
75	в категориях	2	2
76	и т.п	5	2
77	что все	8	2
78	и от	4	2
79	не могли	2	2
80	того чтобы	23	2
81	природе и	3	2
82	и это	3	2
83	хотя бы	7	2
84	и заключается	2	2
85	в новом	3	2
86	когда мы	2	2
87	же как	8	2
88	а в	4	2
89	все время	8	2
90	но в	9	2
91	том что	42	2
92	не к	3	2
93	мысли в	6	2
94	можно назвать	2	2
95	и на	8	2
96	с этим	8	2
97	в природе	4	2
98	и что	11	2
99	все эти	6	2
100	мы не	13	2
101	на протяжении	3	2
102	движение от	2	2
103	в смысле	2	2
104	вот почему	5	2
105	можно было	6	2
106	связаны с	2	2
107	вернуться к	2	2
108	переходе от	2	2
109	мира и	2	2
110	у него	2	2
111	уже не	2	2
112	по существу	8	2
113	с их	2	2
114	как это	6	2
115	другой стороны	10	2
116	самый процесс	2	2
117	не хотим	2	2
118	так же	18	2
119	так и	12	2
120	могут быть	5	2
121	но для	2	2
122	одной стороны	15	2
123	такой же	3	2
124	в то	7	2
125	который в	7	2
126	хотя и	2	2
127	связана с	4	2
128	мысли и	7	2
129	мы говорим	2	2
130	этом смысле	3	2
131	с одной	14	2
132	потребностей и	3	2
133	и даже	5	2
134	вместе с	14	2
135	я не	4	2
