N	3gram	Bakhtin_Fr	StatiiOP
1	в том что	6	47
2	о том что	3	29
3	в этом отношении	5	24
4	для того чтобы	2	19
5	до сих пор	7	19
6	с точки зрения	6	14
7	во всяком случае	2	13
8	не может быть	5	11
9	в то же	5	9
10	то же время	5	9
11	дело в том	2	9
12	на самом деле	2	8
13	не только в	5	8
14	но все же	3	7
15	по отношению к	2	6
16	так и в	3	6
17	нужно сказать что	7	5
18	в свое время	5	5
19	в своей статье	2	5
20	но и в	5	5
21	в применении к	3	4
22	в это время	2	4
23	в другом месте	2	4
24	с одной стороны	2	4
25	и в том	2	4
26	во всех этих	2	3
27	можно сказать что	3	3
28	в том числе	10	3
29	но все это	2	3
30	в значительной степени	4	3
31	как мы видели	2	2
32	вовсе не в	2	2
33	в целом ряде	2	2
34	но в то	2	2
35	и др в	2	2
36	века и в	3	2
37	той или иной	5	2
38	и в то	2	2
39	прежде всего необходимо	2	2
40	в отличие от	4	2
41	на этот вопрос	2	2
42	вовсе не является	3	2
43	и в других	2	2
44	как бы ни	2	2
45	том числе и	7	2
46	в эту эпоху	5	2
47	и др но	2	2
48	в той или	5	2
