N	2gram	Vygotskiy_	slovoVRo
1	и в	37	92
2	в нем	2	59
3	может быть	19	59
4	и его	10	59
5	и не	15	51
6	не только	29	44
7	не может	16	41
8	но и	23	39
9	в этом	32	36
10	а не	5	34
11	во всех	4	32
12	так и	12	30
13	точки зрения	49	30
14	могут быть	5	29
15	и др	5	29
16	языка и	3	29
17	в его	16	27
18	слова в	2	26
19	все это	9	25
20	слова и	5	24
21	как бы	16	24
22	то же	12	23
23	и на	8	22
24	не в	9	21
25	в сущности	13	21
26	как в	7	21
27	вовсе не	5	21
28	в то	7	20
29	в процессе	19	20
30	прежде всего	12	19
31	как мы	11	19
32	или иной	3	18
33	как и	20	18
34	же время	2	18
35	с ним	3	18
36	все же	6	17
37	все эти	6	17
38	в истории	7	17
39	в основе	9	17
40	и даже	5	17
41	таким образом	39	17
42	к своему	2	16
43	отличие от	3	16
44	при этом	6	16
45	в них	5	16
46	но в	9	16
47	там где	8	15
48	той или	3	15
49	языков в	2	15
50	и с	10	15
51	с точки	34	15
52	в отличие	3	14
53	только в	8	14
54	это не	5	13
55	и следовательно	3	13
56	точка зрения	3	13
57	с его	7	13
58	и для	3	13
59	с другой	16	13
60	в слове	2	13
61	никогда не	8	12
62	в отношении	14	12
63	и потому	3	12
64	а в	4	12
65	или в	2	12
66	во всяком	6	12
67	словом и	3	12
68	и наконец	3	12
69	и к	9	12
70	один из	3	11
71	одной стороны	15	11
72	слова как	3	11
73	в этих	3	11
74	с одной	14	11
75	для него	5	11
76	в своем	10	10
77	и их	5	10
78	в том	47	10
79	и все	7	10
80	она не	3	10
81	в себе	8	10
82	с другими	5	10
83	всех этих	2	10
84	лишь в	9	10
85	уже не	2	10
86	может не	4	10
87	и от	4	9
88	и других	4	9
89	более того	2	9
90	в их	5	9
91	в своей	7	9
92	сказать что	16	9
93	так как	11	9
94	с ее	3	9
95	но не	6	9
96	в смысле	2	9
97	он не	11	9
98	в одной	3	8
99	человека и	6	8
100	в зависимости	8	8
101	в ней	2	8
102	все время	8	8
103	с этим	8	8
104	в значительной	2	8
105	зависимости от	8	8
106	в самом	16	8
107	для нас	4	8
108	всяком случае	5	8
109	перед нами	7	7
110	том что	42	7
111	друг друга	5	7
112	его не	3	7
113	ту же	3	7
114	в целом	29	7
115	связи с	7	7
116	у него	2	7
117	мышления и	50	7
118	значительной степени	2	7
119	за пределы	4	7
120	но все	3	7
121	также и	2	7
122	связанные с	2	7
123	жизни и	2	7
124	во всем	4	7
125	мы уже	7	7
126	даже в	4	6
127	ничего не	6	6
128	которые в	2	6
129	наконец в	2	6
130	на этом	3	6
131	точку зрения	8	6
132	бы и	4	6
133	что в	25	6
134	ни в	6	6
135	в качестве	12	6
136	можно сказать	6	6
137	другой стороны	10	6
138	лежит в	3	6
139	говорить о	4	6
140	стороны и	3	6
141	хотя бы	7	6
142	между словом	2	6
143	связан с	5	6
144	он в	6	6
145	именно в	8	6
146	в свою	4	6
147	по себе	9	6
148	в одном	5	6
149	мира и	2	6
150	между тем	10	6
151	между этими	7	5
152	отношению к	11	5
153	остается в	2	5
154	а затем	5	5
155	мы не	13	5
156	и по	3	5
157	почти всегда	2	5
158	должен быть	6	5
159	в других	2	5
160	хотя и	2	5
161	для этого	7	5
162	в данном	5	5
163	и при	2	5
164	по отношению	12	5
165	с их	2	5
166	в результате	7	5
167	этом отношении	6	5
168	не является	16	5
169	для того	19	5
170	и более	6	5
171	на протяжении	3	5
172	не с	2	5
173	как такового	2	5
174	речи в	17	5
175	о том	14	5
176	к его	3	5
177	той же	4	5
178	уже в	8	5
179	или даже	2	5
180	и сам	2	5
181	как его	2	5
182	с помощью	16	5
183	вместе с	14	5
184	для всех	8	4
185	так же	18	4
186	его на	3	4
187	и ее	9	4
188	в другом	7	4
189	что и	3	4
190	в виду	5	4
191	что он	16	4
192	он должен	4	4
193	том же	4	4
194	свою очередь	3	4
195	в виде	3	4
196	в частности	8	4
197	связано с	3	4
198	того что	28	4
199	мы видели	8	4
200	до сих	4	4
201	речи и	41	4
202	с другом	6	4
203	те же	2	4
204	в чем	5	4
205	что оно	6	4
206	тогда когда	8	4
207	не столько	4	4
208	того чтобы	23	4
209	всех своих	2	4
210	же как	8	4
211	одно и	2	4
212	прямо и	2	4
213	одной из	4	4
214	в которой	6	4
215	и слово	2	4
216	и как	7	4
217	если бы	10	4
218	с этой	7	4
219	со всеми	2	4
220	в известной	2	4
221	сих пор	4	4
222	к тому	10	4
223	друг с	6	4
224	от его	5	4
225	значение в	4	4
226	слова на	2	4
227	он может	2	4
228	в другой	2	4
229	и другим	2	4
230	из них	4	4
231	в контекст	3	4
232	из этого	6	4
