N	2gram	Bakhtin_Pr	Psycholo
1	то что	21	193
2	и в	64	190
3	в том	12	163
4	что в	11	123
5	потому что	8	114
6	том что	8	113
7	и что	5	108
8	может быть	43	107
9	таким образом	15	102
10	в этом	33	100
11	то есть	3	97
12	все время	3	86
13	в самом	17	82
14	как бы	33	80
15	того чтобы	2	78
16	что он	15	76
17	не только	26	75
18	на то	5	73
19	и не	55	73
20	что она	7	71
21	самом деле	10	70
22	и т	14	69
23	точки зрения	31	69
24	не может	26	68
25	если мы	3	66
26	так как	9	63
27	так же	8	63
28	было бы	8	56
29	если бы	12	55
30	и мы	2	54
31	то же	18	54
32	о том	5	54
33	при этом	8	52
34	как и	25	51
35	что и	7	50
36	а не	29	50
37	что это	2	49
38	только в	13	46
39	в сущности	10	46
40	сказать что	4	46
41	по себе	16	46
42	к тому	4	45
43	не в	15	45
44	в этой	5	43
45	никогда не	11	42
46	и все	6	42
47	но и	26	40
48	как раз	9	39
49	того что	3	39
50	т п	10	38
51	и это	8	37
52	мы видим	3	37
53	и как	9	36
54	вовсе не	12	34
55	и если	2	34
56	и его	21	34
57	как на	4	34
58	что все	2	33
59	когда он	2	33
60	все же	11	33
61	тому что	3	33
62	все это	9	32
63	художественного произведения	2	32
64	в себе	11	32
65	в ней	2	31
66	мы не	4	31
67	в его	30	31
68	он не	14	31
69	для нас	2	31
70	никак не	4	30
71	как будто	4	30
72	мы увидим	6	30
73	как в	7	30
74	и для	7	29
75	с точки	21	29
76	в нем	28	29
77	в основе	4	27
78	с другой	7	27
79	в своих	4	27
80	а в	10	27
81	все то	5	27
82	и на	16	27
83	так что	6	26
84	совершенно не	5	26
85	и здесь	6	25
86	жизни и	3	25
87	до конца	10	24
88	в целом	8	24
89	указывает на	2	24
90	до сих	9	24
91	тем что	6	24
92	в своем	12	23
93	сих пор	9	23
94	для этого	3	23
95	целый ряд	2	23
96	что если	3	23
97	могут быть	9	23
98	что оно	2	23
99	один из	3	23
100	и даже	5	22
101	т д	4	22
102	что у	2	22
103	с этим	3	22
104	между тем	7	22
105	из них	3	22
106	в своей	11	21
107	как мы	13	21
108	в конце	8	21
109	ни в	5	21
110	в котором	7	21
111	в которых	4	21
112	той же	8	21
113	и только	3	21
114	она не	10	20
115	все эти	13	20
116	в то	15	20
117	тот же	2	20
118	это не	12	20
119	несмотря на	7	20
120	там где	12	20
121	другой стороны	6	20
122	на этом	2	20
123	мы должны	3	19
124	в ее	2	19
125	он говорит	2	19
126	в какой	2	19
127	у него	11	19
128	в одном	20	19
129	мы уже	4	19
130	на самом	5	18
131	перед нами	12	18
132	но в	14	18
133	был бы	6	18
134	но не	12	18
135	в которой	2	18
136	с этой	2	18
137	можно было	3	18
138	зависимости от	5	18
139	и есть	3	18
140	в виду	3	17
141	одна из	5	17
142	что для	2	17
143	только не	2	17
144	во всяком	7	17
145	у нас	3	17
146	из этих	3	17
147	но это	6	17
148	и о	7	17
149	время как	2	17
150	так и	8	16
151	самого начала	2	16
152	не имеет	2	16
153	тому как	3	16
154	и к	5	16
155	от того	4	16
156	из которых	3	16
157	же как	2	16
158	то это	3	16
159	в таком	3	16
160	и потому	7	15
161	могли бы	2	15
162	в зависимости	5	15
163	еще не	10	15
164	не могут	10	15
165	далеко не	7	15
166	только на	3	15
167	в них	5	15
168	во всех	4	15
169	в результате	7	15
170	для него	23	15
171	и так	2	15
172	должна быть	8	14
173	в художественном	6	14
174	хотя бы	4	14
175	по существу	6	14
176	с ним	8	14
177	это и	5	14
178	само по	4	14
179	прежде всего	16	14
180	того как	3	14
181	бы в	7	14
182	этом отношении	3	14
183	такой же	4	14
184	в жизни	5	14
185	те же	3	14
186	всяком случае	4	14
187	то время	2	14
188	или в	7	14
189	но он	4	14
190	как он	3	13
191	а с	2	13
192	точка зрения	13	13
193	именно в	5	13
194	этот вопрос	4	13
195	и он	5	13
196	говорит он	6	13
197	в той	5	13
198	идет о	5	12
199	того же	3	12
200	что этот	2	12
201	в этих	5	12
202	в рассказе	2	12
203	в самой	9	12
204	их в	8	12
205	конце концов	7	12
206	сам по	2	12
207	может служить	3	12
208	ничего не	8	12
209	не менее	3	12
210	этой точки	2	12
211	в поэзии	2	12
212	что не	3	12
213	и до	6	12
214	например в	5	12
215	я не	6	12
216	это в	2	12
217	и уже	3	12
218	об этом	3	12
219	и с	9	12
220	образом и	4	11
221	как к	3	11
222	он должен	2	11
223	были бы	5	11
224	отличие от	4	11
225	подобно тому	3	11
226	этого слова	3	11
227	понятно что	2	11
228	его в	8	11
229	была бы	5	11
230	бы сказать	2	11
231	с его	11	11
232	есть в	2	11
233	на этот	4	11
234	уже в	5	11
235	не было	5	11
