N	3gram	Vygotskiy_	Problemy
1	с точки зрения	5	25
2	по отношению к	2	18
3	и т п	5	18
4	в этом смысле	3	16
5	на самом деле	8	15
6	не может быть	4	14
7	в конце концов	6	11
8	до сих пор	9	10
9	с самого начала	5	9
10	в самом деле	8	9
11	с другой стороны	8	9
12	друг с другом	6	8
13	в том что	30	8
14	как бы в	3	7
15	сама по себе	3	7
16	и в этом	2	7
17	и т д	6	7
18	том что он	4	6
19	в отличие от	3	6
20	той или иной	2	5
21	сам по себе	4	5
22	в зависимости от	7	5
23	можно было бы	4	5
24	друг к другу	5	4
25	может быть и	2	4
26	о том что	15	4
27	само по себе	3	4
28	сами по себе	2	4
29	в этом отношении	3	4
30	именно потому что	3	4
31	что может быть	2	4
32	что в нем	3	4
33	все то что	6	3
34	и то же	4	3
35	в то время	4	3
36	в данном случае	3	3
37	нам кажется что	2	3
38	все это было	2	3
39	на то что	25	3
40	и это не	2	3
41	одно и то	3	3
42	не только не	4	3
43	и в самом	3	3
44	на этот вопрос	5	3
45	то время как	4	3
46	никак не может	3	3
47	в этом случае	2	3
48	мы увидим что	7	3
49	в том и	3	3
50	можно сказать что	3	3
51	то же самое	8	2
52	он может быть	2	2
53	этой точки зрения	3	2
54	то что он	5	2
55	одна и та	2	2
56	то что в	4	2
57	и в том	2	2
58	и та же	3	2
59	что он не	3	2
60	и что он	2	2
61	в лучшем случае	3	2
62	друг от друга	2	2
63	не только в	5	2
64	сводится к тому	3	2
65	к тому что	8	2
66	оно может быть	2	2
67	таким образом все	2	2
68	для этого необходимо	2	2
69	вместе с тем	4	2
70	дело в том	2	2
71	для того чтобы	41	2
72	он знает что	2	2
73	рядом с этим	2	2
74	в целом ряде	2	2
