N	2gram	Voloshinov	Myslijsy
1	и в	13	121
2	может быть	8	107
3	в том	2	103
4	то что	6	83
5	что в	3	73
6	и не	8	73
7	только в	6	72
8	не только	6	67
9	а не	2	67
10	таким образом	6	64
11	в языке	2	60
12	том что	2	59
13	так как	3	59
14	в этом	2	59
15	но и	3	59
16	то же	4	56
17	не в	3	54
18	если бы	2	53
19	в себе	3	53
20	не может	8	52
21	в сознании	4	46
22	в нем	2	45
23	было бы	4	45
24	как и	3	42
25	мы не	4	38
26	так и	3	37
27	при этом	2	37
28	как в	2	37
29	тем что	2	33
30	по отношению	3	30
31	а в	2	30
32	между тем	2	29
33	вовсе не	2	28
34	мы можем	4	28
35	для него	2	28
36	могут быть	2	27
37	с этим	3	27
38	отношению к	3	26
39	языка и	5	25
40	между собою	2	24
41	как бы	6	23
42	но в	4	22
43	не имеет	2	22
44	с другой	2	22
45	не менее	2	21
46	в ней	2	20
47	в одном	3	20
48	есть не	2	19
49	и то	3	19
50	в самом	2	18
51	в его	7	17
52	слова и	2	17
53	точки зрения	7	17
54	уже в	2	17
55	к тому	2	16
56	в которой	3	16
57	так же	2	16
58	в них	2	16
59	с одной	2	15
60	думать что	2	15
61	и тем	2	15
62	прежде всего	9	15
63	мы должны	6	14
64	в действительности	2	14
65	там где	2	14
66	все же	5	14
67	и все	3	13
68	те же	2	13
69	и может	2	13
70	и его	12	13
71	никогда не	3	12
72	и при	2	12
73	что же	3	12
74	все это	4	12
75	поэтического произведения	3	12
76	в чем	2	12
77	другой стороны	2	12
78	в каждом	4	12
79	к одному	3	11
80	и их	7	11
81	и следовательно	2	10
82	одной стороны	2	10
83	и для	3	10
84	хотя бы	5	10
85	слово в	3	10
86	тех пор	4	10
87	мы видим	2	10
88	бы в	2	10
89	с точки	5	9
90	самом деле	3	9
91	в целом	2	9
92	на язык	2	9
93	до тех	4	9
94	тот же	2	8
95	одно и	3	8
96	отношений между	2	8
97	не как	3	8
98	что они	2	8
99	во всем	2	8
100	вслед за	2	8
101	с ними	2	8
102	художественное произведение	2	8
103	говорить о	3	8
104	но мы	4	7
105	для себя	2	7
106	а как	2	7
107	самого начала	2	7
108	в искусстве	3	7
109	языка как	3	7
110	с самого	2	7
111	все эти	2	7
112	за пределы	3	7
113	превращается в	3	7
114	с этой	2	7
115	в своих	2	7
116	вряд ли	3	7
117	в данном	2	7
118	которое мы	2	7
119	несмотря на	2	7
120	его на	2	6
121	в ее	3	6
122	в своей	4	6
123	художественного произведения	5	6
124	и к	2	6
125	представлений и	2	6
126	в их	3	6
127	может стать	2	6
128	человеческой речи	2	6
129	да и	3	6
130	явлений и	2	6
131	мог бы	2	6
132	и уже	3	6
133	ничего общего	3	6
134	лишь в	4	6
135	мы уже	2	6
136	в процессе	5	5
137	от своего	2	5
138	общего с	3	5
139	нет ничего	2	5
140	входит в	2	5
141	в области	2	5
142	в произведении	2	5
143	не столько	3	5
144	слов и	4	5
145	о языке	2	5
146	в течение	2	5
147	данном случае	2	4
148	иное как	2	4
149	не что	2	4
150	в другом	2	4
151	от этого	2	4
152	но так	2	4
153	в поэзии	5	4
154	не на	2	4
155	кажется что	2	4
156	что иное	2	4
157	себе что	2	4
158	не мог	2	4
159	собственно говоря	2	4
160	тела и	3	4
161	языка но	2	4
162	в связи	2	4
163	имеет место	2	4
164	сознания и	2	4
165	и ее	2	3
166	в отношении	2	3
167	и др	2	3
168	в ряд	2	3
169	здесь мы	3	3
170	может иметь	2	3
171	может в	2	3
172	при восприятии	2	3
173	представим себе	2	3
174	и наконец	5	3
175	связанные с	2	3
176	что эта	2	3
177	которое может	2	3
178	но для	3	3
179	который мы	2	3
180	в общем	2	3
181	истории языка	2	3
182	в двух	4	3
183	ее в	2	3
184	пор пока	3	3
185	еще и	4	2
186	во времени	2	2
187	в полном	2	2
188	роль в	2	2
189	же слово	2	2
190	ни одно	2	2
191	но такое	2	2
192	в г	2	2
193	мы получим	2	2
194	и эта	5	2
195	понятно что	3	2
196	только путем	3	2
197	от всех	2	2
198	и должно	2	2
199	нуждается в	2	2
200	вопроса о	4	2
201	на две	2	2
202	мы понимаем	2	2
203	художественных произведений	2	2
204	не исчерпывается	2	2
205	всей своей	2	2
206	есть прежде	3	2
207	зависимости от	2	2
