N	2gram	Vygotskiy_	VLabPisa
1	таким образом	35	32
2	в этом	30	29
3	не только	24	26
4	и в	55	26
5	и т	12	25
6	может быть	34	23
7	хотя бы	5	20
8	и не	19	20
9	не может	15	17
10	т д	6	16
11	в письме	2	16
12	в том	50	15
13	в его	8	15
14	этом отношении	3	14
15	в силу	3	14
16	прежде всего	6	13
17	все это	8	13
18	вот что	2	12
19	в частности	6	12
20	как это	16	12
21	в качестве	2	12
22	что в	43	11
23	с другой	12	11
24	из них	7	11
25	то же	16	10
26	не могут	4	10
27	но и	16	10
28	и др	2	10
29	о том	24	10
30	в художественном	4	10
31	по этому	5	10
32	к этому	5	9
33	об этом	5	9
34	т п	5	9
35	для него	5	9
36	в своем	12	8
37	том что	46	8
38	ни один	2	8
39	могут быть	8	8
40	другой стороны	8	8
41	все эти	5	8
42	было бы	15	8
43	только в	12	8
44	вместе с	16	8
45	очевидно что	3	7
46	это не	9	7
47	из этих	4	7
48	во всех	6	7
49	по отношению	3	7
50	художественное произведение	5	7
51	то что	69	7
52	отношению к	2	7
53	тому что	11	7
54	как и	9	7
55	их в	4	7
56	в нем	13	7
57	в конечном	2	7
58	главным образом	3	7
59	этому поводу	4	7
60	не было	2	7
61	говорит о	5	7
62	же в	3	7
63	а не	16	7
64	не в	12	6
65	в то	6	6
66	в себе	13	6
67	художественного произведения	3	6
68	это и	7	6
69	все же	11	6
70	у него	9	6
71	думается что	4	6
72	в искусстве	12	6
73	так и	6	6
74	приводит к	2	6
75	один из	9	6
76	в зависимости	7	6
77	и его	10	6
78	между тем	4	6
79	никогда не	15	5
80	даже в	2	5
81	сказать что	14	5
82	в одном	5	5
83	конечном счете	2	5
84	перед нами	5	5
85	в результате	6	5
86	как говорит	6	5
87	в пределах	3	5
88	зависимости от	9	5
89	в их	3	5
90	не является	3	5
91	и при	3	5
92	действующих лиц	9	5
93	к тому	12	5
94	он говорит	5	5
95	как бы	33	5
96	в них	7	5
97	в целом	7	5
98	следует понимать	2	5
99	связи с	2	5
100	же время	2	5
101	и есть	7	5
102	по поводу	6	4
103	одна из	6	4
104	в сознании	2	4
105	в нашей	5	4
106	одном из	2	4
107	только что	11	4
108	в виду	5	4
109	вот как	2	4
110	это только	5	4
111	ее в	2	4
112	что он	30	4
113	в романе	2	4
114	по существу	4	4
115	с тем	10	4
116	что все	12	4
117	следующим образом	2	4
118	что для	6	4
119	когда он	10	4
120	должен быть	3	4
121	для его	2	4
122	в самом	18	4
123	равно как	2	4
124	как раз	19	4
125	в ее	3	4
126	в своей	8	4
127	во время	4	4
128	можно сказать	4	4
129	в этой	15	4
130	из его	4	4
131	рассказывает о	2	4
132	художественном произведении	3	4
133	с его	6	4
134	и от	2	3
135	никак не	10	3
136	например в	2	3
137	при помощи	5	3
138	и к	5	3
139	с этим	4	3
140	мы имеем	10	3
141	так же	19	3
142	но как	3	3
143	и он	7	3
144	вслед за	3	3
145	всех этих	3	3
146	бы в	7	3
147	в форме	2	3
148	в конце	10	3
149	его в	2	3
150	и как	10	3
151	тому как	3	3
152	что художник	3	3
153	если бы	21	3
154	это делает	3	3
155	как он	6	3
156	для того	45	3
157	и их	3	3
158	у нас	7	3
159	как на	15	3
160	говорил что	2	3
161	утверждает что	6	3
162	его не	2	3
163	мы знаем	4	3
164	того что	12	3
165	образом в	3	3
166	мы видели	2	3
167	нет и	2	3
168	далеко не	4	3
169	этот вопрос	6	3
170	что у	7	3
171	а в	7	3
172	толстого в	2	3
173	в котором	5	3
174	именно в	9	3
175	точки зрения	15	3
176	даже и	2	3
177	в которых	4	3
178	что оно	12	3
179	со своим	2	3
180	естественно что	2	3
181	между ними	2	3
182	что не	5	3
183	жизни и	8	3
184	того чтобы	43	3
185	что и	11	3
186	сводится к	7	3
187	или в	6	3
188	что они	11	3
189	это мы	2	3
190	вовсе не	8	3
191	в противоположность	3	3
192	относится к	2	2
193	да и	4	2
194	иметь в	3	2
195	в воображении	3	2
196	на это	3	2
197	или иной	2	2
198	показывает что	3	2
199	и потому	8	2
200	как например	2	2
201	которые в	2	2
202	к этим	2	2
203	искусство как	5	2
204	то это	6	2
205	о чем	4	2
206	одной стороны	15	2
207	можно было	6	2
208	в каждом	2	2
209	должно быть	6	2
210	что она	10	2
211	легко и	2	2
212	искусства не	5	2
213	некоторые авторы	2	2
214	отличается от	4	2
215	в другом	3	2
216	что нет	3	2
217	и даже	4	2
218	от того	6	2
219	в самых	4	2
220	ли не	2	2
221	мысль о	5	2
222	конце концов	6	2
223	а как	3	2
224	нет ни	4	2
225	все они	2	2
226	в особенности	3	2
227	что действие	4	2
228	в области	2	2
229	только для	2	2
230	и наконец	5	2
231	понятно что	6	2
232	еще не	6	2
233	они должны	2	2
234	в которой	4	2
235	в течение	2	2
236	что ни	4	2
237	сих пор	9	2
238	формы и	4	2
239	с одной	15	2
240	же самое	13	2
241	что даже	3	2
242	заключается в	13	2
243	сюжета и	2	2
244	то о	2	2
245	не с	2	2
246	эта теория	6	2
247	одной из	2	2
248	так например	5	2
249	что его	2	2
250	в жизни	2	2
251	том чтобы	7	2
252	но не	9	2
253	и для	13	2
254	искусства и	8	2
255	и этот	2	2
256	стороны и	5	2
257	о фантазии	2	2
258	на него	4	2
259	только с	3	2
260	но в	7	2
261	они не	3	2
262	на то	27	2
263	он может	3	2
264	могло бы	4	2
265	он в	3	2
266	такое понимание	2	2
267	ли это	3	2
268	что такое	2	2
269	знаем что	5	2
270	в своих	9	2
271	ни одна	2	2
272	себе и	4	2
273	в ней	5	2
274	и заключается	6	2
275	будто бы	3	2
276	к его	2	2
277	этой точки	3	2
278	на этом	11	2
279	искусстве и	3	2
280	к сожалению	2	2
281	из которых	5	2
282	что мы	12	2
283	смысле слова	2	2
284	только не	5	2
285	представить себе	2	2
286	по себе	13	2
287	и просто	3	2
288	в образах	2	2
289	ни одного	5	2
290	внимание на	4	2
291	человека в	3	2
292	а затем	2	2
293	же как	4	2
294	и дальше	3	2
295	и может	3	2
296	по его	5	2
297	только о	2	2
298	он не	10	2
299	должна быть	2	2
300	ту же	3	2
301	остановимся на	4	2
302	что при	5	2
303	в большей	2	2
304	на язык	2	2
305	во всяком	2	2
306	до сих	9	2
307	того как	4	2
