N	2gram	Bakhtin_Fr	StatiiOP
1	и в	67	103
2	в том	16	89
3	том что	13	77
4	в этом	27	76
5	что в	14	74
6	не только	23	60
7	о том	8	47
8	но и	23	46
9	то что	9	44
10	что он	7	42
11	в его	17	42
12	и не	23	41
13	может быть	4	38
14	было бы	5	32
15	в этой	13	31
16	вовсе не	19	31
17	все это	15	29
18	тем что	3	29
19	таким образом	20	28
20	в г	2	28
21	а в	4	27
22	а не	6	27
23	но в	20	26
24	что это	4	25
25	так и	14	25
26	этом отношении	7	24
27	и его	19	24
28	все же	7	23
29	не в	8	23
30	точки зрения	7	23
31	потому что	8	23
32	того что	4	22
33	в области	2	22
34	прежде всего	19	22
35	для того	8	22
36	у нас	3	22
37	как в	4	22
38	того чтобы	9	21
39	это не	5	20
40	до сих	3	20
41	в то	17	19
42	сих пор	3	19
43	в своей	6	19
44	г в	2	19
45	только в	6	19
46	об этом	5	18
47	не может	9	18
48	с другой	3	18
49	в котором	3	18
50	он не	9	18
51	в году	6	17
52	самом деле	6	17
53	в данном	4	17
54	как на	6	17
55	в самом	7	17
56	как бы	18	17
57	с этим	6	16
58	сказать что	12	16
59	в ней	10	16
60	можно было	5	16
61	если бы	2	16
62	в отношении	2	15
63	с тем	3	15
64	как и	19	15
65	для него	4	15
66	например в	6	15
67	по поводу	5	15
68	другой стороны	2	15
69	из этих	4	15
70	также и	11	15
71	и на	12	15
72	у него	4	15
73	как раз	5	15
74	так например	3	14
75	к тому	4	14
76	между тем	3	14
77	то же	18	14
78	в течение	3	14
79	но все	2	14
80	с точки	5	14
81	и что	3	14
82	в своем	13	13
83	в конце	12	13
84	но это	10	13
85	в качестве	5	13
86	в нем	20	13
87	дело в	5	13
88	именно в	5	13
89	из них	5	13
90	в той	2	13
91	жизни и	11	13
92	вместе с	5	13
93	не менее	4	12
94	что они	3	12
95	так как	16	12
96	в первой	5	12
97	хотя бы	2	12
98	что у	2	12
99	ни в	5	12
100	никогда не	6	11
101	и с	18	11
102	в другом	4	11
103	своего рода	7	11
104	в них	12	11
105	все эти	12	11
106	и по	3	11
107	из его	2	11
108	это было	4	11
109	на то	2	11
110	не было	3	11
111	на самом	8	10
112	так же	13	10
113	в виду	2	10
114	а как	3	10
115	в частности	4	10
116	ничего не	5	10
117	связь с	3	10
118	не столько	5	10
119	в целом	2	10
120	что и	8	10
121	отметить что	3	10
122	в истории	2	10
123	в начале	2	10
124	во всех	20	10
125	во второй	3	10
126	кроме того	11	10
127	но не	6	10
128	же время	14	10
129	но он	5	10
130	в каждом	3	9
131	в чем	6	9
132	несмотря на	3	9
133	место в	3	9
134	там где	10	9
135	он был	8	9
136	во время	15	9
137	можно сказать	4	9
138	в одном	7	9
139	времени и	4	9
140	и для	4	9
141	и к	7	9
142	что эта	3	9
143	и это	5	9
144	до конца	2	8
145	в их	4	8
146	связано с	3	8
147	и др	11	8
148	той же	6	8
149	в общем	5	8
150	связи с	7	8
151	к этому	4	8
152	а также	4	8
153	это в	3	8
154	что она	4	8
155	в результате	5	8
156	и даже	6	8
157	одним из	7	8
158	такой же	5	8
159	и о	8	8
160	не имеет	4	8
161	в которых	3	8
162	нужно сказать	4	8
163	подчеркнуть что	5	8
164	данном случае	4	7
165	том как	2	7
166	о чем	5	7
167	это очень	2	7
168	вплоть до	2	7
169	что здесь	3	7
170	одной из	6	7
171	что все	4	7
172	в эту	2	7
173	и сейчас	2	7
174	того же	6	7
175	во втором	3	7
176	как это	5	7
177	тем более	3	7
178	в ее	2	7
179	с самого	3	7
180	не все	2	7
181	и то	2	7
182	кажется что	2	7
183	то в	3	7
184	мы находим	5	7
185	лишь в	3	7
186	еще не	5	7
187	еще и	6	7
188	связан с	2	7
189	на этот	4	7
190	из этого	5	7
191	то время	4	7
192	не мог	8	7
193	даже в	5	6
194	в себе	3	6
195	в одной	3	6
196	должен быть	2	6
197	в новом	3	6
198	своего времени	3	6
199	его не	5	6
200	по существу	4	6
201	к нему	5	6
202	и все	18	6
203	что на	3	6
204	на его	2	6
205	и во	4	6
206	его эпохи	2	6
207	и языка	2	6
208	же как	4	6
209	и вообще	3	6
210	с его	11	6
211	одно из	2	6
212	независимо от	3	6
213	его как	4	6
214	мы не	6	6
215	и здесь	6	6
216	в особенности	7	6
217	же и	2	6
218	и сам	2	6
219	в жизни	4	6
220	говорить о	5	6
221	и за	2	6
222	его в	10	5
223	на эту	3	5
224	этого рода	3	5
225	это и	10	5
226	том же	3	5
227	как он	3	5
228	точку зрения	3	5
229	в основу	2	5
230	в сторону	2	5
231	одной стороны	2	5
232	что не	4	5
233	один из	6	5
234	конечно и	4	5
235	в уста	2	5
236	при этом	5	5
237	думать что	2	5
238	в сущности	13	5
239	нужно отметить	3	5
240	хотя и	6	5
241	самого начала	3	5
242	в духе	4	5
243	которую он	3	5
244	другом месте	3	5
245	всех этих	9	5
246	не как	3	5
247	к ней	2	5
248	целый ряд	2	5
249	как будто	2	5
250	но они	6	5
251	не могло	3	5
252	с одной	2	5
253	на протяжении	2	5
254	нет и	4	5
255	ни с	2	5
256	вообще не	3	5
257	раз в	2	5
258	поэтому в	4	5
259	в мировой	3	5
260	и если	3	5
