N	2gram	Bakhtin_Fr	Tragedij
1	и в	73	18
2	в романе	10	10
3	в году	12	9
4	в этом	21	9
5	не только	11	8
6	и не	13	7
7	он сам	4	7
8	и на	12	7
9	как бы	15	7
10	и с	17	7
11	может быть	5	7
12	же время	12	6
13	что он	8	6
14	но в	12	6
15	и его	18	6
16	в образе	6	6
17	у него	13	6
18	это очень	2	5
19	несмотря на	3	5
20	что это	9	5
21	к жизни	4	5
22	все же	2	5
23	это не	7	5
24	то же	16	5
25	как и	19	5
26	в дальнейшем	3	5
27	так и	13	5
28	не может	4	5
29	в то	14	5
30	что в	14	4
31	еще не	3	4
32	но и	15	4
33	прежде всего	18	4
34	об этом	2	4
35	том что	8	4
36	в этой	18	4
37	и что	5	4
38	так же	11	4
39	и все	19	4
40	все это	19	4
41	в нем	18	4
42	то что	12	4
43	но это	3	4
44	я не	3	4
45	и даже	4	4
46	в себе	16	4
47	этот образ	6	4
48	один из	5	3
49	своего рода	3	3
50	и как	5	3
51	в мире	3	3
52	уже в	9	3
53	тем самым	3	3
54	что образ	4	3
55	к нему	7	3
56	в своем	13	3
57	при этом	5	3
58	в его	18	3
59	эпизод с	12	3
60	все эти	24	3
61	и он	4	3
62	о чем	2	3
63	в основном	2	3
64	с ее	3	3
65	и сам	2	3
66	никто не	11	3
67	должно быть	4	3
68	как в	9	3
69	как это	2	3
70	жизнь и	3	3
71	для него	7	3
72	то есть	36	3
73	в конце	9	3
74	с ним	6	3
75	никогда не	6	2
76	в самом	9	2
77	и то	3	2
78	но все	5	2
79	до конца	5	2
80	с тем	2	2
81	но особенно	2	2
82	одна из	7	2
83	тем что	8	2
84	перед нами	5	2
85	в одном	5	2
86	его в	3	2
87	не имеет	4	2
88	в виде	2	2
89	ничего не	4	2
90	в силах	2	2
91	отца и	2	2
92	в данном	3	2
93	не могут	3	2
94	в ее	6	2
95	но эта	2	2
96	что все	3	2
97	к тому	2	2
98	говорит о	2	2
99	о том	13	2
100	что и	6	2
101	ни в	7	2
102	не в	12	2
103	и здесь	5	2
104	это уже	3	2
105	потому что	9	2
106	жизнью и	2	2
107	одном из	5	2
108	не просто	3	2
109	в частности	2	2
110	как у	3	2
111	так что	2	2
112	он не	4	2
113	и ее	2	2
114	ничем не	3	2
115	уже не	2	2
116	из самых	4	2
117	и это	6	2
118	говорит что	2	2
119	если б	2	2
120	но они	3	2
121	в том	13	2
122	в глаза	2	2
123	и до	14	2
124	не был	2	2
125	не мог	2	2
126	еще в	4	2
127	его за	2	2
128	он и	2	2
129	с его	5	2
130	он был	7	2
131	в это	3	2
132	времени в	2	2
133	отношение к	3	2
