N	2gram	Potebnia_M	Istorich
1	и в	58	181
2	и т	10	160
3	т д	6	142
4	может быть	47	115
5	не только	32	114
6	что он	5	111
7	что в	34	90
8	но и	26	85
9	в этом	18	81
10	так как	29	75
11	то что	24	73
12	таким образом	21	72
13	вместе с	12	71
14	и не	34	67
15	все же	11	65
16	мы видим	5	65
17	в этих	10	64
18	еще не	9	63
19	не может	30	61
20	так же	7	57
21	то же	13	56
22	никогда не	7	56
23	в том	38	53
24	том что	21	53
25	с другой	13	52
26	а в	11	52
27	потому что	89	52
28	что и	16	51
29	и что	13	51
30	мы видели	5	49
31	о том	6	48
32	а не	38	48
33	связь с	2	47
34	его в	3	47
35	не в	23	47
36	другой стороны	7	46
37	превращается в	2	45
38	мы должны	4	44
39	но в	12	44
40	это не	10	43
41	и его	7	43
42	мы знаем	2	42
43	в нем	26	42
44	показывает что	3	42
45	только в	36	42
46	как в	18	42
47	или в	4	39
48	в его	7	38
49	для нас	29	38
50	тем что	15	38
51	и на	8	38
52	так и	17	37
53	он не	4	37
54	уже не	4	37
55	как и	16	37
56	мы можем	10	36
57	мы увидим	3	36
58	с тем	9	35
59	что они	6	35
60	все эти	3	35
61	мы не	17	35
62	не всегда	2	34
63	во время	5	34
64	что это	5	34
65	но не	19	34
66	связи с	6	34
67	у него	3	34
68	там где	8	33
69	сих пор	5	32
70	так в	4	31
71	ничего не	2	31
72	прежде всего	8	31
73	один из	2	31
74	то это	8	31
75	при помощи	2	30
76	с этим	11	30
77	до сих	5	30
78	с одной	7	30
79	к нему	2	30
80	но все	4	29
81	как мы	3	29
82	одной стороны	6	29
83	но это	7	29
84	например в	4	28
85	что она	3	28
86	и с	3	28
87	как он	5	27
88	так что	23	27
89	того что	15	27
90	могут быть	17	27
91	в ней	9	26
92	на него	6	26
93	вопрос о	5	25
94	было бы	21	24
95	если бы	23	24
96	что мы	11	24
97	к этому	3	24
98	не менее	10	24
99	видно что	2	24
100	того как	12	24
101	все это	3	23
102	тем не	11	23
103	точно так	18	23
104	в этой	3	23
105	их в	2	23
106	и это	3	23
107	как бы	12	23
108	при этом	17	22
109	и по	8	22
110	с ним	7	22
111	в некоторых	4	22
112	в одном	13	21
113	сказать что	5	21
114	в другом	3	21
115	должны были	2	21
116	к тому	5	21
117	они не	5	21
118	здесь не	2	21
119	в связи	2	21
120	она не	3	20
121	одна из	4	20
122	в других	6	20
123	из них	2	20
124	видели что	2	20
125	из этих	8	20
126	так например	5	19
127	и как	11	19
128	после того	3	19
129	что у	2	19
130	в другой	4	19
131	на том	2	19
132	не совсем	3	19
133	на то	5	19
134	но он	3	19
135	после этого	2	18
136	не все	3	18
137	вовсе не	13	18
138	в то	6	18
139	то и	15	17
140	и только	6	17
141	том как	6	17
142	в них	7	17
143	выше мы	2	17
144	то мы	4	16
145	и они	2	16
146	всех этих	2	16
147	со стороны	11	16
148	и все	6	16
149	в котором	5	16
150	этот вопрос	2	16
151	во всех	12	16
152	в целом	3	15
153	в своей	3	15
154	некоторых случаях	2	15
155	и то	4	15
156	случаи когда	2	15
157	друг друга	6	15
158	и даже	4	15
159	в которых	2	15
160	как будто	2	15
161	в одной	2	15
162	и тем	5	15
163	увидим что	4	15
164	что при	6	15
165	от него	8	14
166	у нас	3	14
167	но мы	3	14
168	такое же	3	14
169	должна быть	4	14
170	с этой	3	14
171	на вопрос	3	14
172	отношению к	13	14
173	и есть	4	14
174	его на	3	14
175	по отношению	15	14
176	находится в	2	14
177	образом мы	3	14
178	в нее	4	13
179	на ней	4	13
180	в животных	4	13
181	что иное	2	13
182	и для	8	13
183	все что	5	13
184	в таких	2	13
185	и от	5	13
186	его не	3	13
187	тогда как	10	13
188	на этом	3	13
189	в своем	3	13
190	время как	2	13
191	и у	3	13
192	не имеет	9	13
193	и если	6	13
194	в себе	22	13
195	с ними	2	13
196	эти представления	2	13
197	по себе	24	13
198	то время	3	13
199	таким же	3	13
200	во всем	5	12
201	в их	3	12
202	к этой	3	12
203	ответ на	2	12
204	и их	6	12
205	одним из	2	12
206	в более	4	12
207	между прочим	5	12
208	хотя бы	4	12
209	за ним	2	12
210	только после	2	12
211	что не	15	12
212	к ней	3	12
213	от этого	2	11
214	никто не	3	11
215	и более	3	11
216	связанные с	3	11
217	относится к	5	11
218	главным образом	4	11
219	точки зрения	8	11
220	хотя и	6	11
221	но уже	2	11
222	уже в	5	11
223	человека в	3	11
224	иное как	2	11
225	на нее	2	11
226	далеко не	4	11
227	же в	7	11
228	к которому	5	11
229	этого не	2	11
230	дает нам	2	11
231	не что	2	11
232	по мере	10	11
233	такой же	4	11
234	но оно	3	11
235	должны быть	11	11
236	он видит	2	10
237	что же	3	10
238	в ее	2	10
239	известно что	3	10
240	но если	4	10
241	он может	2	10
242	указывает на	2	10
243	но как	4	10
244	есть только	16	10
245	вслед за	2	10
246	если не	5	10
247	не знаем	2	10
248	к ним	3	10
249	их не	2	10
250	там же	9	10
251	не мог	3	10
252	в состоянии	5	10
253	не как	4	10
254	и других	6	10
255	то чего	2	10
256	то не	5	10
257	в которой	5	10
258	ни в	2	10
259	его к	3	10
260	а на	2	10
261	от них	2	10
262	не было	7	10
263	не можем	5	10
264	а как	3	9
265	он должен	2	9
266	в истории	8	9
267	тот же	5	9
268	если это	2	9
269	в свою	8	9
270	что за	3	9
271	из этого	2	9
272	из него	3	9
273	в себя	2	9
274	не могут	10	9
275	тогда когда	15	9
276	по этому	2	9
277	но эти	4	9
278	на этот	2	9
279	более или	6	9
280	зависит от	6	9
281	жизни и	3	9
282	что на	9	9
283	не будет	2	9
284	или же	7	9
285	или менее	6	9
286	же не	2	9
287	только на	4	9
288	в чем	6	9
289	себе в	2	9
290	стороны и	3	9
291	и вместе	5	9
292	не видно	5	9
293	с его	3	9
294	в течение	2	9
295	тем самым	6	8
296	не имеют	7	8
297	должен быть	2	8
298	доказывает что	3	8
299	только тогда	7	8
300	одно из	5	8
301	но вместе	4	8
302	для этого	2	8
303	только что	4	8
304	предположение что	2	8
305	именно в	2	8
306	что такое	3	8
307	тому как	8	8
308	во всяком	9	8
309	или даже	3	8
310	не дает	2	8
311	мы будем	3	8
312	образом и	2	8
313	мере того	6	8
314	смысле этого	3	8
315	на другой	2	8
316	на это	2	8
317	в жизни	5	8
318	подобно тому	7	8
319	но она	3	8
320	и потому	7	8
321	и другое	7	8
322	также что	2	8
323	что его	2	8
324	не так	6	8
325	в некотором	2	8
326	но с	3	8
327	от того	9	8
328	или по	2	8
329	его с	3	8
