N	3gram	Vygotskiy_	VeschiIm
1	и т д	10	38
2	не может быть	14	24
3	не что иное	2	12
4	бы то ни	2	12
5	что иное как	2	12
6	тем не менее	6	11
7	в том что	21	9
8	в самом деле	13	7
9	на то что	12	7
10	сама по себе	2	7
11	по сравнению с	3	7
12	с точки зрения	12	6
13	в то же	2	5
14	подобно тому как	7	5
15	не потому что	2	5
16	в чем же	2	5
17	было бы и	2	5
18	и тем не	2	5
19	в свою очередь	3	5
20	и то что	3	5
21	с этой точки	5	4
22	не только не	4	4
23	более или менее	3	4
24	то время как	6	4
25	этой точки зрения	7	4
26	сам по себе	4	4
27	о том что	9	4
28	в то время	6	4
29	само по себе	8	4
30	от того что	2	4
31	то же время	2	4
32	мы не можем	2	3
33	можно сказать что	2	3
34	в собственном смысле	3	3
35	можно было бы	2	3
36	вместе с тем	3	3
37	заключается в том	13	3
38	с одной стороны	6	3
39	только то что	2	3
40	с другой стороны	7	3
41	указывает на то	4	3
42	сами по себе	4	3
43	мы видели что	2	3
44	все то что	3	2
45	во всяком случае	7	2
46	в применении к	2	2
47	в основе своей	2	2
48	для того чтобы	11	2
49	в этом отношении	7	2
50	только о том	2	2
51	том что он	2	2
52	к тому что	2	2
53	в отношении к	3	2
54	в связи с	2	2
55	мы видим что	4	2
56	то что у	3	2
57	то что я	2	2
58	в конце концов	6	2
59	так же как	8	2
60	только тогда когда	4	2
61	и таким образом	4	2
62	заключается не в	2	2
63	в этом смысле	3	2
64	и в частности	2	2
65	тех или иных	2	2
66	в том чтобы	9	2
