N	2gram	Bakhtin_Fr	Analitik
1	не только	11	71
2	и в	73	66
3	в качестве	11	61
4	но и	15	57
5	в том	13	52
6	может быть	5	52
7	в частности	2	51
8	в этом	21	51
9	как и	19	50
10	и не	13	48
11	а не	2	42
12	том что	8	40
13	при этом	5	40
14	так и	13	35
15	то есть	36	35
16	в мире	3	31
17	своего рода	3	30
18	не может	4	29
19	как бы	15	29
20	а в	10	28
21	в его	18	27
22	и его	18	27
23	не в	12	26
24	в себе	16	24
25	к тому	2	22
26	и даже	4	22
27	в этой	18	22
28	что в	14	22
29	лишь в	2	21
30	и т.п	21	20
31	о том	13	20
32	по отношению	3	19
33	но в	12	19
34	в своей	4	19
35	то же	16	19
36	в самом	9	19
37	с его	5	19
38	в то	14	18
39	в данном	3	18
40	отношению к	3	18
41	тем самым	3	17
42	с другой	3	17
43	только в	7	17
44	то что	12	16
45	что и	6	16
46	не есть	2	15
47	в их	5	15
48	прежде всего	18	15
49	в сущности	8	15
50	уже не	2	15
51	и на	12	15
52	между тем	2	15
53	того же	7	14
54	мы имеем	2	14
55	себя в	3	14
56	далеко не	2	14
57	же время	12	14
58	в себя	3	14
59	по себе	2	13
60	ничего не	4	13
61	точки зрения	6	13
62	в начале	4	13
63	как раз	3	13
64	для него	7	13
65	а также	8	13
66	он не	4	13
67	никогда не	6	12
68	и к	6	12
69	есть не	2	12
70	как это	2	12
71	в первой	4	12
72	еще не	3	12
73	в эпизоде	10	12
74	как в	9	12
75	и сам	2	12
76	даже в	4	11
77	в свою	3	11
78	это не	7	11
79	во второй	3	11
80	и как	5	11
81	той же	9	11
82	в той	8	11
83	в конце	9	10
84	все же	2	10
85	один из	5	10
86	было бы	5	10
87	и самого	2	10
88	особенно в	2	10
89	с одной	3	10
90	именно в	4	10
91	здесь не	2	10
92	в своем	13	9
93	того что	5	9
94	одной стороны	3	9
95	свою очередь	3	9
96	другой стороны	2	9
97	во всех	13	9
98	в результате	7	9
99	говорит о	2	9
100	таким образом	34	9
101	вместе с	9	9
102	перед нами	5	8
103	о чем	2	8
104	роль в	4	8
105	что он	8	8
106	одной из	5	8
107	и все	19	8
108	одного из	3	8
109	этом отношении	3	8
110	хотя и	5	8
111	в основе	3	8
112	дело не	2	8
113	времени и	2	8
114	он и	2	8
115	с точки	4	8
116	с ним	6	8
117	свое время	2	7
118	во времени	2	7
119	в литературе	5	7
120	картины мира	5	7
121	в другом	4	7
122	и тем	3	7
123	в году	12	7
124	в свое	2	7
125	место в	4	7
126	в ее	6	7
127	все это	19	7
128	во всяком	2	7
129	одна из	7	7
130	несмотря на	3	7
131	и для	8	7
132	у него	13	7
133	и т.д	3	7
134	в одном	5	7
135	внимание на	2	7
136	как мы	19	7
137	времени в	2	7
138	в нашем	2	7
139	не мог	2	7
140	его в	3	6
141	для всех	3	6
142	должен быть	4	6
143	не знает	4	6
144	те же	3	6
145	в нем	18	6
146	или в	5	6
147	он был	7	6
148	и то	3	6
149	его как	3	6
150	превращается в	2	6
151	же в	2	6
152	во всем	5	6
153	одного и	2	6
154	есть в	9	6
155	на этом	6	6
156	из которых	2	6
157	из них	6	6
158	уже в	9	6
159	вовсе не	11	6
160	и потому	6	5
161	не могут	3	5
162	не как	2	5
163	одну из	2	5
164	каждый из	2	5
165	проявляется в	3	5
166	так что	2	5
167	самом деле	4	5
168	в романе	10	5
169	в эту	2	5
170	он в	2	5
171	картина мира	4	5
172	или ином	2	5
173	в них	14	5
174	том или	2	5
175	и по	4	5
176	и до	14	5
177	все эти	24	5
178	мы не	2	5
179	принадлежит к	2	5
180	тот же	3	5
181	я не	3	5
182	и здесь	5	5
183	к его	2	5
184	одно из	2	5
185	к этому	5	5
186	и он	4	5
187	с ее	3	5
188	и смерти	4	5
189	мира в	6	5
190	в особенности	5	5
191	как о	5	5
192	и их	5	5
193	в этих	6	5
194	такой же	3	5
195	тем что	8	5
196	еще и	2	5
197	ни в	7	5
198	в котором	4	5
199	романа в	2	5
200	все что	5	5
201	с таким	2	5
202	еще в	4	5
203	что мы	2	5
204	к жизни	4	5
205	и особенно	3	5
206	таким же	4	5
207	нового времени	5	5
208	в организации	2	5
209	все они	7	4
210	в отношении	6	4
211	его к	3	4
212	и ее	2	4
213	в области	3	4
214	отношение к	3	4
215	одним из	3	4
216	как он	4	4
217	как у	3	4
218	а именно	2	4
219	только на	2	4
220	свою жизнь	2	4
221	о нем	3	4
222	и о	2	4
223	более того	3	4
224	к нему	7	4
225	или меньшей	2	4
226	и что	5	4
227	потому что	9	4
228	свидетельствует о	3	4
229	связь с	2	4
230	ему в	2	4
231	в чем	3	4
232	здесь в	9	4
233	с ними	4	4
234	того чтобы	2	4
235	и во	4	4
236	жизнь и	3	4
237	сказать что	4	4
238	и от	10	4
239	по своему	3	4
240	значительной степени	3	4
241	с этим	4	4
242	но это	3	4
243	бы в	3	4
244	в которой	3	4
245	об этом	2	4
246	на него	2	4
247	человека в	3	4
248	в значительной	5	4
249	ни было	2	4
250	было написано	3	4
251	здесь и	5	4
252	что по	2	4
253	не должно	3	4
254	мы уже	25	4
255	между ними	2	4
256	на которой	3	4
257	большей или	3	4
258	к самому	2	4
259	не было	4	4
260	как-то раз	2	4
261	или даже	2	4
262	и есть	3	4
263	на самом	2	3
264	в таких	2	3
265	которые в	2	3
266	от него	3	3
267	человека и	3	3
268	в состоянии	2	3
269	здесь как	2	3
270	первых двух	3	3
271	не был	2	3
272	может иметь	2	3
273	ведь это	3	3
274	в виду	4	3
275	в речевом	2	3
276	героя в	2	3
277	только во	2	3
278	всего в	5	3
279	себе в	3	3
280	ведь и	3	3
281	рассказ о	3	3
282	с тем	2	3
283	может и	2	3
284	том числе	4	3
285	мира и	6	3
286	смерть и	2	3
287	в ней	10	3
288	и те	5	3
289	между собой	2	3
290	что все	3	3
291	связи с	5	3
292	в связи	3	3
293	что они	2	3
294	во время	12	3
295	никто не	11	3
296	на языке	4	3
297	в одну	4	3
298	для этого	2	3
299	например в	8	3
300	тех же	2	3
301	так как	9	3
302	так сказать	5	3
303	в словах	2	3
304	можно было	4	3
305	дело в	2	3
306	должно быть	4	3
307	всех этих	2	3
308	о котором	5	3
309	это было	4	3
310	борьба с	3	3
311	речи в	2	3
312	в центре	2	3
313	его за	2	3
314	и может	2	3
315	и наконец	6	3
316	с этой	4	3
317	и оказывается	2	3
318	то он	2	3
319	они не	2	3
320	человека с	2	3
321	также и	6	3
322	что у	3	3
323	оно не	2	3
324	и с	17	3
325	а для	2	3
326	на место	4	3
327	жизни и	6	3
328	он сам	4	3
329	из этого	2	3
330	сам по	2	3
331	но с	3	3
332	но он	8	3
333	в большинстве	9	2
334	начиная с	3	2
335	и смерть	3	2
336	оно и	3	2
337	в доме	2	2
338	характер в	4	2
339	так же	11	2
340	для нас	2	2
341	в процессе	3	2
342	но особенно	2	2
343	в одной	5	2
344	своего героя	4	2
345	выступает в	2	2
346	к себе	3	2
347	не могла	2	2
348	к которому	2	2
349	в следующем	3	2
350	и прежде	2	2
351	он как	2	2
352	и эти	2	2
353	что именно	2	2
354	между всеми	2	2
355	одном из	5	2
356	или менее	3	2
357	в разных	2	2
358	в отдельности	3	2
359	характерно что	4	2
360	образом в	2	2
361	так например	2	2
362	от них	2	2
363	как я	4	2
364	весьма часто	2	2
365	на этой	4	2
366	только с	2	2
367	в ту	3	2
368	борьбу с	2	2
369	а только	2	2
370	более или	3	2
371	все его	3	2
372	у всех	2	2
373	между прочим	2	2
374	научное познание	2	2
375	по этому	4	2
376	на все	2	2
377	и др	12	2
378	как нечто	2	2
379	одновременно и	2	2
380	же точно	2	2
381	из четырех	2	2
382	во всей	2	2
383	слов и	6	2
384	отсюда и	2	2
385	по существу	8	2
386	но эта	2	2
387	одно и	2	2
388	мы видим	13	2
