N	2gram	Bakhtin_Fr	Stilisti
1	и в	105	42
2	как бы	33	30
3	не только	24	28
4	и т.п	26	25
5	прежде всего	26	22
6	и т.д	2	21
7	хотя бы	2	18
8	то же	6	16
9	но и	20	16
10	и не	34	14
11	не может	9	13
12	может быть	11	13
13	как и	15	12
14	точки зрения	10	11
15	что мы	2	11
16	мы уже	18	11
17	в себе	7	10
18	и как	2	10
19	мы должны	2	10
20	в этом	22	10
21	как мы	12	10
22	в то	5	9
23	для того	2	9
24	все же	10	9
25	то что	7	9
26	при этом	10	9
27	ничего не	3	8
28	так как	11	8
29	и это	3	8
30	речевого общения	3	8
31	в ней	7	8
32	таким образом	5	8
33	с его	9	8
34	никогда не	11	7
35	другими словами	2	7
36	и от	3	7
37	мы можем	2	7
38	же время	5	7
39	так и	16	7
40	потому что	6	7
41	слов и	2	7
42	только в	16	7
43	и на	25	7
44	того чтобы	3	7
45	было бы	4	7
46	и его	24	7
47	или иной	5	6
48	и так	2	6
49	бы в	2	6
50	во всех	13	6
51	не в	4	6
52	в области	10	6
53	точку зрения	2	6
54	в конце	3	6
55	речи и	2	6
56	в нем	16	6
57	в процессе	2	6
58	на его	4	6
59	в его	24	6
60	в форме	6	6
61	в этой	11	6
62	мы будем	4	6
63	и следовательно	3	5
64	в нашем	3	5
65	связанных с	4	5
66	то есть	71	5
67	не является	4	5
68	и наконец	2	5
69	и их	3	5
70	самом деле	3	5
71	мы видели	3	5
72	но все	5	5
73	а в	4	5
74	но в	16	5
75	в самом	7	5
76	и с	8	5
77	уже в	5	5
78	в той	5	5
79	с точки	6	5
80	да и	5	4
81	в одном	8	4
82	так же	2	4
83	так сказать	5	4
84	на это	2	4
85	его в	7	4
86	на него	2	4
87	лишь в	4	4
88	влияние на	8	4
89	того что	3	4
90	так называемые	2	4
91	можно было	4	4
92	один из	5	4
93	и все	7	4
94	к тому	3	4
95	о том	5	4
96	и пр	5	4
97	точка зрения	3	4
98	уже не	3	4
99	и к	7	4
100	речь и	2	4
101	в целом	3	4
102	мы видим	2	4
103	той или	5	4
104	не просто	3	4
105	связаны с	5	4
106	все это	16	4
107	можно сказать	4	4
108	не к	2	4
109	и без	4	4
110	сказать что	12	3
111	на самом	6	3
112	это не	4	3
113	но при	2	3
114	том что	9	3
115	в начале	4	3
116	в тех	5	3
117	и эта	5	3
118	но для	3	3
119	об этом	2	3
120	и даже	10	3
121	от того	2	3
122	и здесь	4	3
123	целый ряд	2	3
124	в устах	2	3
125	роль в	6	3
126	во второй	2	3
127	в виду	5	3
128	та же	2	3
129	в том	17	3
130	в частности	6	3
131	еще не	8	3
132	только на	3	3
133	совершенно не	5	3
134	как в	6	3
135	и вот	5	3
136	не знает	6	3
137	в разных	2	3
138	для него	12	3
139	по своему	9	3
140	и для	3	3
141	нет и	2	3
142	ни на	3	3
143	их в	3	3
144	и само	2	3
145	зрения на	3	3
146	должно было	2	3
147	выражение в	5	3
148	жизни это	4	3
149	между ними	4	3
150	из которых	2	3
151	главным образом	6	3
152	из них	7	3
153	для нас	5	3
154	художественное творчество	2	3
155	хотя и	4	3
156	несмотря на	5	3
157	жизни и	14	3
158	что и	2	3
159	в ее	5	3
160	этом мы	2	3
161	все эти	15	3
162	конечно не	2	3
163	связи с	5	3
164	отношения к	5	3
165	между тем	5	3
166	в основе	8	3
167	здесь мы	2	3
168	еще и	6	2
169	до конца	4	2
170	был и	4	2
171	в отношении	7	2
172	и вообще	5	2
173	на эти	2	2
174	и потому	14	2
175	значительной степени	4	2
176	как например	2	2
177	нам придется	2	2
178	относится к	4	2
179	нет ничего	3	2
180	из этих	7	2
181	но как	3	2
182	на эту	2	2
183	человека и	4	2
184	но даже	2	2
185	времени и	9	2
186	к этому	2	2
187	с ней	2	2
188	по отношению	2	2
189	мы найдем	2	2
190	отношение к	9	2
191	друг друга	3	2
192	к которому	2	2
193	в определенные	2	2
194	кроме того	2	2
195	но эта	2	2
196	тем что	5	2
197	этом отношении	5	2
198	в их	6	2
199	в значительной	9	2
200	в этих	6	2
201	что он	5	2
202	по своей	3	2
203	и сам	2	2
204	в какой-то	2	2
205	всех его	3	2
206	связанный с	3	2
207	связано с	2	2
208	и ни	4	2
209	понимания и	4	2
210	ни к	2	2
211	отношению к	2	2
212	себе и	2	2
213	на отдельные	2	2
214	сих пор	7	2
215	в пределах	3	2
216	нашего исследования	2	2
217	в какой	2	2
218	подойти к	2	2
219	себе в	2	2
220	одной из	3	2
221	в жизни	7	2
222	на этот	3	2
223	но не	7	2
224	в него	2	2
225	также и	3	2
226	и всего	2	2
227	к нему	5	2
228	связанные с	2	2
229	они еще	2	2
230	в своих	8	2
231	еще более	6	2
232	связь с	8	2
233	даже и	5	2
234	этот вопрос	2	2
235	несколько позже	2	2
236	находит свое	2	2
237	и он	3	2
238	развития в	2	2
239	место в	4	2
240	о чем	3	2
241	для них	2	2
242	не было	3	2
243	здесь не	3	2
244	но это	5	2
245	в своей	8	2
246	события и	2	2
247	или даже	2	2
248	или в	2	2
249	в связи	2	2
250	он не	3	2
251	значение и	3	2
252	в дальнейшем	10	2
253	с ним	6	2
254	стадии своего	2	2
255	тот же	4	2
256	вовсе не	25	2
257	форме и	2	2
258	этот процесс	5	2
259	к миру	2	2
