N	2gram	Vygotskiy_	EvropaiE
1	и в	65	37
2	точки зрения	19	23
3	что в	36	21
4	не только	16	18
5	с точки	11	17
6	в то	5	16
7	хотя бы	3	15
8	то же	17	15
9	в своем	8	14
10	но в	5	14
11	но и	6	14
12	и не	20	14
13	в качестве	2	14
14	в этом	37	12
15	в том	46	11
16	в их	3	11
17	так и	3	10
18	с и	6	10
19	все более	4	9
20	так же	12	9
21	не может	17	9
22	отнюдь не	2	9
23	в себе	9	9
24	прежде всего	2	9
25	только в	9	9
26	одной стороны	6	8
27	между тем	10	8
28	в ее	9	8
29	думать что	3	8
30	было бы	22	8
31	в своей	6	8
32	с одной	7	8
33	к тому	18	8
34	по своему	6	7
35	нам кажется	2	7
36	с другой	8	7
37	как и	12	7
38	так как	13	7
39	того что	9	7
40	том что	28	6
41	вслед за	4	6
42	во всех	4	6
43	то есть	30	6
44	и даже	4	6
45	может быть	33	6
46	и на	7	6
47	с этой	5	6
48	того чтобы	21	6
49	для того	18	6
50	на то	25	6
51	то что	61	6
52	как бы	29	6
53	вовсе не	11	6
54	к которым	7	5
55	но не	3	5
56	от этого	4	5
57	тем самым	4	5
58	и по	2	5
59	столь же	5	5
60	но если	6	5
61	этой точки	2	5
62	в той	8	5
63	как мы	12	5
64	которую мы	5	5
65	со стороны	4	5
66	не в	12	5
67	в виде	5	5
68	в частности	3	5
69	в течение	5	5
70	же как	3	5
71	даже в	2	4
72	сказать что	14	4
73	в каком	8	4
74	не имеет	8	4
75	или иного	2	4
76	можно сказать	2	4
77	независимо от	2	4
78	именно в	3	4
79	в самом	41	4
80	мы не	7	4
81	в ней	23	4
82	для нас	14	4
83	по себе	5	4
84	несмотря на	7	4
85	тем более	2	4
86	к ней	3	4
87	как это	13	4
88	того или	2	4
89	никогда не	9	3
90	с тем	14	3
91	и для	4	3
92	и только	8	3
93	из всех	3	3
94	о том	17	3
95	очевидно что	4	3
96	к ним	3	3
97	ли это	3	3
98	идет о	8	3
99	в данном	5	3
100	в общем	4	3
101	того же	4	3
102	время в	5	3
103	в которых	9	3
104	когда он	8	3
105	можно было	7	3
106	бы и	2	3
107	в свою	6	3
108	и к	5	3
109	в результате	3	3
110	мы можем	12	3
111	не будет	2	3
112	из них	10	3
113	и прежде	2	3
114	в них	4	3
115	тем в	3	3
116	всяком случае	6	3
117	место в	6	3
118	мы видели	7	3
119	что и	7	3
120	друг с	2	3
121	там где	7	3
122	и мы	19	3
123	и тем	4	3
124	по своим	2	3
125	тем что	7	3
126	говорит о	6	3
127	не является	2	3
128	не более	3	3
129	потому что	26	3
130	она в	4	3
131	в таком	6	3
132	представляет собой	3	3
133	с другом	2	3
134	как в	8	3
135	как на	9	3
136	ее в	7	3
137	во всяком	6	3
138	всех прочих	2	2
139	бы совершенно	6	2
140	есть в	3	2
141	на одну	2	2
142	данном случае	5	2
143	и если	13	2
144	в мире	3	2
145	на этот	2	2
146	кажется что	2	2
147	если в	2	2
148	в его	11	2
149	наше внимание	3	2
150	в известных	2	2
151	и этот	6	2
152	что это	19	2
153	в эту	2	2
154	одна и	2	2
155	при помощи	7	2
156	и то	10	2
157	совершенно очевидно	3	2
158	что если	6	2
159	утверждать что	2	2
160	к нему	2	2
161	не могут	2	2
162	как же	2	2
163	она не	10	2
164	а в	9	2
165	с этим	11	2
166	мы должны	3	2
167	и сейчас	2	2
168	все другие	2	2
169	в котором	7	2
170	тому чтобы	4	2
171	заметить что	2	2
172	но как	3	2
173	и другая	2	2
174	в сторону	2	2
175	далеко не	3	2
176	в своих	6	2
177	дело идет	2	2
178	и еще	2	2
179	и поэтому	3	2
180	и с	4	2
181	бы в	3	2
182	этот вопрос	5	2
183	что на	4	2
184	по преимуществу	2	2
185	совершенно прав	4	2
186	другой стороны	5	2
187	что все	10	2
188	тогда когда	2	2
189	и та	3	2
190	в европейской	2	2
191	в одном	9	2
192	и как	10	2
193	в порядке	4	2
194	не можем	4	2
195	что же	3	2
196	целый ряд	6	2
197	есть не	2	2
198	или вернее	2	2
199	если бы	22	2
200	иначе говоря	10	2
201	в этих	3	2
202	жизни и	6	2
203	в силу	2	2
204	еще более	2	2
205	более чем	2	2
206	как не	3	2
207	а не	11	2
208	и тут	2	2
209	и других	5	2
210	мы видим	15	2
211	и что	29	2
212	и во	3	2
213	и наконец	2	2
214	можем сказать	2	2
215	имеет в	2	2
216	свою очередь	3	2
217	же в	2	2
218	и чем	3	2
219	и все	14	2
220	или в	6	2
221	наряду с	4	2
222	таким образом	21	2
223	это значит	4	2
224	в истории	3	2
225	он не	11	2
226	как будто	13	2
227	такой же	2	2
228	только одно	3	2
229	на основании	2	2
230	во всей	3	2
231	главным образом	6	2
232	следовало бы	2	2
233	и эта	3	2
234	но по	2	2
235	что эти	5	2
236	не к	5	2
237	в этой	20	2
238	в некоторых	2	2
239	но с	2	2
240	между собой	2	2
241	в какой	8	2
242	должна быть	5	2
243	вместе с	10	2
244	заключается в	13	2
245	и более	4	2
246	имеет место	2	2
