N	2gram	Tiupa_Hudo	Morfolog
1	и т	15	62
2	может быть	12	61
3	т д	5	60
4	т е	6	25
5	действующих лиц	3	22
6	так как	2	20
7	не может	10	19
8	в этом	22	18
9	в этих	7	17
10	и в	34	17
11	и не	15	16
12	представляют собой	2	16
13	перед нами	13	14
14	с этим	3	14
15	прежде всего	12	14
16	связи с	4	12
17	а не	23	11
18	заметить что	2	11
19	вопрос о	2	10
20	то же	14	10
21	в том	24	10
22	то что	13	10
23	так и	19	10
24	что в	8	10
25	что и	3	10
26	в связи	3	10
27	все же	5	9
28	но и	13	9
29	с другой	4	9
30	не только	22	8
31	в результате	2	8
32	но не	7	8
33	а в	11	8
34	мы не	2	8
35	в качестве	13	8
36	как мы	5	8
37	том что	31	7
38	если в	4	7
39	по отношению	15	7
40	тем не	7	7
41	наряду с	4	7
42	не менее	9	7
43	отношению к	15	7
44	как это	8	7
45	а также	4	7
46	точки зрения	7	7
47	во втором	2	7
48	один из	6	7
49	потому что	7	7
50	это не	12	6
51	но это	2	6
52	не все	2	6
53	во всех	2	6
54	или в	3	6
55	и другие	5	6
56	подобно тому	4	6
57	в нашем	2	6
58	о том	21	6
59	с точки	5	6
60	в форме	2	6
61	как бы	11	6
62	вовсе не	2	6
63	одна из	4	5
64	ничего не	11	5
65	они и	2	5
66	и ее	3	5
67	вслед за	3	5
68	хотя бы	2	5
69	было бы	8	5
70	об этом	8	5
71	в ходе	4	5
72	со стороны	6	5
73	героя в	2	5
74	что он	14	5
75	начинается с	2	5
76	как в	11	5
77	тому что	8	5
78	прежде чем	2	5
79	к тому	11	5
80	между тем	14	5
81	в целом	2	5
82	видно что	3	5
83	в море	2	5
84	на его	2	5
85	тому как	4	5
86	там где	2	5
87	в других	4	5
88	все эти	4	5
89	что они	4	5
90	он не	8	5
91	в первом	2	5
92	хотя и	3	5
93	этот момент	3	5
94	ясно что	2	5
95	сказать что	3	4
96	на самом	2	4
97	его в	5	4
98	тех же	2	4
99	так же	3	4
100	в то	12	4
101	можно было	6	4
102	на него	3	4
103	есть и	3	4
104	тем что	6	4
105	еще не	10	4
106	могла бы	2	4
107	самом деле	6	4
108	из них	5	4
109	но в	6	4
110	но все	2	4
111	и для	5	4
112	следующим образом	3	4
113	как и	16	4
114	ни одна	2	4
115	уже не	12	4
116	и к	6	4
117	на этом	5	4
118	несмотря на	7	4
119	того чтобы	6	4
120	о его	2	4
121	говорить о	4	4
122	мы уже	7	4
123	или не	3	3
124	ее по	2	3
125	первом случае	2	3
126	то в	6	3
127	а и	2	3
128	но как	3	3
129	здесь не	2	3
130	в которой	2	3
131	то ни	2	3
132	том случае	2	3
133	это было	2	3
134	что это	2	3
135	и у	3	3
136	друг друга	5	3
137	только что	4	3
138	если бы	7	3
139	в виде	2	3
140	это и	2	3
141	и тем	2	3
142	та же	5	3
143	сам он	3	3
144	не в	16	3
145	для того	3	3
146	героя и	5	3
147	с этой	3	3
148	о герое	2	3
149	к ней	2	3
150	или с	2	3
151	в пределах	4	3
152	того что	5	3
153	приводит к	5	3
154	момент когда	3	3
155	как уже	3	3
156	к нему	2	3
157	это уже	2	3
158	они не	2	3
159	на то	4	3
160	а то	2	3
161	ни в	5	3
162	состоит в	8	3
163	с того	4	3
164	но мы	2	3
165	с собой	2	3
166	что при	3	3
167	а по	2	3
168	в начале	3	3
169	можно назвать	2	3
170	и что	3	3
171	и тогда	2	3
172	и по	3	3
173	же в	3	3
174	и его	8	3
175	только в	8	3
176	в сущности	2	3
177	и только	2	3
178	все еще	3	3
179	в этой	11	3
180	с его	9	3
181	их как	2	2
182	данном случае	3	2
183	и когда	4	2
184	себя в	11	2
185	путь к	2	2
186	как например	2	2
187	в данном	3	2
188	из этих	3	2
189	том как	5	2
190	от него	3	2
191	одной стороны	4	2
192	дело не	2	2
193	бы в	2	2
194	во второй	7	2
195	у нее	10	2
196	к себе	8	2
197	в другом	3	2
198	также в	2	2
199	и даже	4	2
200	и тот	2	2
201	сразу же	2	2
202	случае если	2	2
203	что она	10	2
204	роль в	2	2
205	другого и	2	2
206	в данной	2	2
207	нельзя было	2	2
208	превращается в	6	2
209	этом отношении	4	2
210	в частности	10	2
211	только для	4	2
212	ничем не	3	2
213	его и	2	2
214	ни к	2	2
215	не означает	2	2
216	на вопрос	2	2
217	не знает	2	2
218	с одной	4	2
219	по ночам	2	2
220	а с	5	2
221	и более	2	2
222	не с	2	2
223	одной из	5	2
224	не по	2	2
225	не имеет	2	2
226	во сне	3	2
227	она не	6	2
228	новое лицо	2	2
229	их в	2	2
230	но с	3	2
231	в своих	4	2
232	это так	3	2
233	а а	2	2
234	то героем	2	2
235	однако в	4	2
236	с другими	2	2
237	для нас	4	2
238	вторая половина	2	2
239	что же	4	2
240	в одной	3	2
241	к другому	5	2
242	когда в	4	2
243	тогда как	10	2
244	за ней	2	2
245	ответить на	2	2
246	себя и	4	2
247	все это	2	2
248	она в	5	2
249	в основе	3	2
250	у него	13	2
251	как будто	7	2
252	например в	3	2
253	можно сказать	9	2
254	который в	2	2
255	для него	15	2
256	в одном	3	2
257	по своему	3	2
