N	2gram	Bakhtin_Pr	Morfolog
1	и т	14	62
2	может быть	43	61
3	т д	4	60
4	и пр	5	45
5	таким образом	15	26
6	т е	44	25
7	могут быть	9	21
8	так как	9	20
9	не может	26	19
10	в этом	33	18
11	в этих	5	17
12	и в	64	17
13	и не	55	16
14	мы видим	3	15
15	этих случаях	2	15
16	перед нами	12	14
17	с этим	3	14
18	эта форма	3	14
19	прежде всего	16	14
20	по существу	6	13
21	и др	7	12
22	связи с	3	12
23	а не	29	11
24	заметить что	2	11
25	вопрос о	3	10
26	мы увидим	6	10
27	то же	18	10
28	в том	12	10
29	не всегда	2	10
30	то что	21	10
31	так и	8	10
32	что в	11	10
33	что и	7	10
34	все же	11	9
35	но и	26	9
36	с другой	7	9
37	не только	26	8
38	в результате	7	8
39	но не	12	8
40	а в	10	8
41	мы не	4	8
42	как мы	13	8
43	не могут	10	7
44	том что	8	7
45	по отношению	12	7
46	тем не	2	7
47	или же	2	7
48	не менее	3	7
49	отношению к	12	7
50	и здесь	6	7
51	и этим	5	7
52	точки зрения	31	7
53	один из	3	7
54	потому что	8	7
55	это не	12	6
56	но это	6	6
57	во всех	4	6
58	и как	9	6
59	или в	7	6
60	также и	3	6
61	подобно тому	3	6
62	в нашем	2	6
63	о том	5	6
64	если мы	3	6
65	в образе	2	6
66	с точки	21	6
67	в форме	8	6
68	как бы	33	6
69	вовсе не	12	6
70	одна из	5	5
71	ничего не	8	5
72	и ее	5	5
73	хотя бы	4	5
74	было бы	8	5
75	об этом	3	5
76	то перед	8	5
77	героя в	7	5
78	что он	15	5
79	как в	7	5
80	то это	3	5
81	далеко не	7	5
82	тому что	3	5
83	к тому	4	5
84	из которых	3	5
85	между тем	7	5
86	в целом	8	5
87	другой стороны	6	5
88	между собой	2	5
89	на его	2	5
90	тому как	3	5
91	там где	12	5
92	в других	2	5
93	все эти	13	5
94	он не	14	5
95	в первом	2	5
96	если же	7	5
97	хотя и	5	5
98	сказать что	4	4
99	на самом	5	4
100	его в	8	4
101	так же	8	4
102	в то	15	4
103	можно было	3	4
104	нами в	3	4
105	на него	6	4
106	есть и	5	4
107	тем что	6	4
108	герой и	3	4
109	еще не	10	4
110	самом деле	10	4
111	из них	3	4
112	но в	14	4
113	на котором	3	4
114	но все	6	4
115	и для	7	4
116	как и	25	4
117	оно может	2	4
118	входит в	9	4
119	уже не	15	4
120	этот вопрос	4	4
121	и к	5	4
122	на этом	2	4
123	смысле слова	2	4
124	несмотря на	7	4
125	того чтобы	2	4
126	на пути	2	4
127	героя а	6	4
128	от того	4	4
129	мы уже	4	4
130	как же	6	3
131	то в	2	3
132	время как	2	3
133	но эти	4	3
134	мы должны	3	3
135	но как	4	3
136	здесь не	7	3
137	в настоящее	3	3
138	в которой	2	3
139	то ни	3	3
140	что это	2	3
141	и их	3	3
142	и у	3	3
143	целый ряд	2	3
144	но есть	2	3
145	друг друга	4	3
146	если бы	12	3
147	не значит	4	3
148	для наших	2	3
149	это и	5	3
150	есть нечто	2	3
151	кроме того	5	3
152	же она	2	3
153	он должен	2	3
154	не в	15	3
155	героя и	14	3
156	и при	2	3
157	с этой	2	3
158	у нас	3	3
159	о герое	5	3
160	в один	2	3
161	в пределах	24	3
162	в какой	2	3
163	того что	3	3
164	приводит к	8	3
165	здесь мы	4	3
166	ее в	3	3
167	к нему	11	3
168	они не	5	3
169	на то	5	3
170	а то	3	3
171	ни в	5	3
172	реагирует на	2	3
173	что такое	2	3
174	с собой	3	3
175	в большинстве	11	3
176	и функции	2	3
177	благодаря этому	3	3
178	но для	3	3
179	настоящее время	3	3
180	большинстве случаев	10	3
181	и что	5	3
182	то время	2	3
183	же в	2	3
184	и его	21	3
185	только в	13	3
186	в сущности	10	3
187	и есть	3	3
188	и только	3	3
189	в плоскости	6	3
190	все еще	2	3
191	в этой	5	3
192	и вызывает	2	3
193	мы будем	2	3
194	бы то	3	3
195	с его	11	3
196	данном случае	2	2
197	нашей работы	2	2
198	герой не	2	2
199	себя в	3	2
200	в россии	2	2
201	как например	2	2
202	в данном	2	2
203	из этих	3	2
204	бы в	7	2
205	во второй	2	2
206	к себе	6	2
207	в другом	3	2
208	и даже	5	2
209	или менее	4	2
210	является в	2	2
211	что она	7	2
212	лишь на	5	2
213	превращается в	5	2
214	этом отношении	3	2
215	не на	7	2
216	заставляет его	3	2
217	ни было	4	2
218	одним из	7	2
219	на друга	2	2
220	а вовсе	2	2
221	нет но	2	2
222	вот как	3	2
223	между собою	5	2
224	его и	3	2
225	на вопрос	2	2
226	не знает	6	2
227	к различным	2	2
228	а потому	2	2
229	должна быть	8	2
230	друг на	2	2
231	а с	2	2
232	на этот	4	2
233	как их	4	2
234	сказать о	2	2
235	не имеет	2	2
236	но так	2	2
237	вообще не	2	2
238	она не	10	2
239	он может	4	2
240	друг за	2	2
241	или наоборот	2	2
242	то они	2	2
243	более или	4	2
244	их в	8	2
245	ни одной	2	2
246	могли бы	2	2
247	но с	4	2
248	в своих	4	2
249	они даны	2	2
250	в различных	3	2
251	ту же	2	2
252	оно не	3	2
253	быть и	2	2
254	героя к	2	2
255	но они	2	2
256	в которых	4	2
257	не входит	5	2
258	за другом	2	2
259	как таковой	2	2
260	однако в	3	2
261	с героем	3	2
262	с другими	8	2
263	но здесь	4	2
264	для нас	2	2
265	что же	9	2
266	что этот	2	2
267	в одной	8	2
268	всяком случае	4	2
269	должны быть	3	2
270	к другому	6	2
271	иногда же	2	2
272	себя и	5	2
273	все это	9	2
274	в основе	4	2
275	у него	11	2
276	как будто	4	2
277	например в	5	2
278	можно сказать	2	2
279	из его	3	2
280	для него	23	2
281	в одном	20	2
282	во всяком	7	2
283	тем же	3	2
284	того как	3	2
285	чем в	3	2
