N	2gram	Bakhtin_Fr	formyVre
1	и в	105	148
2	в этом	22	73
3	то есть	71	70
4	в романе	8	58
5	в нем	16	51
6	прежде всего	26	46
7	и не	34	37
8	в его	24	36
9	и его	24	36
10	вовсе не	25	35
11	но и	20	33
12	то же	6	32
13	не только	24	32
14	в литературе	9	32
15	но в	16	31
16	жизни и	14	31
17	так и	16	29
18	может быть	11	27
19	не в	4	26
20	как мы	12	26
21	у рабле	13	25
22	как и	15	25
23	как бы	33	25
24	мы уже	18	24
25	точки зрения	10	24
26	в то	5	23
27	еды и	4	23
28	времени и	9	23
29	только в	16	23
30	то что	7	22
31	в том	17	22
32	жизни в	8	21
33	все эти	15	21
34	связи с	5	21
35	во всех	13	21
36	же время	5	21
37	и питья	3	20
38	в основном	4	19
39	в своем	11	19
40	и др	32	19
41	и для	3	19
42	и на	25	19
43	у него	2	18
44	и все	7	18
45	по существу	2	18
46	еще не	8	18
47	таким образом	5	18
48	человека и	4	17
49	при этом	10	17
50	так как	11	17
51	в особенности	7	17
52	в пределах	3	17
53	все же	10	16
54	и во	6	16
55	в связи	2	16
56	в основе	8	16
57	не может	9	16
58	в условиях	15	16
59	и их	3	16
60	никогда не	11	15
61	в разных	2	15
62	кн ii	2	15
63	в них	13	15
64	лишь в	4	15
65	так сказать	5	15
66	в дальнейшем	10	15
67	в одном	8	15
68	с точки	6	15
69	с его	9	15
70	так же	2	14
71	все это	16	14
72	всех этих	10	14
73	и как	2	14
74	в конце	3	14
75	и с	8	14
76	как раз	3	14
77	роль в	6	13
78	в их	6	13
79	в частности	6	13
80	а в	4	13
81	рабле в	13	13
82	с другом	2	13
83	здесь в	14	13
84	того чтобы	3	13
85	же в	4	13
86	во время	14	13
87	друг с	2	13
88	для того	2	13
89	как в	6	13
90	человеческого тела	2	13
91	в самом	7	13
92	с ним	6	13
93	ничего не	3	12
94	роста и	4	12
95	в истории	5	12
96	значение и	3	12
97	не было	3	12
98	исторического времени	2	12
99	время в	3	12
100	и до	6	12
101	конечно не	2	12
102	ii гл	2	12
103	и наконец	2	12
104	но не	7	12
105	потому что	6	12
106	это время	2	12
107	он не	3	12
108	что в	4	12
109	его в	7	11
110	и у	7	11
111	между ними	4	11
112	в ней	7	11
113	смерти в	2	11
114	хотя и	4	11
115	из них	7	11
116	уже в	5	11
117	мира и	4	11
118	со смертью	3	10
119	влияние на	8	10
120	здесь не	3	10
121	в ее	5	10
122	тот же	4	10
123	кроме того	2	10
124	и другие	10	10
125	сих пор	7	10
126	также и	3	10
127	входит в	4	10
128	уже не	3	10
129	в большинстве	2	10
130	уже говорили	12	10
131	до сих	7	10
132	могут быть	4	9
133	к себе	3	9
134	и других	6	9
135	на этой	5	9
136	в других	3	9
137	и следовательно	3	9
138	жизнь и	3	9
139	наряду с	2	9
140	том что	9	9
141	и даже	10	9
142	мира в	3	9
143	та же	2	9
144	и это	3	9
145	с другой	3	9
146	на протяжении	9	9
147	для него	12	9
148	но все	5	9
149	есть в	6	9
150	еда питье	3	9
151	в самой	5	9
152	их в	3	9
153	оно не	2	9
