N	3gram	Vygotskiy_	TeoriaLi
1	в том что	30	10
2	по отношению к	11	10
3	в то же	2	8
4	то же время	2	8
5	в отличие от	3	7
6	в конечном счете	4	6
7	состоит в том	4	6
8	с другой стороны	10	6
9	в данном случае	5	5
10	для того чтобы	19	5
11	не может быть	8	5
12	с точки зрения	34	3
13	с одной стороны	14	3
14	в этом смысле	3	3
15	в том числе	3	3
16	подобно тому как	2	3
17	той или иной	2	3
18	можно сказать что	5	3
19	по своей природе	3	3
20	в связи с	3	3
21	в свою очередь	3	3
22	одно и то	2	2
23	не только не	2	2
24	и то же	2	2
25	в известном смысле	3	2
26	этой точки зрения	2	2
27	в самом деле	5	2
28	а с другой	6	2
29	в значительной степени	2	2
30	том числе и	3	2
31	том что он	2	2
32	к тому что	3	2
33	и тем самым	4	2
34	в единое целое	2	2
35	и в самом	2	2
36	как и в	2	2
37	сама по себе	3	2
38	приводит к тому	3	2
