N	2gram	Voloshinov	Marksizm
1	точки зрения	11	69
2	может быть	13	64
3	и в	42	63
4	и не	14	55
5	как бы	30	53
6	не может	13	47
7	с точки	5	46
8	и пр	4	42
9	и его	7	41
10	в этом	10	39
11	таким образом	8	38
12	в процессе	6	33
13	как мы	10	32
14	языка и	4	31
15	в пределах	2	31
16	лишь в	4	30
17	не только	28	29
18	в нем	6	28
19	то же	16	28
20	но и	16	27
21	в языке	2	26
22	самом деле	5	25
23	речи и	6	25
24	связи с	3	25
25	прежде всего	22	24
26	как и	12	24
27	в самом	5	24
28	так и	7	23
29	и т.п	25	23
30	только в	7	23
31	в том	3	22
32	то что	9	22
33	а не	7	22
34	при этом	9	20
35	так сказать	4	20
36	для него	3	20
37	если мы	4	20
38	том что	3	19
39	не в	6	19
40	в его	6	19
41	если бы	4	19
42	но в	5	18
43	в ее	3	18
44	и для	3	18
45	внутренней речи	18	18
46	языка в	2	18
47	в слове	4	18
48	вовсе не	2	18
49	все же	9	17
50	идеологический знак	4	17
51	в то	9	16
52	по отношению	2	16
53	социального общения	14	16
54	высказывание как	3	16
55	и как	10	16
56	слова и	5	16
57	речевого общения	8	16
58	что он	2	15
59	в связи	2	15
60	во всех	6	15
61	отношению к	2	15
62	отнюдь не	10	15
63	высказывания и	3	15
64	же время	7	15
65	с помощью	6	15
66	идеологического знака	2	14
67	жизненной идеологии	4	14
68	хотя бы	18	14
69	ничего не	8	13
70	так же	4	13
71	мы не	9	13
72	того чтобы	7	13
73	было бы	7	13
74	в своей	2	13
75	не является	5	13
76	и здесь	3	13
77	слова в	6	13
78	выражение в	3	12
79	а в	5	12
80	в основе	3	12
81	для того	9	12
82	он не	2	12
83	между тем	3	12
84	на самом	3	11
85	друг друга	2	11
86	слова как	4	11
87	как в	3	11
88	и все	4	11
89	к нему	2	11
90	и на	7	11
91	высказывания в	3	11
92	в ней	8	11
93	сих пор	2	11
94	все эти	3	11
95	и от	7	11
96	так как	8	11
97	еще не	3	11
98	речевого взаимодействия	7	11
99	мы уже	11	11
