N	2gram	Bakhtin_Pr	Vladivir
1	и в	59	116
2	то что	21	71
3	и не	66	67
4	не только	26	65
5	у него	9	65
6	в этом	40	53
7	в том	17	52
8	том что	15	51
9	что в	14	48
10	но и	22	47
11	в конце	9	41
12	в его	44	40
13	и с	10	39
14	то есть	64	37
15	сказать что	9	36
16	и даже	4	36
17	так что	3	35
18	потому что	20	33
19	что он	16	32
20	не может	31	31
21	о том	5	30
22	только в	15	30
23	никогда не	19	29
24	как мы	10	29
25	для него	23	29
26	вовсе не	13	27
27	а в	9	27
28	не было	5	26
29	в то	15	25
30	но в	7	25
31	в себе	9	25
32	и его	21	25
33	даже и	2	24
34	точки зрения	36	23
35	может быть	38	23
36	он не	11	23
37	что же	5	23
38	так как	11	22
39	кроме того	3	22
40	об этом	4	22
41	ни в	5	22
42	в своей	17	21
43	вместе с	2	21
44	а именно	4	20
45	в своем	12	20
46	прежде всего	17	20
47	для нас	3	20
48	и что	2	20
49	и потому	9	19
50	так и	13	19
51	не менее	3	19
52	как раз	9	19
53	в дальнейшем	2	19
54	по поводу	2	19
55	таким образом	22	19
56	не в	10	18
57	как это	2	18
58	как и	21	18
59	с его	14	18
60	что и	10	17
61	в этой	5	17
62	у нас	2	17
63	а не	30	17
64	уже не	14	16
65	все же	9	16
66	того что	4	16
67	было бы	10	16
68	и все	4	16
69	для себя	5	16
70	в котором	6	16
71	не есть	2	16
72	до конца	11	15
73	но это	7	15
74	к этому	6	15
75	это было	3	15
76	несмотря на	7	15
77	то же	15	15
78	в своих	5	15
79	и к	5	15
80	уже в	9	14
81	все эти	12	14
82	его жизни	2	14
83	и как	10	14
84	и на	15	14
85	раз и	4	14
86	мы уже	4	14
87	так же	10	13
88	можно сказать	3	13
89	да и	3	13
90	и от	3	13
91	в результате	6	13
92	жизни и	21	13
93	на этот	2	13
94	то время	3	13
95	есть только	5	12
96	и у	6	12
97	ничего не	8	12
98	в нем	38	12
99	и по	4	12
100	во всяком	5	12
101	и это	5	12
102	если не	2	12
103	по себе	13	12
104	всяком случае	3	12
105	в отношении	3	11
106	мы должны	6	11
107	и о	5	11
108	я не	7	11
109	при этом	5	11
110	все это	12	11
111	никак не	3	11
112	в данном	3	11
113	хотя бы	5	11
114	в которой	6	11
115	и здесь	5	11
116	он уже	2	11
117	него в	2	11
118	то он	3	11
119	конце концов	7	11
120	в основном	2	11
121	вот что	2	10
122	даже в	7	10
123	о нем	16	10
124	к нему	13	10
125	в ней	8	10
126	которую он	2	10
127	что все	5	10
128	в истории	3	10
129	можно было	5	10
130	еще не	11	10
131	но не	13	10
132	что для	4	10
133	в самом	19	10
134	он и	9	10
135	с точки	21	10
136	здесь не	2	10
137	с ним	13	10
138	это не	13	9
139	для меня	2	9
140	но как	4	9
141	и притом	3	9
142	и был	3	9
143	а с	4	9
144	а только	3	9
145	своей жизни	2	9
146	в целом	8	9
147	в начале	3	9
148	по существу	5	9
149	что если	4	9
150	с этим	2	9
151	и сам	5	9
152	с другой	3	9
153	именно в	8	9
154	этом смысле	12	9
155	что мы	2	9
156	же время	10	9
157	отношения к	4	9
158	но он	3	9
159	отношение к	4	8
160	не столько	3	8
161	тоже не	2	8
162	в чем	2	8
163	себя в	5	8
164	как бы	40	8
165	тот же	4	8
166	из этих	2	8
167	и он	3	8
168	должно быть	4	8
169	в этот	2	8
170	тем что	5	8
171	в этих	5	8
172	как в	10	8
173	и для	5	8
174	со стороны	6	8
175	конечно не	7	8
176	в смысле	4	8
177	и особенно	2	8
178	в каком	2	7
179	другими словами	2	7
180	как он	5	7
181	не имеет	2	7
182	никак нельзя	2	7
183	себе и	3	7
184	на первом	2	7
185	по этому	2	7
186	на его	7	7
187	нисколько не	2	7
188	точно так	2	7
189	того чтобы	5	7
190	же в	3	7
191	здесь мы	3	7
192	из его	4	7
193	бы и	6	7
194	мы видели	3	7
195	то и	2	7
196	за пределы	10	7
197	если бы	12	7
198	и вот	4	7
199	или как	5	7
200	но все	8	7
201	в одном	14	7
202	в таком	2	7
203	и есть	6	7
204	в нашем	3	7
205	в них	5	7
206	мы и	2	7
207	данном случае	3	6
208	его в	6	6
209	те же	3	6
210	на себя	3	6
211	в отличие	3	6
212	от того	4	6
213	есть и	2	6
214	есть не	3	6
215	в виду	2	6
216	само по	4	6
217	отличие от	3	6
218	тому что	3	6
219	его на	2	6
220	жизнь и	3	6
221	здесь в	3	6
222	можно говорить	2	6
223	время как	2	6
224	другой стороны	3	6
225	тем более	2	6
226	что она	6	6
227	на него	4	6
228	не раз	3	6
229	мысли и	5	6
230	и вполне	2	6
231	но у	5	6
232	и наконец	5	6
233	для того	3	6
234	же и	2	6
235	но только	3	6
236	мы не	3	6
237	в жизни	7	6
238	но на	2	6
239	той же	7	6
240	он сам	9	6
241	чем в	3	6
242	а и	2	5
243	вопрос о	4	5
244	вера в	2	5
245	друг друга	10	5
246	и прежде	2	5
247	и тем	2	5
248	в их	5	5
249	в частности	2	5
250	быть в	2	5
251	в последний	2	5
252	эти три	2	5
253	для своего	2	5
254	она не	9	5
255	с самого	3	5
256	об этих	2	5
257	он в	3	5
258	заметить что	2	5
259	только при	3	5
260	весь этот	2	5
261	один из	4	5
262	место в	2	5
263	и до	5	5
264	то ни	3	5
265	что они	3	5
266	в области	3	5
267	ее в	2	5
268	бы то	3	5
269	все то	5	5
270	он как	4	5
271	мы имеем	2	5
272	только то	3	5
273	и еще	2	5
274	во всех	8	5
275	по преимуществу	3	5
276	со своим	4	5
277	он писал	3	5
278	жизни в	3	5
279	что я	2	5
280	далеко не	3	5
281	него не	4	5
282	что у	5	5
283	им в	4	5
284	для его	4	5
285	из них	8	5
286	и только	2	5
287	как на	4	5
288	не о	3	4
289	на самом	5	4
290	перед нами	8	4
291	всех этих	3	4
292	тем самым	3	4
293	не могут	6	4
294	он понимает	2	4
295	крайней мере	3	4
296	человека и	2	4
297	но для	2	4
298	в науке	2	4
299	в духе	3	4
300	была для	3	4
301	как к	3	4
302	это и	10	4
303	есть нечто	2	4
304	не могли	3	4
305	и других	8	4
306	совершенно не	2	4
307	как у	4	4
308	нам кажется	4	4
309	только с	2	4
310	он говорит	3	4
311	с которой	4	4
312	и во	2	4
313	себя и	4	4
314	нужно сказать	2	4
315	в сущности	11	4
316	уже и	2	4
317	кажется что	4	4
318	с которыми	2	4
319	или не	2	4
320	как например	2	4
321	и эта	3	4
322	же это	2	4
323	это вовсе	2	4
324	не все	2	4
325	не так	3	4
326	мы можем	3	4
327	только что	3	4
328	лишь в	4	4
329	в особенности	2	4
330	этом отношении	7	4
331	не на	6	4
332	и другие	4	4
333	по крайней	3	4
334	заключается в	3	4
335	и более	2	4
336	можно найти	3	4
337	нет и	4	4
338	со своими	6	4
339	их в	8	4
340	с начала	2	4
341	но с	4	4
342	по своим	4	4
343	в книге	4	3
344	так сказать	8	3
345	следовательно и	2	3
346	как можно	3	3
347	которые в	2	3
348	к этим	2	3
349	а что	2	3
350	время и	2	3
351	от него	3	3
352	ему не	2	3
353	и ее	5	3
354	и через	2	3
355	не как	15	3
356	наконец в	2	3
357	который в	2	3
358	он ни	2	3
359	роль в	2	3
360	но эта	4	3
361	между ними	4	3
362	жизни а	2	3
363	точка зрения	14	3
364	самом деле	9	3
365	более что	2	3
366	на вопрос	2	3
367	здесь нет	3	3
368	его не	2	3
369	на котором	3	3
370	для понимания	5	3
371	значение для	2	3
372	именно к	2	3
373	его к	4	3
374	человеческой жизни	4	3
375	что не	6	3
376	является для	2	3
377	и всякой	2	3
378	из своего	3	3
