N	2gram	Tiupa_Anal	StatiiOP
1	и в	36	103
2	в том	16	89
3	том что	19	77
4	в этом	19	76
5	что в	15	74
6	пушкина в	2	70
7	не только	40	60
8	о том	9	47
9	у пушкина	3	46
10	но и	26	46
11	то что	5	44
12	что он	5	42
13	в его	12	42
14	и не	14	41
15	для пушкина	3	39
16	может быть	19	38
17	что пушкин	3	37
18	т е	2	33
19	пушкина и	3	33
20	было бы	6	32
21	в этой	10	31
22	вовсе не	2	31
23	все это	5	29
24	тем что	3	29
25	таким образом	4	28
26	а в	17	27
27	а не	16	27
28	но в	8	26
29	так и	19	25
30	этом отношении	3	24
31	и его	18	24
32	все же	6	23
33	не в	9	23
34	так что	2	23
35	точки зрения	3	23
36	того что	4	22
37	прежде всего	7	22
38	как в	9	22
39	это не	4	20
40	в то	8	19
41	в своей	12	19
42	только в	9	19
43	об этом	3	18
44	не может	3	18
45	с другой	10	18
46	он не	9	18
47	в году	5	17
48	самом деле	2	17
49	пушкина не	2	17
50	в данном	12	17
51	в самом	7	17
52	как бы	14	17
53	в русской	9	17
54	с этим	4	16
55	самого пушкина	5	16
56	сказать что	2	16
57	в ней	2	16
58	можно было	2	16
59	если бы	2	16
60	в этих	2	16
61	в отношении	2	15
62	с тем	2	15
63	как и	27	15
64	для него	8	15
65	например в	2	15
66	по поводу	5	15
67	другой стороны	7	15
68	из этих	4	15
69	я не	3	15
70	и на	5	15
71	у него	2	15
72	как раз	8	15
73	в сцене	2	14
74	к тому	10	14
75	между тем	8	14
76	то же	7	14
77	с точки	2	14
78	и что	2	14
79	в своем	7	13
80	в конце	6	13
81	со стороны	12	13
82	а с	2	13
83	что касается	5	13
84	но это	3	13
85	в качестве	22	13
86	в нем	3	13
87	во всяком	6	13
88	дело в	3	13
89	именно в	4	13
90	из них	4	13
91	всяком случае	6	13
92	в той	3	13
93	жизни и	2	13
94	вместе с	3	13
95	не менее	9	12
96	что они	3	12
97	в тексте	16	12
98	в первой	10	12
99	что у	3	12
100	в своих	3	12
101	никогда не	7	11
102	в другом	3	11
103	своего рода	17	11
104	в них	4	11
105	все эти	2	11
106	и по	3	11
107	это было	2	11
108	не было	3	11
109	ответ на	3	10
110	в частности	19	10
111	ничего не	3	10
112	связь с	3	10
113	не столько	4	10
114	речь идет	3	10
115	в целом	8	10
116	что и	10	10
117	в начале	10	10
118	во всех	4	10
119	во второй	8	10
120	но не	13	10
121	же время	7	10
122	в каждом	4	9
123	в чем	2	9
124	такого рода	11	9
125	несмотря на	2	9
126	место в	4	9
127	там где	2	9
128	он был	3	9
129	во время	2	9
130	можно сказать	5	9
131	в одном	4	9
132	не является	5	9
133	и для	4	9
134	и к	7	9
135	что мы	2	9
136	внимание на	4	9
137	говорит о	3	9
138	и тем	3	9
139	могут быть	4	8
140	отношение к	2	8
141	к которому	2	8
142	в их	7	8
143	той же	7	8
144	в общем	4	8
145	к этому	3	8
146	а также	5	8
147	мы имеем	5	8
148	дело не	3	8
149	что она	3	8
150	в результате	6	8
151	тем не	3	8
152	и даже	12	8
153	должен был	2	8
154	совершенно не	3	8
155	такой же	2	8
156	по его	4	8
157	данном случае	11	7
158	о чем	5	7
159	вплоть до	5	7
160	уже в	5	7
161	одной из	6	7
162	в эту	2	7
163	гораздо более	3	7
164	того же	7	7
165	другое дело	2	7
166	во втором	4	7
167	уже о	2	7
168	а а	5	7
169	как это	7	7
170	тем более	3	7
171	в ее	5	7
172	и то	2	7
173	то в	4	7
174	пушкина что	3	7
175	лишь в	9	7
176	еще не	7	7
177	отношению к	9	7
178	еще и	4	7
179	по себе	6	7
180	но с	3	7
181	на почве	3	7
182	не мог	4	7
183	даже в	6	6
184	о которых	2	6
185	в повестях	11	6
186	идет о	2	6
187	в себе	7	6
188	в одной	2	6
189	по отношению	9	6
190	в новом	5	6
191	из которых	2	6
192	его не	3	6
193	и все	3	6
194	по крайней	5	6
195	что на	3	6
196	в известном	2	6
197	на его	3	6
198	и я	3	6
199	с его	15	6
200	крайней мере	5	6
201	одно из	3	6
202	в стихах	2	6
203	его как	3	6
204	мы не	4	6
205	и здесь	4	6
206	в особенности	4	6
207	и сам	8	6
208	в жизни	2	6
209	этих двух	2	6
210	только не	3	6
211	говорить о	6	6
212	не о	2	5
213	свое время	4	5
214	его в	4	5
215	нас к	2	5
216	на себя	5	5
217	на эту	2	5
218	для себя	2	5
219	и далее	2	5
220	это и	4	5
221	в свое	4	5
222	и потому	3	5
223	не так	2	5
224	в сторону	2	5
225	одного из	4	5
226	далее в	2	5
227	одной стороны	3	5
228	что не	3	5
229	один из	6	5
230	при этом	19	5
231	в тех	2	5
232	в сущности	5	5
233	хотя и	4	5
234	или иного	5	5
235	во многих	2	5
236	того или	6	5
237	по пути	4	5
238	не как	3	5
239	текста в	8	5
240	как говорит	4	5
241	но они	2	5
242	с одной	3	5
243	том чтобы	2	5
244	ее в	2	5
245	пушкина а	2	5
246	поэтому в	2	5
247	столь же	7	5
248	в мировой	2	5
249	и если	2	5
250	уже не	9	5
251	оно не	2	5
252	о которой	2	5
253	в слове	5	5
254	очевидно что	2	4
255	не могут	2	4
256	русской поэзии	2	4
257	от его	2	4
258	одна из	6	4
259	в форме	2	4
260	на этом	2	4
261	то есть	15	4
262	по своей	5	4
263	казалось бы	4	4
264	не всегда	4	4
265	как у	3	4
266	в романе	3	4
267	не знает	2	4
268	но как	4	4
269	мере в	2	4
270	так или	5	4
271	они не	2	4
272	тех пор	2	4
