N	3gram	Losev_Prob	Myslijsy
1	в том что	13	47
2	по отношению к	2	26
3	не может быть	2	19
4	тем не менее	8	18
5	по крайней мере	8	17
6	только тогда когда	3	17
7	сам по себе	3	14
8	в свою очередь	2	14
9	в то же	2	13
10	в том смысле	2	13
11	во всяком случае	6	12
12	с другой стороны	7	12
13	только в том	2	12
14	до сих пор	3	12
15	для того чтобы	3	11
16	в то время	4	10
17	с одной стороны	5	10
18	то и другое	5	9
19	о том что	14	9
20	на то что	2	9
21	в таком случае	2	9
22	но и в	2	9
23	на самом деле	2	8
24	вместе с тем	5	8
25	можно сказать что	4	7
26	не только в	5	7
27	с точки зрения	13	7
28	сама по себе	2	7
29	в этом смысле	4	7
30	то же самое	2	6
31	и как бы	2	6
32	после того как	3	6
33	может быть только	6	6
34	с самого начала	3	6
35	по себе а	2	5
36	то что в	2	5
37	в сравнении с	4	5
38	и то что	3	5
39	в данном случае	5	4
40	обратить внимание на	4	4
41	не что иное	3	4
42	с этой точки	2	4
43	в этом отношении	4	4
44	то время как	4	4
45	что иное как	3	4
46	дело в том	4	4
47	в том чтобы	2	4
48	бы то ни	4	3
49	то есть в	5	3
50	слова то есть	2	3
51	этой точки зрения	2	3
52	том что он	3	3
53	говоря уже о	2	3
54	для нас в	2	3
55	ничего общего с	2	3
56	потому что оно	2	3
57	не менее в	2	3
58	можно было бы	2	3
59	не говоря уже	2	3
60	точно так же	4	3
61	потому что он	2	3
62	в связи с	11	3
63	так или иначе	3	3
64	равно как и	2	3
65	не только для	2	2
66	мы видели выше	2	2
67	таким образом уже	2	2
68	это значит что	2	2
69	и потому что	2	2
70	и не в	2	2
71	то ни было	2	2
72	для нас не	2	2
73	хотя бы даже	2	2
74	но и о	2	2
75	а может быть	2	2
76	но все же	2	2
