N	2gram	Losev_Dial	Vvedenie
1	и т	31	45
2	т е	49	40
3	т д	28	39
4	в том	20	38
5	в этом	18	35
6	и в	35	35
7	том что	18	30
8	может быть	30	30
9	не только	26	26
10	для того	2	23
11	таким образом	5	21
12	также и	7	20
13	не может	16	19
14	то что	25	19
15	потому что	23	18
16	со стороны	2	16
17	о том	8	16
18	только в	7	16
19	так как	24	15
20	в общем	2	14
21	и не	51	13
22	что в	19	13
23	в самом	6	13
24	в нем	25	13
25	в их	5	12
26	того что	6	12
27	что такое	13	12
28	точки зрения	25	12
29	в его	4	12
30	этом смысле	4	11
31	в данном	5	11
32	то же	21	11
33	по себе	39	11
34	в ее	3	11
35	как мы	5	11
36	ясно что	11	11
37	вопрос о	3	10
38	не в	12	10
39	прежде всего	14	10
40	но в	8	10
41	в той	4	10
42	уже и	5	10
43	между тем	3	10
44	из этих	2	9
45	тем не	3	9
46	и как	14	9
47	все же	9	9
48	но не	9	9
49	не менее	5	9
50	это не	18	8
51	можно было	5	8
52	о котором	2	8
53	с другой	10	8
54	а только	5	8
55	именно в	4	8
56	широком смысле	2	8
57	как нечто	5	8
58	в качестве	2	8
59	в широком	2	7
60	и то	15	7
61	выводу что	2	7
62	к выводу	2	7
63	самом деле	6	7
64	сих пор	4	7
65	как и	10	7
66	как бы	19	7
67	представить себе	2	7
68	но и	17	7
69	в разных	6	7
70	только как	3	7
71	было бы	14	7
72	до сих	4	7
73	сказать что	19	6
74	его в	3	6
75	не могут	4	6
76	как например	2	6
77	хотя бы	6	6
78	иное как	4	6
79	об этом	7	6
80	и даже	23	6
81	но если	6	6
82	тем что	2	6
83	как он	5	6
84	а именно	3	6
85	мере в	3	6
86	в какой	3	6
87	с тем	2	6
88	и это	6	6
89	а в	8	6
90	уже не	3	6
91	в которых	2	6
92	могут быть	6	6
93	в то	10	6
94	один из	3	6
95	и что	17	6
96	и его	6	6
97	все это	14	6
98	же время	9	6
99	вовсе не	19	6
100	вместе с	3	6
101	независимо от	2	5
102	с их	2	5
103	дело не	3	5
104	науки и	5	5
105	не что	4	5
106	есть и	11	5
107	в виду	9	5
108	и тем	2	5
109	д но	2	5
110	с этой	3	5
111	что он	16	5
112	так что	21	5
113	т п	3	5
114	что иное	4	5
115	быть в	5	5
116	что не	13	5
117	по своему	4	5
118	одно из	2	5
119	от этого	5	5
120	как это	8	5
121	на почве	2	5
122	или вообще	3	5
123	в различных	2	5
124	а потому	3	5
125	есть не	8	5
126	не есть	67	5
127	она есть	12	5
128	другой стороны	7	5
129	в них	4	5
130	уже в	5	5
131	всяком случае	3	5
132	что и	7	5
133	говорить о	9	5
134	не просто	19	5
135	а не	24	5
136	но с	4	5
137	хотя и	4	5
138	во всяком	5	5
139	да и	11	4
140	еще и	4	4
141	само по	7	4
142	по сравнению	2	4
143	в результате	2	4
144	мы имеем	4	4
145	о чем	4	4
146	одной стороны	3	4
147	в области	2	4
148	в каждом	4	4
149	только что	5	4
150	должен быть	2	4
151	в особенности	6	4
152	этом отношении	2	4
153	это только	3	4
154	но ведь	2	4
155	как о	2	4
156	еще не	4	4
157	времени и	10	4
158	по мере	3	4
159	е в	3	4
160	по крайней	11	4
161	в чем	9	4
162	с одной	4	4
163	заключается в	4	4
164	к тому	6	4
165	но все	5	4
166	чтобы понять	3	4
167	и для	2	4
168	не имеет	15	4
169	только с	3	4
170	так или	3	4
171	взгляда на	2	4
172	в котором	5	4
173	в виде	2	4
174	даже и	3	4
175	тогда когда	6	4
176	в одном	4	4
177	из них	5	4
178	или иначе	3	4
179	в себе	23	4
180	как она	7	4
181	с точки	18	4
182	крайней мере	11	4
183	в своей	9	4
184	как раз	7	4
185	сравнению с	2	4
186	можно сказать	10	4
187	никогда не	18	3
188	в каком	10	3
189	в отношении	5	3
190	и вообще	10	3
191	в очень	3	3
192	что это	21	3
193	на нее	2	3
194	или иной	4	3
195	в своем	7	3
196	с этим	5	3
197	и этого	2	3
198	так же	6	3
199	нисколько не	7	3
200	что уже	3	3
201	бы и	4	3
202	для этого	2	3
203	что она	18	3
204	к этому	2	3
205	не как	4	3
206	же только	2	3
207	в другом	6	3
208	в конце	5	3
209	от того	2	3
210	отношение к	5	3
211	сама по	12	3
212	если бы	12	3
213	зависимости от	2	3
214	об отношении	6	3
215	в сущности	2	3
216	и вот	10	3
217	он мог	2	3
218	понятно что	2	3
219	может оказаться	2	3
220	в этих	6	3
221	в силу	6	3
222	только на	3	3
223	в частности	4	3
224	и науки	3	3
225	как в	3	3
226	или как	2	3
227	что даже	2	3
228	науки но	2	3
229	не с	5	3
230	идет речь	2	3
231	стороны и	4	3
232	вообще не	2	3
233	можно говорить	2	3
234	со всей	2	3
235	к нему	12	3
236	гораздо более	3	3
237	именно как	2	3
238	времени в	2	3
239	в ней	4	3
240	и к	8	3
241	мы говорим	6	3
242	на этом	4	3
243	то это	6	3
244	но что	10	3
245	что же	5	3
246	нуждается в	6	3
247	так чтобы	2	3
248	тех или	5	3
249	же как	3	3
250	говорит о	6	3
251	при этом	2	3
252	он сам	6	3
253	в зависимости	2	3
254	и уже	4	3
255	что с	2	3
256	во внимание	2	3
257	все эти	4	3
258	той или	11	3
259	связи с	3	3
260	и тогда	4	3
261	и есть	20	3
262	как будто	7	3
263	же самое	3	3
264	в этой	3	3
265	того как	3	3
266	них и	2	2
267	одно и	8	2
268	это еще	2	2
269	науки то	2	2
270	ничего не	19	2
271	о которых	2	2
272	другого рода	2	2
273	и потому	6	2
274	из того	2	2
275	мы должны	6	2
276	во всех	3	2
277	и до	2	2
278	все время	4	2
279	но как	7	2
280	же это	6	2
281	с ней	2	2
282	с чем	2	2
283	для нее	2	2
284	тем более	2	2
285	еще раз	2	2
286	есть только	9	2
287	хотя в	3	2
288	д все	2	2
289	или нет	6	2
290	должно быть	7	2
291	этой точки	2	2
292	бы в	3	2
293	время не	3	2
294	не существует	8	2
295	не нужно	2	2
296	которые не	2	2
297	мысли и	3	2
298	что здесь	4	2
299	что оно	9	2
300	в разной	3	2
301	конце концов	4	2
302	на вещи	2	2
303	что именно	3	2
304	будет в	2	2
305	в связи	3	2
306	а с	2	2
307	этой стороны	2	2
308	что если	4	2
309	у них	3	2
310	и при	3	2
311	после этого	3	2
312	обратим внимание	2	2
313	когда мы	3	2
314	это может	4	2
315	что время	2	2
316	так и	18	2
317	том смысле	4	2
318	ни к	2	2
319	чаще всего	2	2
320	отношении к	3	2
321	лишь как	3	2
322	и др	2	2
323	не бывает	2	2
324	наука не	10	2
325	следует что	2	2
326	и должно	3	2
327	ни с	8	2
328	и так	2	2
329	но уже	3	2
330	тому что	4	2
331	можно представить	2	2
332	это уже	2	2
333	на то	5	2
334	и сейчас	3	2
335	если это	3	2
336	мог бы	3	2
337	можно только	4	2
338	искусство и	2	2
339	с наукой	3	2
340	уже знаем	4	2
341	себе и	5	2
342	был в	2	2
343	которые были	2	2
344	будто бы	3	2
345	пока не	2	2
346	и с	10	2
347	которое в	2	2
348	но это	12	2
349	и из	6	2
350	своего предмета	2	2
351	он и	2	2
352	что мы	3	2
353	и совершенно	4	2
354	наукой и	2	2
355	том или	2	2
356	мы можем	5	2
357	точно так	3	2
358	речь идет	2	2
359	себя в	2	2
360	несмотря на	12	2
361	принять во	2	2
362	жизни и	9	2
363	с теми	2	2
364	тем или	2	2
365	не было	7	2
366	иной раз	7	2
367	сам по	8	2
368	в тех	2	2
369	природы и	2	2
370	только о	3	2
371	что они	8	2
372	это есть	13	2
373	как только	4	2
374	все равно	7	2
375	должна быть	5	2
376	случае не	4	2
377	например в	2	2
378	во всем	3	2
379	в дальнейшем	6	2
380	но которая	2	2
381	если же	2	2
382	не к	2	2
383	по существу	2	2
384	учение о	11	2
385	мы уже	8	2
386	быть и	7	2
