N	2gram	Voloshinov	Analitik
1	не только	18	71
2	и в	32	66
3	в качестве	4	61
4	но и	17	57
5	в том	13	52
6	может быть	50	52
7	в частности	2	51
8	в этом	27	51
9	как и	19	50
10	и не	42	48
11	а не	15	42
12	том что	12	40
13	при этом	13	40
14	так и	21	35
15	то есть	2	35
16	не может	40	29
17	как бы	31	29
18	отнюдь не	14	29
19	а в	5	28
20	в его	10	27
21	и его	33	27
22	не в	13	26
23	но не	2	26
24	в себе	5	24
25	к тому	8	22
26	и даже	4	22
27	в этой	3	22
28	что в	5	22
29	лишь в	17	21
30	и т.п	17	20
31	о том	4	20
32	по отношению	10	19
33	но в	13	19
34	в своей	5	19
35	то же	19	19
36	в самом	14	19
37	с его	6	19
38	в то	7	18
39	в данном	8	18
40	отношению к	9	18
41	или иной	8	17
42	с другой	6	17
43	со стороны	2	17
44	в целом	2	17
45	только в	14	17
46	могут быть	4	16
47	то что	12	16
48	в пределах	7	16
49	что и	5	16
50	не есть	6	15
51	в их	5	15
52	прежде всего	19	15
53	в сущности	17	15
54	уже не	2	15
55	и на	8	15
56	между тем	8	15
57	отличие от	7	14
58	не менее	5	14
59	того же	11	14
60	той или	5	14
61	себя в	2	14
62	в отличие	7	14
63	далеко не	5	14
64	столь же	2	14
65	же время	7	14
66	по себе	5	13
67	ничего не	9	13
68	точки зрения	48	13
69	в начале	7	13
70	как раз	5	13
71	этого слова	7	13
72	для него	18	13
73	он не	5	13
74	тому же	2	13
75	никогда не	7	12
76	и к	3	12
77	как это	2	12
78	в первой	2	12
79	еще не	7	12
80	как в	5	12
81	внутренней речи	13	12
82	сводится к	5	12
83	в свою	6	11
84	это не	5	11
85	нуждается в	4	11
86	и как	8	11
87	не с	2	11
88	можно сказать	4	11
89	той же	5	11
90	в той	6	11
91	не следует	2	11
92	в конце	5	10
93	все же	13	10
94	было бы	8	10
95	и самого	3	10
96	того или	2	10
97	с одной	2	10
98	именно в	6	10
99	совпадает с	3	10
100	здесь не	2	10
101	отношения к	2	10
102	в своем	3	9
103	того что	5	9
104	не столько	5	9
105	одной стороны	2	9
106	свою очередь	5	9
107	имеет место	2	9
108	или иного	2	9
109	другой стороны	7	9
110	за пределы	8	9
111	во всех	13	9
112	в результате	9	9
113	в русской	3	9
114	вступает в	2	9
115	и того	11	9
116	говорить о	2	9
117	таким образом	29	9
118	вместе с	2	9
119	что он	5	8
120	одной из	5	8
121	и все	8	8
122	в контексте	12	8
123	одного из	3	8
124	этом отношении	4	8
125	в основе	10	8
126	между двумя	4	8
127	если бы	12	8
128	не является	11	8
129	он и	2	8
130	с точки	31	8
131	в литературе	2	7
132	иное как	2	7
133	в другом	5	7
134	и тем	4	7
135	место в	5	7
136	в ее	9	7
137	все это	4	7
138	во всяком	8	7
139	одна из	6	7
140	по преимуществу	5	7
141	себя и	2	7
142	и для	15	7
143	у него	2	7
144	и является	4	7
145	или иначе	3	7
146	и т.д	6	7
147	приводит к	3	7
148	в одном	2	7
149	таком случае	5	7
150	однако не	3	7
151	всяком случае	4	7
152	как мы	26	7
153	в таком	8	7
154	жизни но	2	7
155	в нашем	4	7
156	его в	7	6
157	для всех	2	6
158	что не	4	6
159	не что	2	6
160	ли не	2	6
161	должен быть	2	6
162	от своего	2	6
163	не знает	4	6
164	те же	5	6
165	в нем	17	6
166	ответ на	3	6
167	не будет	7	6
168	тем более	3	6
169	или в	4	6
170	он был	2	6
171	и то	4	6
172	хотя бы	8	6
173	могла бы	2	6
174	то в	3	6
175	в сознании	2	6
176	из этих	3	6
177	его как	2	6
178	превращается в	2	6
179	одного и	9	6
180	тем не	3	6
181	и более	6	6
182	так или	2	6
183	из которых	2	6
184	из них	3	6
185	уже в	3	6
186	вовсе не	15	6
187	как система	11	6
188	в широком	2	5
189	и потому	7	5
190	не могут	4	5
191	не как	5	5
192	входит в	5	5
193	но как	3	5
194	одну из	2	5
195	жизни в	5	5
196	знакового материала	3	5
197	для себя	4	5
198	совершенно не	6	5
199	на смену	2	5
200	так что	2	5
201	самом деле	18	5
202	в романе	2	5
203	не так	2	5
204	во втором	2	5
205	и до	4	5
206	все эти	8	5
207	мы не	6	5
208	в первом	3	5
209	без исключения	9	5
210	принадлежит к	2	5
211	этом случае	3	5
212	тот же	4	5
213	и здесь	9	5
214	к его	4	5
215	с их	2	5
216	к этому	10	5
217	с другими	6	5
218	и он	4	5
219	с ее	2	5
220	как о	2	5
221	для того	8	5
222	и их	2	5
223	в этих	2	5
224	тем что	3	5
225	еще и	2	5
226	за пределами	2	5
227	ни в	7	5
228	в котором	6	5
229	в слове	13	5
230	еще в	2	5
231	высказывания в	8	5
232	к жизни	2	5
233	и особенно	2	5
234	нового времени	2	5
235	в отношении	7	4
236	его к	4	4
237	или точнее	2	4
238	и ее	4	4
239	в области	3	4
240	до известной	2	4
241	в каждом	8	4
242	как к	2	4
243	одним из	4	4
244	а как	7	4
245	были бы	2	4
246	как он	3	4
247	только на	7	4
248	в действительности	3	4
249	его и	3	4
250	более того	7	4
251	к нему	5	4
252	и что	2	4
253	потому что	2	4
254	связь с	4	4
255	в чем	2	4
256	его не	2	4
257	что же	5	4
258	здесь в	5	4
259	с ними	5	4
260	того чтобы	9	4
261	и во	2	4
262	и тогда	2	4
263	то ни	12	4
264	известной степени	2	4
265	лишь при	2	4
266	из виду	2	4
267	бы и	2	4
268	сказать что	7	4
269	и от	6	4
270	значительной степени	3	4
271	но при	3	4
272	не становится	3	4
273	с этим	6	4
274	для данного	2	4
275	не все	3	4
276	бы в	4	4
277	в которой	4	4
278	в двух	4	4
279	сама по	2	4
280	лишь на	6	4
281	человека в	3	4
282	в значительной	3	4
283	ни было	15	4
284	ее в	2	4
285	мы уже	7	4
286	между ними	6	4
287	в своих	2	4
288	и если	2	4
289	могли бы	2	4
290	этом смысле	2	4
291	в устах	4	4
292	подхода к	4	4
293	к самому	2	4
294	не было	6	4
295	высказывания и	11	4
296	или даже	2	4
297	бы не	2	4
298	это и	3	4
299	и есть	3	4
300	во внешнем	2	4
301	первой части	2	4
302	на основе	4	4
303	в собственном	2	4
304	этом как	3	3
305	на самом	10	3
306	вопрос о	6	3
307	ни о	2	3
308	мы должны	4	3
309	от него	4	3
310	она может	3	3
311	с целью	2	3
312	слова как	9	3
313	один и	3	3
314	здесь как	2	3
315	случае это	2	3
316	его из	3	3
317	в виду	2	3
318	к своему	2	3
319	одной и	2	3
320	же не	2	3
321	она не	2	3
322	к этой	2	3
323	речи и	6	3
324	тех пор	2	3
325	том числе	3	3
326	мира и	2	3
327	в ней	5	3
328	остается в	2	3
329	и те	7	3
330	всех без	5	3
331	между собой	3	3
332	этой связи	4	3
333	языка и	28	3
334	что все	3	3
335	в зависимости	2	3
336	во внутренней	3	3
337	связи с	22	3
338	в связи	12	3
339	во время	2	3
340	бы то	11	3
341	и внешнего	5	3
342	например в	2	3
343	первом случае	3	3
344	и той	2	3
345	независимо от	3	3
346	какой бы	4	3
347	так как	5	3
348	так сказать	19	3
349	можно было	2	3
350	должно быть	4	3
351	всех этих	2	3
352	это было	2	3
353	речи в	4	3
354	и всего	2	3
355	и тот	4	3
356	себя самого	2	3
357	зависимости от	4	3
358	в становлении	3	3
359	тот или	2	3
360	в жизни	2	3
361	с этой	2	3
362	ни к	3	3
363	в какой	5	3
364	на этот	3	3
365	они не	2	3
366	есть лишь	2	3
367	всякое высказывание	3	3
368	одни и	5	3
369	поэтому в	2	3
370	на то	4	3
371	оно может	6	3
372	но к	2	3
373	установкой на	4	3
374	поскольку он	2	3
375	и с	4	3
376	противном случае	2	3
377	на почве	14	3
378	тогда когда	2	3
379	времени не	2	3
380	мог бы	2	3
381	жизни и	4	3
382	из этого	2	3
383	в противном	2	3
384	слова в	8	3
385	как на	2	3
386	же самое	9	3
387	быть не	2	3
388	не к	3	3
389	сознания к	2	2
390	все более	2	2
391	к одному	5	2
392	в большинстве	7	2
393	между которыми	2	2
394	и второй	2	2
395	оно и	2	2
396	или к	2	2
397	так же	10	2
398	в процессе	31	2
399	не имеют	5	2
400	в одной	4	2
401	для всего	3	2
402	не могла	2	2
403	является в	5	2
404	и прежде	4	2
405	не остается	2	2
406	высказывания как	7	2
407	и при	3	2
408	зрения в	2	2
409	и иных	3	2
410	его внешней	2	2
411	оно становится	4	2
412	или менее	3	2
413	же касается	2	2
414	быть в	2	2
415	внутреннего и	4	2
416	в разных	2	2
417	характерно что	3	2
418	так например	2	2
419	иными словами	2	2
420	тому что	6	2
421	не приходится	3	2
422	на этой	6	2
423	только с	3	2
424	следует что	7	2
425	зрения и	2	2
426	искусство и	2	2
427	а только	2	2
428	данном контексте	3	2
429	с другом	2	2
430	более или	3	2
431	речевого потока	2	2
432	широком смысле	2	2
433	по законам	3	2
434	науке о	3	2
435	определяется не	3	2
436	и ту	3	2
437	науки о	6	2
438	всегда и	3	2
439	смысле этого	7	2
440	на все	2	2
441	с языком	2	2
442	в психике	2	2
443	вступить в	3	2
444	и др	3	2
445	там где	4	2
446	разрыв между	3	2
447	высказывания или	2	2
448	войти в	3	2
449	здесь мы	7	2
450	во всей	2	2
451	как от	3	2
452	слов и	3	2
453	же является	7	2
454	речевой акт	6	2
455	одно и	3	2
456	мы видим	2	2
457	что это	3	2
458	бы он	3	2
459	там и	3	2
460	не будем	4	2
461	нет ничего	4	2
462	подход к	3	2
463	что во	2	2
464	всех сторон	2	2
465	язык есть	5	2
466	к истории	2	2
467	оно ни	5	2
468	мы можем	6	2
469	до тех	2	2
470	бы это	2	2
471	исходит из	4	2
472	и та	2	2
473	значение в	5	2
474	именно здесь	4	2
475	выходят за	3	2
476	есть вещь	2	2
477	на первый	2	2
478	как если	6	2
479	внутреннего мира	2	2
480	это делает	2	2
481	и вот	2	2
482	в коем	2	2
483	но ведь	4	2
484	имеет свою	4	2
485	у нас	4	2
486	но они	2	2
487	сих пор	10	2
488	речевого общения	11	2
489	но если	2	2
490	не ощущается	2	2
491	друг с	2	2
492	на протяжении	2	2
493	от его	2	2
494	культуры и	2	2
495	творческий акт	2	2
496	со всех	2	2
497	нет и	4	2
498	не имеет	6	2
499	связаны с	3	2
500	в дальнейшем	3	2
501	вообще не	2	2
502	в данный	2	2
503	он может	3	2
504	зависит от	2	2
505	принадлежит только	2	2
506	языка в	17	2
507	коем случае	2	2
508	этот вопрос	5	2
509	как системе	2	2
510	значения и	4	2
511	слова о	4	2
512	если он	2	2
513	учение о	3	2
514	далеко за	2	2
515	к другому	7	2
516	данный момент	2	2
517	не просто	2	2
518	и только	2	2
519	в форме	3	2
520	же слова	3	2
521	внутренней жизни	4	2
522	до сих	10	2
523	тем же	4	2
524	в системе	3	2
