N	2gram	Vygotskiy_	Hudozhes
1	в качестве	2	31
2	то есть	30	26
3	в мире	3	24
4	и в	65	23
5	не только	16	20
6	состоит в	4	20
7	в том	46	20
8	может быть	33	19
9	при этом	10	19
10	в частности	3	18
11	и не	20	16
12	но и	6	14
13	а в	9	13
14	в себе	9	13
15	но не	3	13
16	а не	11	13
17	то же	17	12
18	в этом	37	12
19	и его	8	12
20	так и	3	12
21	как бы	29	11
22	точки зрения	19	11
23	представляет собой	3	11
24	в его	11	11
25	но в	5	10
26	не в	12	9
27	том что	28	9
28	не может	17	9
29	с другой	8	9
30	в искусстве	2	9
31	в то	5	8
32	в самом	41	7
33	отношение к	2	7
34	в своей	6	7
35	только в	9	7
36	как это	13	7
37	что в	36	7
38	в основе	5	7
39	мы имеем	2	6
40	уже не	2	6
41	другой стороны	5	6
42	в нем	8	6
43	с ее	5	6
44	можно сказать	2	6
45	в ее	9	6
46	с его	2	6
47	тем самым	4	5
48	ни в	6	5
49	или иначе	2	5
50	в конечном	2	5
51	и одновременно	2	5
52	место в	6	5
53	как к	6	5
54	иначе говоря	10	5
55	для того	18	5
56	того чтобы	21	5
57	в виду	6	5
58	а на	2	5
59	со стороны	4	5
60	в их	3	5
61	не является	2	5
62	слова как	3	5
63	что он	23	5
64	то что	61	5
65	прежде всего	2	5
66	того что	9	5
67	для него	4	5
68	и то	10	4
69	сказать что	14	4
70	его в	5	4
71	или иного	2	4
72	далеко не	3	4
73	это не	7	4
74	того или	2	4
75	к тому	18	4
76	для читателя	2	4
77	между тем	10	4
78	в данном	5	4
79	художественного произведения	2	4
80	в другом	6	4
81	в силу	2	4
82	и как	10	4
83	еще не	3	4
84	к которому	3	4
85	и тем	4	4
86	и что	29	4
87	говорить о	3	4
88	в этих	3	4
89	он не	11	4
90	не следует	3	4
91	и о	6	4
92	отношения к	3	4
93	например в	5	4
94	в своем	8	4
95	со своей	3	4
96	даже в	2	3
97	в жизни	6	3
98	к нему	2	3
99	и для	4	3
100	по своему	6	3
101	одно и	4	3
102	и ее	4	3
103	автора и	2	3
104	в романе	2	3
105	все прочие	2	3
106	как и	12	3
107	того же	4	3
108	их в	4	3
109	потому что	26	3
110	одной стороны	6	3
111	по преимуществу	2	3
112	в русской	4	3
113	в целом	8	3
114	имеем в	3	3
115	к его	2	3
116	в свою	6	3
117	к действительности	3	3
118	и к	5	3
119	во всех	4	3
120	одного и	2	3
121	из этих	6	3
122	связи с	2	3
123	и на	7	3
124	на деле	4	3
125	если бы	22	3
126	в той	8	3
127	не будет	2	3
128	и прежде	2	3
129	как раз	14	3
130	с точки	11	3
131	для автора	2	3
132	он должен	2	3
133	художественное произведение	2	3
134	как говорит	2	3
135	несет в	3	3
136	с этой	5	3
137	таким образом	21	3
138	в таком	6	3
139	есть в	3	3
140	в которой	8	3
141	во всей	3	3
142	в рассказе	9	3
143	принадлежит к	3	3
144	была бы	5	3
145	в одном	9	3
146	с одной	7	3
147	но он	5	3
148	имеет место	2	3
149	никогда не	9	2
150	творческий акт	2	2
151	о том	17	2
152	рассказ о	2	2
153	в каком	8	2
154	вытекает из	2	2
155	одна из	6	2
156	как в	8	2
157	чтобы не	2	2
158	наших глазах	2	2
159	не могли	5	2
160	одно из	4	2
161	на время	2	2
162	от имени	3	2
163	не от	2	2
164	видим в	2	2
165	и это	13	2
166	ее в	7	2
167	в повести	2	2
168	могла бы	6	2
169	тому что	10	2
170	полагал что	3	2
171	идет о	8	2
172	в самой	9	2
173	еще и	2	2
174	столь же	5	2
175	в чем	3	2
176	либо в	6	2
177	что такое	2	2
178	или в	6	2
179	именно в	3	2
180	но как	3	2
181	все эти	7	2
182	тем более	2	2
183	на наших	2	2
184	вслед за	4	2
185	образом и	3	2
186	что она	34	2
187	должен быть	4	2
188	говорит что	17	2
189	совпадает с	2	2
190	дело не	3	2
191	я думаю	2	2
192	этой точки	2	2
193	в глаза	3	2
194	так же	12	2
195	отличается от	2	2
196	об этом	4	2
197	может служить	8	2
198	свою очередь	3	2
199	из которых	6	2
200	в европейской	2	2
201	и по	2	2
202	между собой	2	2
203	всякий раз	6	2
204	я не	9	2
205	отнюдь не	2	2
206	один из	7	2
207	в них	4	2
208	на свою	2	2
209	по себе	5	2
210	материала в	3	2
211	в порядке	4	2
212	речь идет	7	2
213	несмотря на	7	2
214	есть как	2	2
215	роль в	2	2
216	на этом	6	2
217	это и	4	2
218	слова и	3	2
219	события в	3	2
220	и больше	2	2
221	все это	12	2
222	между двумя	3	2
223	в сторону	2	2
224	бы не	5	2
225	о его	2	2
226	из этого	10	2
227	что и	7	2
228	от своего	2	2
229	имеет дело	2	2
230	ни одно	2	2
231	одним из	2	2
232	не просто	7	2
233	и может	5	2
234	к своему	2	2
235	и другие	3	2
236	своей жизни	2	2
237	самом деле	33	2
238	ясно говорит	2	2
239	и более	4	2
240	этого слова	5	2
241	в этой	20	2
242	но только	10	2
243	а с	4	2
244	с ним	6	2
245	в какой	8	2
246	и который	2	2
247	вовсе не	11	2
248	заключается в	13	2
249	если мы	19	2
250	том и	3	2
251	у него	6	2
252	не с	2	2
253	здесь не	3	2
