N	3gram	Voloshinov	FransuaR
1	в то же	6	55
2	то же время	6	55
3	как мы уже	5	28
4	до сих пор	3	27
5	в том что	9	27
6	в большинстве случаев	5	22
7	в этом отношении	4	20
8	но в то	3	20
9	с точки зрения	15	20
10	для того чтобы	3	17
11	о том что	3	17
12	как мы видели	8	16
13	и до конца	4	16
14	и прежде всего	7	14
15	на самом деле	4	13
16	не может быть	14	13
17	с одной стороны	2	13
18	а также и	2	12
19	в другом месте	2	12
20	все то что	3	11
21	можно сказать что	5	11
22	в отличие от	2	11
23	в конце концов	2	10
24	на самом же	2	10
25	в данном случае	4	10
26	самом же деле	2	10
27	по отношению к	11	9
28	так и в	3	9
29	мы видели что	3	8
30	в его целом	2	8
31	таким образом в	2	8
32	в чем же	2	7
33	в следующей главе	3	7
34	на первый план	4	7
35	в узком смысле	2	7
36	в самом деле	10	7
37	нужно отметить что	2	7
38	это прежде всего	2	6
39	с самого начала	5	6
40	в свою очередь	4	6
41	выходит за пределы	2	6
42	во всяком случае	8	5
43	то же самое	2	5
44	мы уже указывали	4	5
45	это и есть	2	5
46	в применении к	2	5
47	и тот же	3	5
48	это как бы	2	5
49	только то что	3	5
50	точку зрения на	3	4
51	один и тот	3	4
52	может быть и	6	4
53	одной и той	3	4
54	как раз и	2	4
55	а следовательно и	2	4
56	в собственном смысле	3	4
57	что и в	2	4
58	и не может	3	4
59	по ту сторону	4	4
60	вовсе не в	2	4
61	на этот вопрос	3	4
62	и той же	3	4
63	во всех областях	2	4
64	это вовсе не	4	4
65	бы то ни	3	3
66	он не только	2	3
67	в этом смысле	2	3
68	заключается в том	2	3
69	не дает нам	2	3
70	но в общем	3	3
71	нет и не	3	3
72	в предыдущей главе	2	3
73	а с другой	2	3
74	в ее целом	4	3
75	в последнем счете	4	2
76	точка зрения на	2	2
77	сам по себе	4	2
78	с помощью которого	2	2
79	ни о каком	2	2
80	можем сказать что	5	2
81	связанных с ними	2	2
82	с помощью которых	4	2
83	в таких случаях	2	2
84	мы знаем что	6	2
85	на этом мы	3	2
86	не могут быть	4	2
87	в конечном счете	3	2
88	мы можем сказать	5	2
89	мы полагаем что	2	2
90	быть и речи	3	2
91	то ни было	2	2
92	мы не можем	3	2
93	мы уже знаем	3	2
94	его отношение к	2	2
95	том что он	2	2
96	и все его	2	2
97	узком смысле слова	3	2
98	и может быть	2	2
99	и с помощью	2	2
100	во внешнем мире	4	2
101	смысл и значение	2	2
102	и по отношению	2	2
