N	3gram	Vygotskiy_	Komedia
1	в том что	33	29
2	до сих пор	3	16
3	о том что	7	13
4	в самом деле	6	13
5	для того чтобы	20	11
6	в то время	4	11
7	в свою очередь	4	10
8	по отношению к	19	9
9	то время как	4	9
10	с одной стороны	10	9
11	вместе с тем	4	9
12	с другой стороны	8	8
13	в первую очередь	4	7
14	в конце концов	2	7
15	во всяком случае	2	7
16	с самого начала	8	7
17	в связи с	6	6
18	с точки зрения	12	6
19	в том числе	2	6
20	в отличие от	3	6
21	что он не	3	5
22	то же самое	7	5
23	в этом отношении	7	5
24	том что он	3	5
25	о том как	3	5
26	к тому что	5	4
27	именно потому что	3	4
28	в этой области	3	4
29	можно было бы	8	4
30	и тот же	5	4
31	в самом начале	2	4
32	независимо от того	2	4
33	но все же	2	4
34	не в состоянии	6	4
35	в обоих случаях	2	4
36	по сравнению с	9	4
37	в той же	3	3
38	друг от друга	5	3
39	таким образом в	2	3
40	то обстоятельство что	5	3
41	в высшей степени	3	3
42	друг с другом	10	3
43	то что он	3	3
44	на то что	5	3
45	один и тот	5	3
46	том числе и	2	3
47	состоит в том	7	3
48	одному и тому	2	2
49	но при этом	2	2
50	как мы видели	4	2
51	только в том	2	2
52	подобно тому как	6	2
53	в первом случае	2	2
54	потому что в	4	2
55	на первый план	2	2
56	в зависимости от	2	2
57	к одному и	3	2
58	до того как	2	2
59	и тем более	2	2
60	том что в	2	2
61	не иначе как	3	2
62	мере в какой	3	2
63	в этом случае	5	2
64	так же как	9	2
65	и тому же	2	2
66	этой точки зрения	7	2
67	в этом смысле	5	2
68	с этой точки	7	2
69	одной стороны и	2	2
70	требует от него	3	2
