N	3gram	Vygotskiy_	Myslijsy
1	в том что	20	47
2	не может быть	3	19
3	и т д	6	15
4	сам по себе	2	14
5	в свою очередь	3	14
6	не в том	2	13
7	в том смысле	2	13
8	во всяком случае	6	12
9	с другой стороны	5	12
10	только в том	5	12
11	до сих пор	6	12
12	смысле этого слова	5	12
13	и в этом	6	12
14	и т п	7	11
15	сами по себе	3	11
16	для того чтобы	17	11
17	в то время	4	10
18	с одной стороны	6	10
19	то и другое	3	9
20	мы не можем	2	9
21	о том что	8	9
22	на то что	16	9
23	потому что в	2	9
24	до тех пор	2	9
25	на самом деле	3	8
26	с тем что	3	8
27	до такой степени	3	8
28	вместе с тем	3	8
29	и то же	3	7
30	одной и той	3	7
31	одно и то	3	7
32	не только не	3	7
33	и той же	3	7
34	в том как	2	7
35	с точки зрения	11	7
36	не было бы	2	6
37	то же самое	12	6
38	и как бы	2	6
39	с самого начала	10	6
40	может быть не	2	6
41	и может быть	3	6
42	то что мы	3	6
43	в том случае	4	5
44	а b с	3	5
45	таким образом что	2	5
46	к тому что	5	5
47	то что в	5	5
48	не то что	4	5
49	и то что	3	5
50	все то что	13	4
51	и то и	3	4
52	все более и	4	4
53	в том и	2	4
54	в данном случае	5	4
55	и в самом	15	4
56	мы видели что	2	4
57	с этой точки	2	4
58	то время как	3	4
59	в том виде	2	4
60	и что в	2	4
61	это было бы	2	4
62	с таким образом	4	4
63	более и более	4	4
64	в том чтобы	2	4
65	тех пор пока	2	3
66	этой точки зрения	2	3
67	том что он	3	3
68	ничего общего с	2	3
69	что он не	4	3
70	этого слова и	2	3
71	можно было бы	6	3
72	между тем в	2	3
73	точно так же	3	3
74	потому что он	3	3
75	заключается в том	10	3
76	мы увидим что	9	3
77	внимание на то	3	3
78	та и другая	2	3
79	в таком виде	2	3
80	в наше время	2	3
81	это значит что	2	2
82	одна и та	2	2
83	том случае если	4	2
84	и во всех	2	2
85	по его словам	2	2
86	так же как	2	2
87	только то что	3	2
88	и та же	3	2
89	тем что в	2	2
90	что в ней	3	2
91	то что она	3	2
92	как мы видели	2	2
93	в первый раз	2	2
94	мы старались показать	2	2
95	о том как	3	2
96	очевидно что в	2	2
97	что в таком	2	2
98	мы могли бы	4	2
99	состоит в том	2	2
100	к тому чтобы	4	2
101	что все эти	2	2
102	что в нем	3	2
103	если же мы	2	2
104	же самое что	2	2
105	было бы совершенно	2	2
