N	3gram	Vygotskiy_	formyVre
1	то же время	2	21
2	в то же	2	18
3	в связи с	3	15
4	как мы уже	4	15
5	с точки зрения	34	15
6	друг с другом	6	13
7	для того чтобы	19	12
8	до сих пор	4	10
9	мы уже говорили	3	9
10	в том числе	3	8
11	прежде всего в	2	7
12	в этом отношении	6	7
13	в отличие от	3	7
14	не может быть	8	7
15	с одной стороны	14	6
16	друг от друга	4	6
17	в том же	3	6
18	одно и то	2	5
19	и то же	2	5
20	в том что	30	5
21	на протяжении всего	2	5
22	на первый план	3	5
23	том числе и	3	5
24	как и в	2	5
25	в то время	5	5
26	той или иной	2	5
27	одной стороны и	3	5
28	как если бы	3	4
29	то время как	4	4
30	как раз в	3	4
31	с другой стороны	10	4
32	во всяком случае	5	4
33	по отношению к	11	4
34	и в частности	3	3
35	то же самое	4	3
36	друг к другу	2	3
37	в другом месте	6	3
38	в зависимости от	8	3
39	о том что	10	3
40	вместе с тем	5	3
41	так же как	6	3
42	между этими двумя	2	3
43	с самого начала	9	3
44	же как и	4	3
45	наряду с этим	2	3
46	по сравнению с	9	3
47	к тому что	3	2
48	можно сказать что	5	2
49	все более и	3	2
50	по своей природе	3	2
51	так как он	3	2
52	дело в том	2	2
53	в данном случае	5	2
54	по самому своему	2	2
55	если бы он	3	2
56	и в самом	2	2
57	как и все	2	2
58	более и более	3	2
59	в свою очередь	3	2
60	таким образом и	3	2
