N	2gram	Bakhtin_Pr	Narrotol
1	не только	14	62
2	и не	41	50
3	при этом	6	47
4	но и	16	45
5	а не	19	38
6	может быть	23	30
7	и в	83	30
8	в том	22	29
9	своего рода	7	28
10	том что	9	28
11	в этом	24	28
12	а в	4	27
13	только в	10	25
14	как и	13	24
15	не в	10	23
16	то что	14	23
17	то есть	86	22
18	не может	18	20
19	в рассказе	2	18
20	в себе	10	17
21	так и	9	17
22	а также	4	17
23	в его	15	16
24	но в	12	15
25	можно сказать	12	15
26	к тому	2	15
27	и т.п	42	15
28	в жизни	14	14
29	и его	13	14
30	в своем	2	13
31	в своей	5	13
32	то же	10	13
33	времени и	4	13
34	у него	5	13
35	о том	3	13
36	уже не	5	13
37	перед нами	17	12
38	все же	3	12
39	прежде всего	20	12
40	как в	10	12
41	на протяжении	5	12
42	как бы	27	12
43	тем самым	2	11
44	по отношению	6	11
45	к себе	8	11
46	и тем	4	11
47	героя в	2	11
48	об этом	3	11
49	в нем	21	11
50	в этой	3	11
51	жизни в	4	11
52	отношению к	5	11
53	в мире	8	11
54	хотя и	10	11
55	никогда не	10	10
56	в то	8	10
57	и т.д	5	10
58	ничего не	8	10
59	как это	2	10
60	один из	7	10
61	точки зрения	17	10
62	и все	14	10
63	но не	9	10
64	жизни и	13	10
65	тому же	3	10
66	между тем	2	10
67	с его	4	10
68	в соответствии	3	9
69	еще не	10	9
70	что он	6	9
71	что в	5	9
72	тем не	2	9
73	той или	2	9
74	далеко не	4	9
75	потому что	9	9
76	с ним	3	9
77	как раз	6	9
78	или иной	2	8
79	о чем	2	8
80	но при	2	8
81	не менее	4	8
82	одна из	9	8
83	мы имеем	4	8
84	и он	5	8
85	у нас	2	8
86	в литературе	8	8
87	и для	5	8
88	в самом	7	8
89	и к	13	8
90	соответствии с	2	8
91	в той	2	8
92	же время	8	8
93	в таком	3	8
94	он не	5	8
95	это не	10	7
96	при всей	3	7
97	в конце	5	7
98	а во	3	7
99	в ней	8	7
100	на себя	3	7
101	в целом	3	7
102	в ее	3	7
103	также и	5	7
104	с другой	4	7
105	в котором	8	7
106	и на	27	7
107	или в	7	7
108	в форме	6	7
109	вплоть до	5	6
110	о нем	2	6
111	в сознании	2	6
112	они не	5	6
113	могло бы	3	6
114	между двумя	4	6
115	что и	4	6
116	например в	8	6
117	главного героя	2	6
118	сказать что	12	6
119	из этих	3	6
120	здесь не	5	6
121	в результате	2	6
122	на него	2	6
123	героя и	3	6
124	как у	5	6
125	на то	2	6
126	слова в	3	6
127	к его	2	6
128	таким образом	9	6
129	человеческих отношений	2	6
130	в слове	2	6
131	на самом	2	5
132	и у	8	5
133	не всегда	3	5
134	и о	3	5
135	а для	2	5
136	к нему	3	5
137	особое место	2	5
138	может служить	2	5
139	место в	3	5
140	мира и	3	5
141	человеческой жизни	3	5
142	было бы	6	5
143	мы не	7	5
144	я не	6	5
145	и здесь	4	5
146	себе самому	7	5
147	да и	3	5
148	и то	2	5
149	и от	4	5
150	что это	2	5
151	с ними	2	5
152	так сказать	8	5
153	в начале	2	5
154	тем более	2	5
155	бы и	3	5
156	с ее	3	5
157	и даже	5	5
158	в центре	4	5
159	в пределах	8	5
160	его жизни	2	5
161	их в	3	5
162	именно в	3	5
163	человек в	2	5
164	в своих	4	5
165	но для	2	5
166	из них	7	5
167	в одном	4	5
168	не было	5	5
169	он сам	5	5
170	и уже	2	5
171	как будто	3	5
172	даже в	3	4
173	не о	2	4
174	еще раз	6	4
175	и ее	8	4
176	эти два	3	4
177	начиная с	4	4
178	но именно	4	4
179	в произведениях	2	4
180	а на	2	4
181	в виду	3	4
182	как он	4	4
183	в области	6	4
184	только на	3	4
185	друг друга	7	4
186	по своему	6	4
187	в них	4	4
188	она не	4	4
189	это уже	2	4
190	все его	3	4
191	что на	2	4
192	что касается	2	4
193	на ее	2	4
194	и по	5	4
195	что они	2	4
196	как мы	12	4
197	в основе	6	4
198	быть и	2	4
199	хотя бы	6	4
200	к этому	5	4
201	это было	3	4
202	к ней	3	4
203	человека в	6	4
204	со всеми	8	4
205	ведет к	3	4
206	но они	5	4
207	он является	2	4
208	раз в	2	4
209	во сне	7	4
210	строго говоря	2	4
211	что я	2	4
212	и притом	2	4
213	и с	10	4
214	жизни а	2	4
215	по себе	3	4
216	несмотря на	3	4
217	по своей	12	4
218	к жизни	2	4
219	во всяком	2	4
220	нового времени	8	4
221	в себя	8	4
222	не к	3	4
223	вместе с	5	4
224	еще и	4	3
225	до конца	3	3
226	и потому	6	3
227	так же	4	3
228	но как	2	3
229	а лишь	2	3
230	для других	2	3
231	а как	4	3
232	в романе	9	3
233	не знает	8	3
234	здесь мы	3	3
235	одной из	6	3
236	к ним	5	3
237	в него	4	3
238	и это	3	3
239	своей жизни	3	3
240	между ними	14	3
241	жизни на	2	3
242	же не	2	3
243	все эти	9	3
244	той же	6	3
245	в связи	2	3
246	особенно в	7	3
247	в зависимости	3	3
248	в направлении	2	3
249	все время	2	3
250	в строгом	3	3
251	но это	7	3
252	можно было	2	3
253	в первой	2	3
254	дело в	3	3
255	что она	2	3
256	в которой	2	3
257	по мере	3	3
258	беседы с	2	3
259	зависимости от	3	3
260	каждого из	2	3
261	где в	2	3
262	в этих	8	3
263	все равно	6	3
264	всех его	3	3
265	сих пор	8	3
266	со своей	2	3
267	всей своей	2	3
268	это была	2	3
269	в роли	2	3
270	о себе	2	3
271	жизни не	2	3
272	этого рассказа	2	3
273	жизни как	4	3
274	героя но	2	3
275	могли бы	2	3
276	себя внимание	2	3
277	он и	2	3
278	что мы	2	3
279	с точки	13	3
280	говорит о	2	3
281	и что	3	3
282	говорить о	2	3
283	первого и	2	3
284	что было	2	3
285	что именно	2	3
286	наряду с	6	3
287	подчеркнуть что	4	3
288	но он	3	3
289	до сих	8	3
290	к одному	2	2
291	в которых	2	2
292	утрачивает свою	2	2
293	наконец в	3	2
294	или менее	3	2
295	одному из	2	2
296	оно и	2	2
297	в их	7	2
298	казалось бы	4	2
299	так называемая	2	2
300	достоевского и	8	2
301	это все	2	2
302	к своему	4	2
303	в формах	2	2
304	людей и	6	2
305	представления о	3	2
306	и пространства	2	2
307	себе самом	2	2
308	одновременно и	5	2
309	они и	3	2
310	в произведении	3	2
311	в повести	3	2
312	указывает на	2	2
313	только с	3	2
314	они могут	3	2
315	в общем	2	2
316	не могу	3	2
317	более или	3	2
318	жизнь в	4	2
319	в более	5	2
320	на свой	2	2
321	например как	2	2
322	могут быть	5	2
323	в сюжете	3	2
324	в году	2	2
325	рассказ в	3	2
326	в процессе	4	2
327	живет в	3	2
328	для них	2	2
329	и другого	2	2
330	главное в	2	2
331	можно назвать	2	2
332	своей природе	4	2
333	и во	6	2
334	они все	2	2
335	в сущности	15	2
336	в двух	3	2
337	вовсе не	12	2
338	к миру	2	2
339	если в	2	2
340	и вообще	3	2
341	это еще	2	2
342	слово то	2	2
343	все то	4	2
344	меньшей степени	6	2
345	время в	2	2
346	над собой	2	2
347	другой стороны	3	2
348	герой рассказа	2	2
349	бытия и	5	2
350	и еще	2	2
351	и через	5	2
352	должно быть	4	2
353	его как	3	2
354	бы в	2	2
355	который не	2	2
356	мы можем	9	2
357	автора в	2	2
358	и одновременно	6	2
359	слова и	5	2
360	по своим	2	2
361	превращается в	5	2
362	все это	11	2
363	тем что	2	2
364	в особенности	2	2
365	или точнее	2	2
366	и наконец	4	2
367	одним из	6	2
368	пространство и	2	2
369	опирается на	2	2
370	себе и	2	2
371	быть только	2	2
372	во всех	15	2
373	и более	3	2
374	отношение к	14	2
