N	2gram	Voloshinov	Psycholo
1	то что	12	193
2	и в	32	190
3	в том	13	163
4	что в	5	123
5	потому что	2	114
6	том что	12	113
7	и что	2	108
8	может быть	50	107
9	таким образом	29	102
10	в этом	27	100
11	то есть	2	97
12	в самом	14	82
13	как бы	31	80
14	для того	8	78
15	того чтобы	9	78
16	что он	5	76
17	не только	18	75
18	на то	4	73
19	и не	42	73
20	самом деле	18	70
21	точки зрения	48	69
22	не может	40	68
23	если мы	17	66
24	так как	5	63
25	так же	10	63
26	было бы	8	56
27	если бы	12	55
28	то же	19	54
29	о том	4	54
30	при этом	13	52
31	как и	19	51
32	что и	5	50
33	а не	15	50
34	что это	3	49
35	только в	14	46
36	в сущности	17	46
37	сказать что	7	46
38	по себе	5	46
39	к тому	8	45
40	не в	13	45
41	в этой	3	43
42	ясно что	6	43
43	никогда не	7	42
44	и все	8	42
45	вместе с	2	41
46	как это	2	40
47	но и	17	40
48	как раз	5	39
49	того что	5	39
50	же самое	9	38
51	и это	6	37
52	мы видим	2	37
53	и как	8	36
54	вовсе не	15	34
55	и если	2	34
56	и его	33	34
57	как на	2	34
58	что все	3	33
59	все же	13	33
60	тому что	6	33
61	все это	4	32
62	в себе	5	32
63	в ней	5	31
64	мы не	6	31
65	в его	10	31
66	он не	5	31
67	мы увидим	3	30
68	как в	5	30
69	с одной	2	29
70	и для	15	29
71	с точки	31	29
72	одной стороны	2	29
73	в нем	17	29
74	и то	4	28
75	мы можем	6	28
76	в основе	10	27
77	с другой	6	27
78	в своих	2	27
79	а в	5	27
80	и на	8	27
81	так что	2	26
82	совершенно не	6	26
83	и здесь	9	25
84	только что	2	25
85	жизни и	4	25
86	до конца	6	24
87	в целом	2	24
88	до сих	10	24
89	тем что	3	24
90	в своем	3	23
91	сих пор	10	23
92	целый ряд	3	23
93	из этого	2	23
94	могут быть	4	23
95	что оно	3	23
96	и даже	4	22
97	как она	2	22
98	с этим	6	22
99	между тем	8	22
100	из них	3	22
101	в своей	5	21
102	как мы	26	21
103	и вот	2	21
104	в конце	5	21
105	ни в	7	21
106	в котором	6	21
107	той же	5	21
108	и только	2	21
109	в двух	4	21
110	она не	2	20
111	все эти	8	20
112	в то	7	20
113	тот же	4	20
114	это не	5	20
115	там где	4	20
116	другой стороны	7	20
117	мы должны	4	19
118	в ее	9	19
119	в какой	5	19
120	у него	2	19
121	в одном	2	19
122	мы уже	7	19
123	в каком	6	18
124	на самом	10	18
125	но в	13	18
126	но не	2	18
127	в которой	4	18
128	с этой	2	18
129	можно было	2	18
130	зависимости от	4	18
131	и есть	3	18
132	в виду	2	17
133	одна из	6	17
134	во всяком	8	17
135	у нас	4	17
136	из этих	3	17
137	так и	21	16
138	самого начала	9	16
139	не имеет	6	16
140	сводится к	5	16
141	и к	3	16
142	от того	4	16
143	и тем	4	16
144	из которых	2	16
145	же как	2	16
146	к этому	10	16
147	формы и	4	16
148	с самого	9	16
149	в таком	8	16
150	и потому	7	15
151	мы знаем	7	15
152	могли бы	2	15
153	в зависимости	2	15
154	еще не	7	15
155	не могут	4	15
156	далеко не	5	15
157	только на	7	15
158	в частности	2	15
159	во всех	13	15
160	в результате	9	15
161	для него	18	15
162	и так	2	15
163	не просто	2	15
164	должна быть	6	14
165	хотя бы	8	14
166	столь же	2	14
167	главным образом	2	14
168	это и	3	14
169	само по	2	14
170	прежде всего	19	14
171	одной и	2	14
172	в области	3	14
173	и той	2	14
174	бы в	4	14
175	этом отношении	4	14
176	к которым	3	14
177	в жизни	2	14
178	те же	5	14
179	всяком случае	4	14
180	или в	4	14
181	в совершенно	2	14
182	как он	3	13
183	точка зрения	8	13
184	именно в	6	13
185	этот вопрос	5	13
186	отнюдь не	14	13
187	со стороны	2	13
188	могла бы	2	13
189	и он	4	13
190	говорит он	2	13
191	в той	6	13
192	но если	2	12
193	что самое	2	12
194	и этот	2	12
195	того же	11	12
196	в этих	2	12
197	конце концов	3	12
198	в свою	6	12
199	ничего не	9	12
200	не менее	5	12
201	и другие	2	12
202	тогда когда	2	12
203	что не	4	12
204	и до	4	12
205	например в	2	12
206	и с	4	12
207	как к	2	11
208	были бы	2	11
209	отличие от	7	11
210	так например	2	11
211	не будет	7	11
