N	2gram	Propp_Isto	KulturaY
1	и т	29	143
2	т е	34	102
3	и в	41	84
4	в том	14	74
5	потому что	13	68
6	не только	30	60
7	точки зрения	4	59
8	в этом	19	57
9	было бы	4	53
10	и не	12	52
11	может быть	19	47
12	том что	18	44
13	что в	21	44
14	т д	25	42
15	для того	2	41
16	в самом	2	41
17	у нас	4	38
18	так как	21	36
19	в области	3	34
20	таким образом	15	33
21	а не	9	33
22	можно было	3	32
23	если бы	3	32
24	не в	12	30
25	прежде всего	6	30
26	в его	4	30
27	и пр	2	30
28	все же	14	29
29	того что	7	28
30	не менее	5	28
31	все эти	8	28
32	в силу	2	26
33	уже не	8	26
34	не может	19	25
35	то что	12	25
36	вовсе не	6	25
37	вопрос о	6	24
38	еще не	13	24
39	с другой	20	24
40	так и	8	23
41	то же	12	23
42	только в	10	23
43	тем не	4	21
44	во всяком	3	20
45	но и	20	20
46	по себе	2	20
47	и что	15	20
48	что он	29	19
49	но в	7	19
50	зависимости от	4	19
51	тем что	11	19
52	о том	15	19
53	всяком случае	3	19
54	что же	2	19
55	связи с	3	18
56	все это	9	18
57	в качестве	5	18
58	к тому	4	18
59	с тем	8	18
60	как бы	8	18
61	и с	4	18
62	вместе с	17	18
63	это не	14	17
64	как это	6	17
65	что это	6	17
66	другой стороны	17	17
67	ничего не	7	16
68	в зависимости	3	16
69	что не	3	16
70	что и	13	16
71	тот же	2	16
72	но не	8	16
73	по отношению	3	15
74	и тем	4	15
75	один из	7	15
76	а в	12	15
77	при этом	7	15
78	того как	5	15
79	в данном	8	15
80	том чтобы	3	15
81	именно в	2	15
82	не было	3	15
83	как на	3	15
84	в них	4	14
85	в связи	3	14
86	хотя и	3	14
87	как мы	6	14
88	сказать что	5	14
89	мы имеем	27	14
90	отношению к	3	14
91	сих пор	5	14
92	что такое	2	14
93	и на	12	14
94	в ней	4	14
95	до сих	4	14
96	не могут	3	13
97	по существу	5	13
98	между прочим	3	13
99	что она	6	13
100	не случайно	3	13
101	в этой	2	13
102	в которых	2	13
103	для нас	8	13
104	там где	7	13
105	и его	11	13
106	этот вопрос	3	12
107	с этой	7	12
108	как в	17	12
109	того же	3	12
110	тогда когда	3	12
111	могут быть	3	12
112	ясно что	2	12
113	в таких	3	11
114	должен быть	2	11
115	в их	4	11
116	в своем	3	11
117	те же	2	11
118	из этих	6	11
119	должна быть	3	11
120	в нем	12	11
121	и здесь	13	11
122	и то	3	11
123	и если	4	11
124	уже в	4	11
125	он не	8	11
126	тем самым	3	10
127	так же	6	10
128	в то	6	10
129	к этому	5	10
130	со стороны	3	10
131	они не	4	10
132	как и	8	10
133	ту же	3	10
134	тех же	2	10
135	с этим	3	10
136	тем более	2	10
137	в особенности	2	10
138	от того	4	10
139	после того	6	10
140	конечно не	2	10
141	не просто	3	10
142	в целом	2	9
143	здесь не	4	9
144	в своей	4	9
145	можно сказать	3	9
146	дает нам	3	9
147	а также	2	9
148	но это	5	9
149	в которой	2	9
150	и вот	2	9
151	не имеет	6	9
152	на то	5	9
153	ни в	4	9
154	но для	3	9
155	что мы	3	9
156	и есть	2	9
157	в первую	8	8
158	в частности	3	8
159	мы видели	17	8
160	в чем	5	8
161	с одной	12	8
162	и о	2	8
163	в тех	8	8
164	что они	5	8
165	этом случае	4	8
166	с его	4	8
167	своего рода	7	8
168	то и	6	8
169	независимо от	3	8
170	и как	3	8
171	об этом	7	8
172	в этих	16	8
173	тому что	2	8
174	но все	5	8
175	далеко не	3	8
176	что я	2	8
177	как он	11	7
178	не знает	2	7
179	а с	3	7
180	она не	3	7
181	на том	10	7
182	одной стороны	12	7
183	с ними	2	7
184	стоит в	3	7
185	но вот	2	7
186	например в	6	7
187	никак не	2	7
188	когда мы	2	7
189	не все	4	7
190	а именно	12	7
191	здесь можно	6	7
192	и более	2	7
193	на этот	4	7
194	в котором	3	7
195	когда он	5	7
196	с ним	9	7
197	в одном	2	7
198	сводится к	3	7
199	даже в	2	6
200	перед нами	4	6
201	данном случае	7	6
202	его к	2	6
203	в себе	3	6
204	е в	2	6
205	это конечно	2	6
206	не всегда	6	6
207	этого не	2	6
208	мы знаем	4	6
209	в свое	3	6
210	которые в	3	6
211	от этого	2	6
212	можно ли	2	6
213	а если	3	6
214	на себя	3	6
215	этой точки	3	6
216	не столько	4	6
217	в ее	3	6
218	должны быть	4	6
219	когда в	3	6
220	что эти	4	6
221	как будто	4	6
222	что если	2	6
223	то это	7	6
224	дело не	5	6
225	мы не	10	6
226	отличается от	4	6
227	случаи когда	4	6
228	или в	11	6
229	не с	2	6
230	оно не	2	6
231	если не	4	6
232	главным образом	3	6
233	что именно	2	6
234	никогда не	16	5
235	в каких	2	5
236	мы должны	7	5
237	относится к	2	5
238	а на	2	5
239	не будем	2	5
