N	2gram	Vinokur_Vv	Stilisti
1	и в	35	42
2	как бы	7	30
3	не только	26	28
4	прежде всего	10	22
5	и т.д	5	21
6	хотя бы	6	18
7	то же	11	16
8	но и	7	16
9	и не	13	14
10	не может	19	13
11	может быть	30	13
12	как и	7	12
13	точки зрения	12	11
14	что мы	2	11
15	мы уже	2	11
16	в себе	4	10
17	и как	9	10
18	мы должны	2	10
19	в этом	35	10
20	как мы	11	10
21	в то	6	9
22	для того	23	9
23	все же	9	9
24	то что	19	9
25	язык и	3	9
26	при этом	3	9
27	мы не	2	9
28	ничего не	2	8
29	так как	15	8
30	и это	6	8
31	с тем	6	8
32	в ней	3	8
33	что же	3	8
34	таким образом	21	8
35	никогда не	3	7
36	мы можем	2	7
37	зависимости от	3	7
38	и той	3	7
39	же время	6	7
40	так и	2	7
41	потому что	18	7
42	только в	16	7
43	а не	5	7
44	и на	3	7
45	того чтобы	22	7
46	в зависимости	3	7
47	было бы	7	7
48	и его	6	7
49	той же	4	7
50	и тем	5	7
51	одно и	2	6
52	или иной	3	6
53	когда мы	2	6
54	и так	2	6
55	бы в	2	6
56	во всех	2	6
57	не в	10	6
58	но ведь	4	6
59	в области	4	6
60	язык в	3	6
61	в конце	3	6
62	или как	3	6
63	в нем	13	6
64	в свою	2	6
65	в его	12	6
66	в форме	2	6
67	в этой	3	6
68	с помощью	2	6
69	и то	7	5
70	все время	2	5
71	независимо от	5	5
72	самом деле	7	5
73	как это	5	5
74	а с	2	5
75	мы видели	3	5
76	но все	4	5
77	тому что	2	5
78	а в	6	5
79	но в	10	5
80	в самом	13	5
81	и с	2	5
82	уже в	5	5
83	в той	10	5
84	с точки	4	5
85	же самое	3	5
86	вместе с	6	5
87	да и	4	4
88	что это	3	4
89	в одном	4	4
90	так же	3	4
91	само собой	2	4
92	его в	6	4
93	если бы	3	4
94	что именно	2	4
95	не что	5	4
96	так называемой	3	4
97	свою очередь	2	4
98	слова как	2	4
99	у нас	2	4
100	к своему	2	4
101	того что	12	4
102	так называемые	2	4
103	можно было	8	4
104	один из	6	4
105	одной и	2	4
106	в каждом	4	4
107	к тому	4	4
108	о том	16	4
109	что такое	12	4
110	уже не	6	4
111	и к	3	4
112	в целом	5	4
113	мы называем	2	4
114	не существует	2	4
115	языка и	15	4
116	той или	3	4
117	не просто	5	4
118	все это	6	4
119	в качестве	8	4
120	себя в	2	4
121	как только	2	4
122	тех или	3	4
123	можно сказать	4	4
124	не к	2	4
125	в слове	3	4
126	и без	2	4
127	сказать что	6	3
128	и развития	2	3
129	это не	8	3
130	иметь дело	2	3
131	том что	30	3
132	нуждается в	3	3
133	в начале	3	3
134	в тех	2	3
135	деятельности и	2	3
136	об этом	6	3
137	и даже	6	3
138	этого слова	2	3
139	от того	3	3
140	и здесь	3	3
141	или иных	3	3
142	конце концов	2	3
143	во второй	3	3
144	в виду	5	3
145	в том	38	3
146	в частности	3	3
147	у них	2	3
148	еще не	4	3
149	только на	3	3
150	как в	3	3
151	и вот	3	3
152	чаще всего	2	3
153	свое выражение	3	3
154	в разных	7	3
155	не с	3	3
156	по своему	5	3
157	и для	4	3
158	в котором	4	3
159	ответ на	4	3
160	что оно	2	3
161	выражение в	2	3
162	между ними	3	3
163	из которых	3	3
164	но что	3	3
165	из них	4	3
166	представить себе	7	3
167	хотя и	5	3
168	несмотря на	2	3
169	жизни и	2	3
170	что и	5	3
171	в ее	11	3
172	и уже	3	3
173	все эти	3	3
174	связи с	3	3
175	до того	2	3
176	этом случае	6	3
177	между тем	10	3
178	связь между	5	3
179	вряд ли	3	3
180	не мог	2	3
181	что иное	5	2
182	еще и	4	2
183	до конца	3	2
184	в каком	3	2
185	в отношении	3	2
186	для этого	3	2
187	и вообще	3	2
188	вопрос о	10	2
189	и потому	2	2
190	как например	6	2
191	с этим	3	2
192	мы имеем	4	2
193	из этих	9	2
194	но как	2	2
195	бы и	3	2
196	времени и	4	2
197	должно быть	2	2
198	каждый из	2	2
199	к этому	3	2
200	с ней	2	2
201	по отношению	4	2
202	не нужно	2	2
203	иное как	6	2
204	отношение к	3	2
205	есть не	5	2
206	должен быть	4	2
207	тем что	6	2
208	в языке	2	2
209	этом отношении	4	2
210	находятся в	2	2
211	из двух	4	2
212	в их	12	2
213	том же	2	2
214	в значительной	3	2
215	и при	2	2
216	в этих	3	2
217	что он	5	2
218	и сам	3	2
219	должна была	2	2
220	ни к	2	2
221	отношению к	4	2
222	себе и	2	2
223	сих пор	7	2
224	в какой	6	2
225	литературное произведение	3	2
226	о языке	6	2
227	увидим что	2	2
228	одной из	4	2
229	на этот	6	2
230	но не	9	2
231	как уже	5	2
232	материал для	3	2
233	также и	20	2
234	и всего	2	2
235	к нему	3	2
236	гораздо более	3	2
237	зависит от	3	2
238	в своих	2	2
239	даже и	4	2
240	не есть	5	2
241	этот вопрос	7	2
242	о них	2	2
243	в которых	6	2
244	не говоря	2	2
245	и те	2	2
246	однако в	3	2
247	представляет собой	14	2
248	от которых	2	2
249	материалом и	2	2
250	о чем	4	2
251	для них	2	2
252	не было	2	2
253	смысле этого	9	2
254	здесь не	3	2
255	языка в	5	2
256	но это	2	2
257	культурного развития	3	2
258	в своей	4	2
259	как нечто	8	2
260	и тогда	3	2
261	в связи	2	2
262	природы и	2	2
263	значение и	2	2
264	в дальнейшем	2	2
265	или группы	2	2
266	вовсе не	6	2
267	этот процесс	4	2
268	ясно что	11	2
