N	2gram	Trubetskoy	Vvedenie
1	в том	31	38
2	в этом	13	35
3	и в	24	35
4	том что	20	30
5	может быть	17	30
6	не только	10	26
7	для того	8	23
8	того чтобы	8	22
9	таким образом	34	21
10	также и	2	20
11	не может	18	19
12	то что	18	19
13	потому что	9	18
14	о том	7	16
15	только в	6	16
16	так как	7	15
17	в общем	6	14
18	и не	9	13
19	что в	9	13
20	в самом	8	13
21	в нем	3	13
22	в их	4	12
23	того что	7	12
24	точки зрения	14	12
25	в его	5	12
26	как на	6	12
27	в данном	3	11
28	то же	4	11
29	как мы	3	11
30	ясно что	8	11
31	вопрос о	3	10
32	не в	9	10
33	прежде всего	3	10
34	но в	5	10
35	уже и	3	10
36	между тем	12	10
37	из этих	8	9
38	тем не	4	9
39	все же	15	9
40	но не	3	9
41	не менее	7	9
42	в истории	3	9
43	это не	3	8
44	о котором	7	8
45	с другой	6	8
46	именно в	5	8
47	широком смысле	2	8
48	и то	4	7
49	с течением	4	7
50	самом деле	12	7
51	сих пор	15	7
52	как и	10	7
53	как бы	10	7
54	течением времени	4	7
55	этот вопрос	2	7
56	представить себе	2	7
57	но и	11	7
58	в разных	3	7
59	было бы	3	7
60	до сих	15	7
61	его в	5	6
62	не могут	4	6
63	том чтобы	2	6
64	хотя бы	4	6
65	но если	2	6
66	на вопрос	4	6
67	с тем	4	6
68	и это	3	6
69	а в	3	6
70	культуры как	4	6
71	в которых	2	6
72	в то	6	6
73	и что	9	6
74	и его	2	6
75	все это	13	6
76	же время	2	6
77	этом случае	4	6
78	вовсе не	2	6
79	вместе с	7	6
80	данном случае	3	5
81	независимо от	2	5
82	и т.д	4	5
83	в виду	2	5
84	одним из	4	5
85	с этой	3	5
86	что он	7	5
87	так что	6	5
88	в течение	4	5
89	по своему	5	5
90	одно из	3	5
91	смотреть на	2	5
92	культуры в	10	5
93	на почве	3	5
94	а потому	5	5
95	не есть	4	5
96	при том	2	5
97	другой стороны	5	5
98	в них	2	5
99	в целом	5	5
100	всяком случае	2	5
101	что и	7	5
102	говорить о	2	5
103	но с	2	5
104	хотя и	4	5
105	во всяком	2	5
106	по сравнению	5	4
107	в результате	9	4
108	одной стороны	2	4
109	и ее	2	4
110	в области	4	4
111	этот процесс	2	4
112	по отношению	11	4
113	только что	3	4
114	должен быть	2	4
115	из двух	2	4
116	еще не	6	4
117	отношению к	11	4
118	отличие от	3	4
119	с одной	3	4
120	заключается в	3	4
121	к тому	8	4
122	национальной культуры	7	4
123	но все	5	4
124	и для	6	4
125	не имеет	2	4
126	группы народов	2	4
127	так или	5	4
128	в котором	2	4
129	в виде	4	4
130	не вполне	3	4
131	тогда когда	3	4
132	из них	5	4
133	или иначе	5	4
134	в себе	5	4
135	с точки	8	4
136	сравнению с	5	4
137	той же	2	4
138	никогда не	4	3
139	одна из	2	3
140	и вообще	3	3
141	что это	5	3
142	на нее	2	3
143	в своем	12	3
144	с этим	12	3
145	так же	8	3
146	в начале	3	3
147	для этого	7	3
148	что она	2	3
149	к этому	5	3
150	в другом	2	3
151	в конце	4	3
152	от того	3	3
153	отношение к	4	3
154	если бы	8	3
155	зависимости от	2	3
156	при помощи	3	3
157	в сущности	2	3
158	в этих	3	3
159	в силу	7	3
160	в частности	2	3
161	том виде	2	3
162	как две	2	3
163	в с	3	3
164	мы видели	2	3
165	данного народа	7	3
166	идет речь	8	3
167	понять что	2	3
168	к нему	2	3
169	на этой	3	3
170	на том	2	3
171	и на	6	3
172	гораздо более	2	3
173	невозможно но	2	3
174	того же	9	3
175	может служить	3	3
176	в ней	3	3
177	и к	5	3
178	на этом	2	3
179	между ними	2	3
180	из которых	4	3
181	в в	4	3
182	по этому	2	3
183	что же	2	3
184	от себя	2	3
185	так чтобы	2	3
186	же как	3	3
187	и того	3	3
188	при этом	9	3
189	и уже	2	3
190	что с	6	3
191	во внимание	2	3
192	все эти	19	3
193	связи с	4	3
194	этой области	4	3
195	и сам	2	3
196	как будто	5	3
197	не следует	2	3
198	в этой	7	3
199	и других	3	3
200	чем в	3	3
201	но вместе	2	2
202	с которыми	2	2
203	следовательно и	2	2
204	как сказано	4	2
205	о которых	7	2
206	у нас	3	2
207	и потому	3	2
208	из того	4	2
209	мы должны	4	2
210	во всех	10	2
211	и до	3	2
212	но как	2	2
213	котором идет	5	2
214	тем более	3	2
215	есть только	2	2
216	должно быть	5	2
217	каждый из	3	2
218	бы в	3	2
219	которые не	3	2
220	что оно	3	2
221	к культуре	14	2
222	что несмотря	2	2
223	конце концов	4	2
224	и те	2	2
225	в связи	3	2
226	том же	4	2
227	него в	2	2
228	а с	4	2
229	одного и	3	2
230	свою очередь	2	2
231	что если	3	2
232	у них	6	2
233	и при	6	2
234	это может	2	2
235	так и	10	2
236	одной и	2	2
237	следует что	2	2
238	чем больше	4	2
239	и так	2	2
240	целом ряде	3	2
241	тому что	2	2
242	на то	9	2
243	и сейчас	4	2
244	если это	2	2
245	о которой	2	2
246	и истории	5	2
247	в своих	2	2
248	и без	5	2
249	в свою	2	2
250	и с	5	2
251	о них	2	2
252	а между	8	2
253	и из	2	2
254	же касается	2	2
255	что мы	4	2
256	мы можем	6	2
257	несмотря на	6	2
258	ближе к	3	2
259	принять во	2	2
260	жизни и	2	2
261	а затем	2	2
262	не было	2	2
263	по тем	2	2
264	тогда как	6	2
265	из него	2	2
266	в тех	3	2
267	по его	2	2
268	факт что	4	2
269	что они	2	2
270	народов и	6	2
271	это есть	4	2
272	должна быть	6	2
273	из таких	2	2
274	во всем	3	2
275	в дальнейшем	4	2
276	этого слова	2	2
277	если же	3	2
278	по существу	7	2
279	этих двух	2	2
280	во втором	2	2
281	мы уже	4	2
282	к таким	2	2
283	сильнее чем	4	2
284	быть и	5	2
