N	2gram	Voloshinov	PoTuStor
1	может быть	8	17
2	и в	13	16
3	и пр	7	12
4	мы можем	4	9
5	в этом	2	9
6	таким образом	6	9
7	прежде всего	9	9
8	точки зрения	7	8
9	не может	8	8
10	и его	12	8
11	не только	6	7
12	с точки	5	6
13	самом деле	3	6
14	и к	2	6
15	для него	2	6
16	при этом	2	6
17	все эти	2	5
18	как бы	6	5
19	нуждается в	2	5
20	в чем	2	5
21	все это	4	4
22	в его	7	4
23	и ее	2	4
24	но и	3	4
25	и не	8	4
26	и все	3	4
27	но в	4	4
28	с самого	2	4
29	но мы	4	4
30	и наконец	5	4
31	так как	3	4
32	и их	7	4
33	и может	2	4
34	только в	6	4
35	в нем	2	4
36	хотя бы	5	4
37	с ними	2	4
38	так и	3	4
39	самого начала	2	4
40	что в	3	3
41	представлений и	2	3
42	а в	2	3
43	в том	2	3
44	в общем	2	3
45	в области	2	3
46	те же	2	3
47	на две	2	3
48	то что	6	3
49	могут быть	2	3
50	на язык	2	3
51	учение о	2	3
52	в одном	3	3
53	и др	2	3
54	том что	2	3
55	никогда не	3	2
56	может иметь	2	2
57	мы видим	2	2
58	в них	2	2
59	с историей	2	2
60	кажется что	2	2
61	и для	3	2
62	и этот	2	2
63	не менее	2	2
64	ее в	2	2
65	было бы	4	2
66	конечно мы	2	2
67	похожим на	3	2
68	то же	4	2
69	с этим	3	2
70	как и	3	2
71	так же	2	2
72	говорить о	3	2
73	но ведь	5	2
74	в своей	4	2
75	мы не	4	2
76	в самом	2	2
77	с этой	2	2
78	не на	2	2
79	сознания и	2	2
80	связанные с	2	2
81	между собою	2	2
82	во всей	2	2
83	за пределы	3	2
84	только и	4	2
85	с помощью	2	2
86	связанных с	2	2
87	в пределах	3	2
88	и т.п	7	2
89	в этот	2	2
90	мы уже	2	2
