N	2gram	Bakhtin_Pr	Mirosoze
1	и в	64	97
2	у достоевского	29	94
3	может быть	43	64
4	не только	26	63
5	в этом	33	55
6	но и	26	54
7	он не	14	53
8	а не	29	53
9	в нем	28	49
10	не может	26	49
11	у него	11	47
12	и не	55	39
13	никогда не	11	38
14	человеческого духа	2	38
15	потому что	8	37
16	в ней	2	37
17	не было	5	36
18	не в	15	34
19	и есть	3	33
20	для него	23	31
21	человека в	8	30
22	великого инквизитора	2	30
23	не есть	4	30
24	но он	4	30
25	прежде всего	16	29
26	как и	25	29
27	но в	14	27
28	и он	5	27
29	в мире	7	27
30	человека и	2	26
31	достоевский был	3	25
32	и это	8	25
33	в своей	11	25
34	он был	2	25
35	и все	6	24
36	у нас	3	24
37	в своем	12	23
38	что в	11	23
39	что он	15	22
40	творчество достоевского	5	21
41	достоевского и	9	21
42	в самом	17	21
43	в себе	11	20
44	достоевский не	5	20
45	отношение к	4	20
46	до конца	10	19
47	в россии	2	19
48	как бы	33	19
49	ивана карамазова	5	18
50	в его	30	18
51	и потому	7	17
52	того что	3	17
53	достоевского в	15	16
54	в том	12	16
55	том что	8	16
56	то что	21	16
57	было бы	8	16
58	для достоевского	8	16
59	и его	21	16
60	не был	2	15
61	в этой	5	15
62	не знает	6	15
63	в котором	7	15
64	в конце	8	14
65	она не	10	14
66	так как	9	14
67	в творчестве	6	14
68	из подполья	12	13
69	достоевского он	3	13
70	друг друга	4	13
71	достоевского к	4	13
72	русский народ	2	13
73	и на	16	13
74	это не	12	12
75	в человеке	6	12
76	и у	3	12
77	к нему	11	12
78	смысле слова	2	12
79	в них	5	12
80	все это	9	12
81	но не	12	12
82	достоевский в	10	12
83	он сам	5	12
84	но это	6	11
85	менее всего	7	11
86	хотя бы	4	11
87	в которой	2	11
88	только в	13	11
89	достоевского но	9	11
90	был бы	6	11
91	как в	7	11
92	и для	7	11
93	уже не	15	11
94	и к	5	11
95	жизни и	3	11
96	не могут	10	10
97	достоевского не	15	10
98	так же	8	10
99	это и	5	10
100	один из	3	10
101	должна быть	8	10
102	чем у	2	10
103	его духа	2	10
104	образ человека	2	10
105	то же	18	10
106	не имеет	2	10
107	в самой	9	10
108	есть и	5	9
109	бы и	6	9
110	достоевского было	3	9
111	а в	10	9
112	к тому	4	9
113	что и	7	9
114	и во	3	9
115	я не	6	9
116	должно быть	8	9
117	то есть	3	9
118	все что	4	9
119	человек и	2	9
120	с ним	8	9
121	лишь в	4	9
122	вопрос о	3	8
123	ничего не	8	8
124	в этих	5	8
125	они не	5	8
126	жизнь в	2	8
127	самого достоевского	7	8
128	мира и	7	8
129	что не	3	8
130	того чтобы	2	8
131	в отношении	5	8
132	о достоевском	7	8
133	т е	44	8
134	не знал	2	8
135	с его	11	8
136	себя в	3	8
137	творчестве достоевского	7	8
138	достоевского нет	5	8
139	за пределы	7	8
140	тем что	6	8
141	отношении к	5	8
142	о том	5	8
143	человека он	2	8
144	и с	9	8
145	уже в	5	8
146	те же	3	7
147	как он	3	7
148	в духе	4	7
149	что все	2	7
150	он в	3	7
151	точки зрения	31	7
152	себя и	5	7
153	все еще	2	7
154	что она	7	7
155	на этом	2	7
156	в жизни	5	7
157	также и	3	7
158	герои достоевского	4	7
159	в нашем	2	7
160	все в	3	7
161	от нее	2	7
162	отношения к	5	7
163	чем в	3	7
164	его в	8	6
165	или к	3	6
166	не как	20	6
167	на пути	2	6
168	всего в	2	6
169	в ее	2	6
170	и человек	2	6
171	его на	2	6
172	в образе	2	6
173	быть и	2	6
174	того как	3	6
175	и от	3	6
176	что это	2	6
177	и нет	6	6
178	можно было	3	6
179	не способен	2	6
180	этого мира	6	6
181	записок из	2	6
182	если бы	12	6
183	бы не	2	6
184	с этой	2	6
185	же и	5	6
186	что у	2	6
187	на то	5	6
188	и здесь	6	6
189	в которых	4	6
190	него нет	3	6
191	и если	2	5
192	оно не	3	5
193	с собой	3	5
194	в то	15	5
195	к которому	2	5
196	в их	6	5
197	достоевского это	3	5
198	так и	8	5
199	все время	3	5
200	от этого	2	5
201	должны быть	3	5
202	сказать что	4	5
203	тот же	2	5
204	во всяком	7	5
205	в основе	4	5
206	да и	2	5
207	в мир	4	5
208	одно из	2	5
209	и мы	2	5
210	с этим	3	5
211	по преимуществу	2	5
212	с самим	3	5
213	мысли и	6	5
214	отличается от	5	5
215	и как	9	5
216	человека но	2	5
217	бы в	7	5
218	мы увидим	6	5
219	для этого	3	5
220	еще не	10	5
221	его и	3	5
222	как будто	4	5
223	сих пор	9	5
224	сознания но	2	5
225	то он	3	5
226	когда он	2	5
227	по достоевскому	4	5
228	личности в	4	5
229	до сих	9	5
230	той же	8	5
231	как человек	3	4
232	по отношению	12	4
233	в каждом	15	4
234	к себе	6	4
235	от того	4	4
236	как к	3	4
237	лишь один	2	4
238	не хочет	3	4
239	это очень	2	4
240	конце концов	7	4
241	быть лишь	2	4
242	он должен	2	4
243	не всегда	2	4
244	так что	6	4
245	есть в	2	4
246	к другому	6	4
247	а с	2	4
248	в него	6	4
249	тому что	3	4
250	и этим	5	4
251	себе и	5	4
252	он живет	2	4
253	могут быть	9	4
254	отношение между	2	4
255	не была	4	4
256	мы видим	3	4
257	и до	6	4
258	все эти	13	4
259	мир в	4	4
260	в истории	2	4
261	к миру	3	4
262	достоевским и	2	4
263	интересует достоевского	2	4
264	лежит в	2	4
265	сознания и	8	4
266	с достоевским	2	4
267	и даже	5	4
268	что было	6	4
269	в свете	4	4
270	ни в	5	4
271	и их	3	4
272	и только	3	4
273	все равно	2	4
274	особенно в	2	4
275	мы не	4	4
276	отношению к	12	4
277	время как	2	4
278	него не	4	4
