N	2gram	Nazirov_Tv	FransuaR
1	и в	40	367
2	то есть	16	209
3	в этом	11	112
4	и не	12	101
5	таким образом	14	100
6	и его	14	99
7	в его	19	98
8	прежде всего	10	92
9	не только	16	87
10	мы уже	2	85
11	но и	10	84
12	как бы	26	82
13	все эти	3	79
14	вовсе не	5	77
15	в романе	24	77
16	как и	16	76
17	в нем	4	75
18	но в	11	75
19	и др	2	72
20	и на	12	72
21	в том	13	71
22	то же	19	66
23	и все	6	66
24	так и	5	65
25	в этой	7	65
26	и с	9	64
27	во время	2	63
28	в то	23	63
29	все это	14	62
30	во всех	2	62
31	же время	18	55
32	что в	17	52
33	в своем	4	51
34	только в	7	48
35	так как	6	46
36	и до	2	46
37	том что	14	45
38	уже говорили	2	44
39	в году	22	44
40	то что	9	41
41	жизни и	3	40
42	у него	11	40
43	в самом	6	38
44	в ней	2	37
45	с его	12	36
46	может быть	11	35
47	мы видим	3	35
48	он был	2	35
49	о том	9	35
50	сказать что	3	34
51	и даже	8	34
52	в себе	3	34
53	рядом с	2	32
54	в конце	5	32
55	он не	10	32
56	для него	9	32
57	в своей	8	31
58	до конца	2	31
59	в литературе	4	31
60	так же	6	30
61	никогда не	13	30
62	и потому	4	30
63	той же	4	30
64	один из	5	30
65	потому что	10	30
66	но он	3	30
67	в духе	6	29
68	в этих	2	29
69	не может	9	29
70	еще не	5	29
71	его в	2	29
72	не в	3	29
73	при этом	14	29
74	в одном	3	29
75	связи с	2	29
76	что он	11	29
77	из них	4	28
78	в основе	3	28
79	роль в	2	27
80	в образах	2	27
81	и другие	4	27
82	и их	2	27
83	все же	9	27
84	на самом	3	25
85	но это	10	25
86	в ее	3	24
87	и от	8	24
88	в частности	4	24
89	например в	3	24
90	но не	7	24
91	как в	10	24
92	и у	3	24
93	времени и	4	24
94	своего рода	7	23
95	так сказать	4	23
96	это не	9	23
97	в их	5	23
98	с ним	4	23
99	и здесь	2	23
100	и о	2	22
101	связь с	3	22
102	даже в	4	22
103	а в	10	22
104	что и	3	22
105	и других	5	22
106	тем что	2	22
107	вместе с	4	22
108	не было	3	22
109	именно в	6	21
110	в своих	8	21
111	в себя	3	21
112	в качестве	2	21
113	и наконец	3	21
114	ни в	2	21
115	одним из	6	21
116	культуры и	2	21
117	и как	5	21
118	уже в	5	21
119	в образе	4	20
120	как раз	2	20
121	одной из	7	20
122	в виду	3	20
123	самом деле	4	20
124	и это	2	20
125	в связи	2	20
126	того же	2	19
127	в дальнейшем	7	19
128	хотя и	5	19
129	к этому	4	19
130	в ту	4	19
131	было бы	2	19
132	далеко не	3	19
133	с другой	4	19
134	с ее	3	19
135	на протяжении	3	19
136	мы находим	2	18
137	это в	3	18
138	со всеми	3	18
139	превращается в	2	18
140	это и	4	18
141	перед нами	3	18
142	одна из	5	18
143	связан с	4	18
144	в плане	4	17
145	того что	3	17
146	связана с	2	17
147	на площади	2	17
148	на его	4	17
149	и вот	2	17
150	еще более	3	17
151	такой же	4	17
152	а не	9	17
153	между тем	2	16
154	тот же	3	16
155	ничего не	3	16
156	влияние на	3	16
157	в свете	3	16
158	в начале	2	16
159	дело в	4	16
160	с одной	2	16
161	в истории	2	15
162	мысли и	5	15
163	еще в	3	15
164	xix века	13	15
165	особенно в	3	15
166	говорили что	2	15
167	а затем	5	15
168	в первой	4	15
169	в которой	5	15
170	от всех	2	15
171	не мог	3	15
172	мы не	3	14
173	в данном	2	14
174	и он	4	14
175	ту эпоху	2	14
176	и по	5	14
177	в чем	4	14
178	в котором	8	14
179	отличие от	3	13
180	что все	4	13
181	здесь нет	2	13
182	или в	2	13
183	с этим	2	13
184	и еще	2	13
185	жизнь и	2	13
186	в жизни	3	13
187	в мире	8	13
188	и есть	2	13
189	и сам	5	13
190	мира в	2	13
191	в книге	3	13
192	более того	2	13
193	в известной	4	13
194	его к	2	13
195	в одной	5	13
196	в основном	9	13
197	только на	2	13
198	не знает	2	13
199	одновременно и	2	13
200	из всех	5	12
201	этот момент	2	12
202	только для	2	12
203	у нас	2	12
204	не могут	2	12
205	начиная с	2	12
206	во всей	2	12
207	жизни в	9	12
208	известной мере	2	12
209	та же	4	12
210	не был	4	12
211	место в	6	12
212	можно сказать	2	12
213	о нем	2	12
214	другой стороны	2	12
215	об этом	4	12
216	но этот	2	12
217	в творчестве	10	12
218	так например	3	11
219	это уже	7	11
220	все время	3	11
221	и более	2	11
222	он говорит	3	11
223	уже не	6	11
224	и что	2	11
225	на эту	4	11
226	время в	3	11
227	с ними	3	11
228	что они	3	11
229	в отличие	3	11
230	данном случае	2	10
231	по преимуществу	4	10
232	на земле	4	10
233	в изображении	2	10
234	на этот	3	10
235	там же	11	10
236	в процессе	3	10
237	человека и	6	10
238	в таких	2	10
239	к тому	2	10
240	ту же	4	10
241	его как	2	10
242	во второй	3	10
243	что для	3	10
244	по отношению	3	10
245	к которому	3	10
246	в целом	7	10
247	характер в	2	9
248	что не	5	9
249	на землю	2	9
250	как известно	3	9
251	говорит о	3	9
252	вплоть до	2	9
253	это как	4	9
254	как это	2	9
255	некоторые из	2	9
256	отношению к	3	9
257	и со	2	9
258	между людьми	3	9
259	как к	2	9
260	том же	3	9
261	для этой	2	9
262	что на	3	9
263	не имеет	2	9
264	в которых	3	9
265	представлений о	2	9
266	о котором	2	9
267	к жизни	4	9
268	от него	2	8
269	с этой	4	8
270	так что	4	8
271	людей и	2	8
272	здесь мы	2	8
273	с самого	3	8
274	и без	2	8
275	протяжении всего	2	8
276	если бы	4	8
277	значение в	2	8
278	нуждается в	2	8
279	но эта	3	8
280	в него	2	8
281	но эти	3	8
282	это был	4	8
283	всякого рода	2	8
284	одном из	2	8
285	смерти в	2	8
286	не менее	8	8
287	xviii века	2	8
288	дело не	3	8
289	в этот	3	8
290	тому же	2	8
291	человека с	2	8
292	а как	2	7
293	точка зрения	2	7
294	времени в	13	7
295	в целях	2	7
296	и та	2	7
297	всего романа	2	7
298	что у	5	7
299	в свою	8	7
300	первой части	7	7
301	только с	3	7
302	на том	2	7
303	одного из	3	7
304	весь роман	2	7
305	в виде	4	7
306	во всяком	2	7
307	себя в	3	7
308	где он	2	7
309	в таком	4	7
310	особое значение	2	7
311	был бы	3	7
312	на него	2	7
313	отчасти и	2	7
314	и если	3	7
315	он стал	2	7
316	но его	2	7
317	площади и	2	7
318	между вещами	2	7
319	настоящее время	2	7
320	представление о	9	7
321	но она	2	7
322	же и	2	7
323	свою очередь	2	6
324	мы знаем	2	6
325	в искусстве	3	6
326	человеческой культуры	2	6
327	свидетельствует о	2	6
328	xix веке	3	6
329	переходит в	2	6
330	людей в	2	6
331	первом плане	2	6
332	нет ни	3	6
333	как у	3	6
334	вряд ли	2	6
335	или даже	2	6
336	это время	2	6
337	ее в	3	6
338	казалось бы	4	6
339	жизнь в	2	6
340	могут быть	4	6
341	для них	2	6
342	было в	2	6
343	что она	5	6
344	xx века	3	6
345	мы наблюдаем	2	6
346	это прежде	3	6
347	в лице	4	6
348	во времени	3	6
349	его и	2	6
350	друг друга	2	6
351	в один	3	6
352	году в	3	6
353	самого начала	3	6
354	не могли	2	6
355	хотя бы	5	6
356	в xix	3	6
357	как она	2	6
358	как будто	5	6
359	за то	2	6
360	во многом	8	6
361	не столько	4	6
362	мировоззрения и	2	6
363	со своими	2	6
364	и отчасти	3	5
365	тем самым	10	5
366	стремление к	2	5
367	в первом	3	5
368	проникает в	2	5
369	говорит что	2	5
370	по словам	2	5
371	но только	3	5
372	когда он	4	5
373	не является	3	5
374	в человеке	4	5
375	в средневековой	2	5
376	есть не	2	5
377	с темой	2	5
378	сливается с	4	5
379	и когда	2	5
380	у этого	2	5
381	имеет в	2	5
382	должен был	2	5
383	этой книги	4	5
384	всяком случае	2	5
385	он сам	8	5
386	и только	2	5
387	на эти	2	5
388	года и	4	5
389	но уже	2	5
390	жизни он	2	5
391	не во	2	5
392	то в	2	5
393	на первом	2	5
394	он с	2	5
395	же как	3	5
396	жизни с	2	5
397	больше чем	2	5
398	на свете	3	5
399	страх перед	2	5
400	человека в	9	5
401	вокруг себя	2	5
402	к миру	2	5
403	традиции в	2	5
404	в кн	4	5
405	говорили о	2	5
406	не к	2	5
407	в область	4	4
408	сама жизнь	2	4
409	говорит об	2	4
410	в каждом	4	4
411	он еще	2	4
412	действительности и	3	4
413	мир а	2	4
414	мы узнаем	3	4
415	что этот	2	4
416	в известном	2	4
417	у нее	4	4
418	но если	4	4
419	прошлого и	2	4
420	г в	2	4
421	первая часть	4	4
422	которой он	2	4
423	я не	5	4
424	о которой	2	4
425	в античной	2	4
426	этой связи	2	4
427	что человек	3	4
428	но ведь	2	4
429	со своим	2	4
430	века с	2	4
431	и притом	2	4
432	и далее	4	4
433	не так	5	4
434	самим собой	4	4
435	же не	2	4
436	который в	4	4
437	не случайно	6	4
438	этот вопрос	4	4
439	время он	2	4
440	что я	4	4
441	если в	3	4
442	и тем	2	4
443	нем и	2	4
444	будущее в	2	4
445	из этой	3	4
446	образ и	2	4
447	к ней	3	4
448	тот самый	2	4
449	не по	3	4
450	ни на	3	4
451	по себе	2	4
452	традиции и	4	4
453	опираясь на	3	3
454	лицо его	2	3
455	он видит	3	3
456	сильнее и	2	3
457	которого он	2	3
458	является одним	3	3
459	она не	2	3
460	на ней	2	3
461	времени а	2	3
462	известно что	4	3
463	в новых	2	3
464	ни к	2	3
465	интерес и	2	3
466	и того	2	3
467	и всякий	2	3
468	указывает на	2	3
469	свободы и	2	3
470	вот в	2	3
471	в беседе	2	3
472	он всегда	2	3
473	в одно	2	3
474	в современной	2	3
475	тому что	2	3
476	и мир	3	3
477	эти слова	3	3
478	в литературу	2	3
479	в которую	2	3
480	в мир	2	3
481	к человеку	3	3
482	него в	2	3
483	что его	4	3
484	и будущее	2	3
485	рассказывает о	3	3
486	не существует	3	3
487	всякий раз	2	3
488	к одному	2	3
489	прямо в	2	3
490	наряду с	6	3
491	и тут	2	3
492	между собой	2	3
493	а с	4	3
494	не будет	2	3
495	вот почему	3	3
496	на этих	2	3
497	о своих	2	3
498	это первый	2	3
499	он чувствует	3	3
500	времени он	3	3
501	характера и	3	3
502	все более	2	3
503	части романа	2	3
504	когда же	2	3
505	и через	4	3
506	в глаза	2	3
507	к роману	4	3
508	времени как	4	3
509	что с	2	3
510	на ранних	2	3
511	то это	2	3
512	и тогда	2	3
513	действительности в	2	3
514	в сферу	2	3
515	жизни но	2	3
516	не есть	2	3
517	приводит к	4	3
518	в устах	2	3
519	но когда	2	3
520	легенда о	4	3
521	при помощи	4	2
522	действия и	3	2
523	и поэтому	2	2
524	очень важно	2	2
525	в комедии	2	2
526	развития в	2	2
527	в стороне	2	2
528	так вот	2	2
529	этот роман	2	2
530	ранних стадиях	3	2
531	же у	2	2
532	в пространстве	2	2
533	главного героя	3	2
534	известном смысле	2	2
535	и высшей	2	2
536	по мере	2	2
537	переход от	2	2
538	и я	2	2
539	но у	5	2
540	на смену	2	2
541	здравого смысла	2	2
542	из себя	2	2
543	соответствии с	7	2
544	если не	4	2
545	если он	4	2
546	года в	7	2
547	в настоящем	2	2
548	уже после	2	2
549	на стороне	3	2
550	перед тем	2	2
551	ибо в	2	2
552	года он	3	2
553	вслед за	2	2
554	не дают	2	2
555	то все	2	2
556	за собой	4	2
557	и высокое	2	2
558	современной ему	2	2
559	быть может	3	2
560	в такой	2	2
561	до этого	2	2
562	в двух	2	2
563	же с	10	2
564	собой в	2	2
565	человек с	2	2
566	гоголя и	2	2
567	пространства и	2	2
568	в жизнь	2	2
569	человек может	2	2
570	во главе	2	2
571	в бытовой	6	2
572	и будущего	3	2
573	ее и	2	2
574	для человека	3	2
575	в быту	2	2
576	в современном	5	2
577	от ее	2	2
578	этом он	2	2
579	гораздо более	2	2
580	где происходит	2	2
581	в честь	2	2
582	я бы	3	2
583	в нашей	2	2
584	и рядом	2	2
585	время не	2	2
586	узнаем что	2	2
587	прибегает к	2	2
588	однако эти	2	2
589	м с	12	2
590	в конечном	4	2
591	характера в	2	2
592	но зато	3	2
593	героя в	4	2
594	подхода к	3	2
595	это все	2	2
596	связанного с	2	2
597	в письмах	3	2
598	что оно	2	2
599	более не	4	2
600	и чуда	2	2
601	не все	2	2
602	мышления и	2	2
603	в терминах	4	2
604	конечном счете	4	2
605	человек как	3	2
606	чем у	2	2
607	т ii	4	2
608	эта идея	2	2
609	как по	2	2
610	но без	2	2
611	героев и	4	2
612	страдания и	2	2
613	несколько раз	2	2
614	человеческих отношений	3	2
615	только как	2	2
616	развития человечества	2	2
617	теперь я	2	2
